lam,int
622.77,2164.6
622.83,2193.6
622.90,2128.4
622.96,2081.4
623.03,2161.6
623.09,2174.2
623.15,2101.2
623.22,2049.4
623.28,2106.6
623.35,2086.4
623.41,2037.5
623.47,2046.3
623.54,2030.8
623.60,2036.7
623.67,1928.6
623.73,1873.8
623.80,1972.8
623.86,1965.0
623.92,2001.2
623.99,2016.6
624.05,2145.5
624.12,2184.0
624.18,2137.0
624.24,2260.3
624.31,2367.1
624.37,2410.9
624.44,2313.2
624.50,2362.6
624.56,2420.0
624.63,2336.1
624.69,2270.8
624.76,2206.6
624.82,2206.5
624.88,2253.5
624.95,2114.9
625.01,2107.7
625.08,2196.7
625.14,2166.8
625.20,2061.9
625.27,2044.7
625.33,2190.8
625.40,2129.6
625.46,2114.6
625.52,2103.0
625.59,2193.6
625.65,2389.8
625.72,2432.8
625.78,2589.9
625.84,2871.7
625.91,3191.1
625.97,3377.8
626.04,3559.6
626.10,3861.7
626.16,4025.2
626.23,4161.2
626.29,4263.5
626.35,4406.1
626.42,4462.8
626.48,4455.7
626.55,4514.3
626.61,4414.3
626.67,4246.0
626.74,4037.0
626.80,3910.3
626.87,3781.8
626.93,3640.3
626.99,3375.3
627.06,3068.8
627.12,2991.3
627.18,2821.1
627.25,2509.9
627.31,2374.8
627.38,2434.4
627.44,2330.4
627.50,2296.6
627.57,2299.8
627.63,2298.4
627.69,2386.5
627.76,2301.7
627.82,2279.8
627.89,2290.4
627.95,2350.6
628.01,2262.8
628.08,2218.2
628.14,2270.2
628.20,2157.2
628.27,2130.4
628.33,2089.9
628.40,2126.7
628.46,2102.8
628.52,2004.7
628.59,1996.8
628.65,2081.3
628.71,2045.3
628.78,1964.0
628.84,2025.0
628.90,2030.0
628.97,2034.5
629.03,1961.3
629.09,1977.2
629.16,2170.8
629.22,2193.8
629.29,2105.0
629.35,2093.2
629.41,2263.0
629.48,2345.1
629.54,2297.5
629.60,2387.9
629.67,2459.5
629.73,2562.9
629.79,2548.3
629.86,2534.1
629.92,2697.3
629.98,2783.8
630.05,2795.1
630.11,2786.9
630.18,2894.4
630.24,2931.9
630.30,2907.4
630.37,2950.8
630.43,2958.2
630.49,2934.9
630.56,2747.4
630.62,2676.6
630.68,2643.8
630.75,2572.7
630.81,2463.0
630.87,2352.9
630.94,2409.0
631.00,2321.6
631.06,2239.6
631.13,2271.6
631.19,2262.3
631.25,2334.2
631.32,2287.1
631.38,2285.7
631.44,2386.6
631.51,2391.1
631.57,2323.6
631.63,2271.3
631.70,2485.8
631.76,2411.7
631.82,2411.1
631.89,2481.9
631.95,2443.3
632.01,2495.8
632.08,2434.6
632.14,2445.5
632.20,2475.8
632.27,2575.8
632.33,2480.5
632.39,2568.6
632.46,2820.1
632.52,2915.0
632.58,3028.2
632.65,3188.3
632.71,3386.3
632.77,3609.7
632.84,3766.1
632.90,3937.9
632.96,4242.6
633.03,4413.4
633.09,4403.5
633.15,4346.9
633.22,4414.6
633.28,4350.0
633.34,4301.2
633.41,4265.9
633.47,4210.9
633.53,4001.7
633.59,3684.6
633.66,3554.9
633.72,3374.8
633.78,3204.3
633.85,2950.8
633.91,2732.9
633.97,2632.3
634.04,2462.6
634.10,2250.2
634.16,2116.4
634.23,2148.5
634.29,2120.0
634.35,1989.2
634.42,2004.1
634.48,2062.1
634.54,2069.4
634.60,2031.2
634.67,2107.3
634.73,2199.6
634.79,2141.1
634.86,2063.4
634.92,2068.7
634.98,2113.5
635.05,2062.4
635.11,1964.5
635.17,1975.1
635.23,2063.8
635.30,2030.7
635.36,1922.8
635.42,1872.1
635.49,1972.2
635.55,1968.2
635.61,1893.8
635.68,1921.9
635.74,2073.7
635.80,2114.8
635.86,2021.9
635.93,2057.0
635.99,2165.8
636.05,2194.6
636.12,2238.6
636.18,2247.7
636.24,2273.4
636.30,2345.1
636.37,2267.3
636.43,2237.5
636.49,2261.0
636.56,2310.1
636.62,2175.1
636.68,2142.9
636.74,2170.4
636.81,2087.1
636.87,2113.5
636.93,2169.5
637.00,2216.8
637.06,2146.6
637.12,2069.8
637.18,2102.9
637.25,2257.8
637.31,2451.7
637.37,2530.4
637.44,2772.0
637.50,3049.7
637.56,3231.7
637.62,3346.5
637.69,3590.2
637.75,3937.4
637.81,4173.1
637.87,4346.5
637.94,4422.2
638.00,4667.5
638.06,4739.5
638.13,4704.4
638.19,4764.4
638.25,4791.3
638.31,4744.8
638.38,4511.8
638.44,4269.6
638.50,4035.3
638.56,3773.0
638.63,3466.0
638.69,3208.3
638.75,3040.7
638.82,2800.8
638.88,2439.8
638.94,2272.2
639.00,2231.0
639.07,2173.4
639.13,2261.9
639.19,2564.1
639.25,3145.3
639.32,3646.3
639.38,4069.7
639.44,4634.0
639.50,5301.4
639.57,5909.6
639.63,6396.1
639.69,7050.7
639.75,7771.5
639.82,8267.3
639.88,8510.3
639.94,8626.2
640.00,8780.6
640.07,8774.0
640.13,8680.2
640.19,8558.0
640.25,8386.8
640.32,7944.3
640.38,7185.0
640.44,6517.6
640.50,5979.4
640.57,5364.9
640.63,4644.0
640.69,4085.8
640.75,3592.1
640.82,3065.6
640.88,2479.3
640.94,2153.2
641.00,2073.9
641.07,2031.8
641.13,1954.4
641.19,1878.8
641.25,1953.0
641.32,1975.2
641.38,1991.0
641.44,1941.7
641.50,2005.6
641.56,2033.5
641.63,1934.3
641.69,1968.6
641.75,2025.4
641.81,2076.1
641.88,1964.5
641.94,2050.9
642.00,2050.4
642.06,1946.1
642.13,1955.1
642.19,1890.0
642.25,2008.0
642.31,2002.0
642.37,1976.7
642.44,2015.9
642.50,2078.9
642.56,2087.0
642.62,1970.8
642.69,2028.0
642.75,2120.3
642.81,2118.2
642.87,2093.3
642.93,2002.6
643.00,2098.2
643.06,2126.3
643.12,2035.0
643.18,2082.9
643.25,2135.2
643.31,2130.8
643.37,2024.5
643.43,2005.7
643.49,1996.8
643.56,1988.6
643.62,1984.7
643.68,1965.3
643.74,2042.4
643.81,2018.2
643.87,1930.3
643.93,1923.1
643.99,1984.6
644.05,1977.1
644.12,1911.5
644.18,1977.8
644.24,2006.2
644.30,1996.1
644.36,1859.1
644.43,1824.1
644.49,1992.9
644.55,1971.3
644.61,1996.0
644.67,2031.1
644.74,2180.7
644.80,2206.9
644.86,2149.1
644.92,2250.1
644.98,2237.9
645.05,2334.2
645.11,2251.3
645.17,2173.1
645.23,2209.8
645.29,2200.8
645.36,2142.6
645.42,2059.9
645.48,2201.8
645.54,2214.1
645.60,2130.1
645.67,2207.0
645.73,2204.3
645.79,2240.8
645.85,2181.0
645.91,2211.4
645.98,2267.7
646.04,2199.8
646.10,2203.0
646.16,2059.4
646.22,2150.6
646.29,2162.2
646.35,2121.8
646.41,2222.5
646.47,2256.7
646.53,2272.1
646.59,2196.2
646.66,2221.4
646.72,2284.9
646.78,2279.6
646.84,2260.4
646.90,2194.9
646.97,2265.8
647.03,2273.1
647.09,2119.2
647.15,2062.3
647.21,2133.1
647.27,2158.6
647.34,2058.0
647.40,2071.7
647.46,2089.6
647.52,2086.2
647.58,2050.1
647.64,2013.5
647.71,2009.1
647.77,2005.9
647.83,1984.1
647.89,1954.8
647.95,1991.5
648.01,1996.8
648.08,1902.6
648.14,1895.0
648.20,1977.3
648.26,1957.3
648.32,1899.1
648.38,1920.5
648.45,1982.6
648.51,1947.0
648.57,1871.7
648.63,1899.3
648.69,1972.5
648.75,1959.6
648.82,1867.3
648.88,1865.6
648.94,1960.1
649.00,1979.5
649.06,1956.1
649.12,1993.3
649.19,2101.7
649.25,2160.6
649.31,2070.8
649.37,2069.3
649.43,2191.5
649.49,2288.7
649.56,2301.9
649.62,2448.3
649.68,2792.8
649.74,2994.7
649.80,3267.8
649.86,3660.7
649.92,4028.8
649.99,4407.1
650.05,4733.2
650.11,5110.6
650.17,5458.4
650.23,5711.7
650.29,5815.7
650.35,5844.9
650.42,5976.2
650.48,5866.7
650.54,5742.0
650.60,5724.3
650.66,5607.7
650.72,5363.0
650.78,4927.8
650.85,4583.4
650.91,4281.4
650.97,3926.0
651.03,3577.6
651.09,3266.8
651.15,3025.6
651.21,2630.8
651.28,2314.1
651.34,2213.3
651.40,2210.9
651.46,2193.8
651.52,2135.2
651.58,2289.8
651.64,2378.3
651.70,2337.1
651.77,2248.4
651.83,2272.4
651.89,2371.7
651.95,2310.9
652.01,2187.6
652.07,2136.4
652.13,2253.7
652.19,2260.8
652.26,2126.3
652.32,2118.6
652.38,2262.2
652.44,2388.3
652.50,2427.2
652.56,2441.2
652.62,2587.1
652.68,2617.3
652.75,2669.7
652.81,2725.8
652.87,2752.3
652.93,2798.6
652.99,2719.0
653.05,2768.9
653.11,2824.1
653.17,2853.9
653.23,2871.9
653.30,2840.3
653.36,2813.0
653.42,2670.3
653.48,2560.9
653.54,2546.3
653.60,2552.4
653.66,2565.2
653.72,2356.1
653.78,2288.3
653.85,2393.1
653.91,2304.7
653.97,2189.0
654.03,2221.4
654.09,2296.5
654.15,2291.9
654.21,2215.4
654.27,2181.1
654.33,2207.0
654.40,2264.2
654.46,2140.4
654.52,2011.3
654.58,2048.5
654.64,2006.5
654.70,1924.0
654.76,1949.1
654.82,2006.6
654.88,1969.3
654.94,1877.5
655.01,1954.7
655.07,2001.2
655.13,2002.5
655.19,2027.4
655.25,2068.5
655.31,2243.5
655.37,2266.9
655.43,2248.1
655.49,2278.5
655.55,2392.1
655.61,2426.6
655.68,2362.5
655.74,2381.6
655.80,2434.7
655.86,2339.9
655.92,2245.4
655.98,2197.8
656.04,2226.0
656.10,2156.5
656.16,2018.8
656.22,2067.5
656.28,2115.1
656.34,2172.8
656.41,2058.3
656.47,2059.6
656.53,2115.1
656.59,2089.0
656.65,2068.1
656.71,2043.4
656.77,2193.8
656.83,2213.6
656.89,2177.5
656.95,2131.8
657.01,2123.2
657.07,2159.1
657.13,2069.4
657.20,2111.3
657.26,2165.8
657.32,2119.7
657.38,2046.3
657.44,2029.9
657.50,2070.8
657.56,2050.8
657.62,2038.6
657.68,2141.1
657.74,2262.2
657.80,2320.6
657.86,2207.8
657.92,2309.8
657.98,2546.8
658.04,2484.7
658.10,2396.7
658.17,2342.1
658.23,2402.4
658.29,2303.0
658.35,2161.1
658.41,2096.4
658.47,2144.7
658.53,2224.1
658.59,2027.5
658.65,1931.6
658.71,2040.5
658.77,2115.6
658.83,2156.3
658.89,2279.7
658.95,2405.4
659.01,2550.2
659.07,2623.0
659.13,2777.2
659.20,2952.7
659.26,3050.8
659.32,3177.4
659.38,3317.3
659.44,3511.3
659.50,3596.4
659.56,3622.7
659.62,3645.5
659.68,3687.2
659.74,3744.5
659.80,3630.4
659.86,3566.1
659.92,3587.7
659.98,3407.8
660.04,3231.4
660.10,3036.9
660.16,2947.2
660.22,2795.1
660.28,2599.6
660.34,2510.2
660.40,2332.0
660.46,2227.9
660.52,2030.1
660.58,1971.6
660.64,1984.0
660.71,1962.1
660.77,1914.8
660.83,2013.6
660.89,2139.6
660.95,2071.0
661.01,1988.6
661.07,1997.1
661.13,2098.0
661.19,2086.5
661.25,2056.7
661.31,2021.9
661.37,2101.3
661.43,2002.8
661.49,1818.1
661.55,1802.0
661.61,1904.6
661.67,1913.5
661.73,1797.8
661.79,1789.7
661.85,1798.8
661.91,1916.8
661.97,1847.9
662.03,1848.4
662.09,1962.6
662.15,1872.1
662.21,1825.3
662.27,1816.6
662.33,1999.9
662.39,2048.8
662.45,2070.5
662.51,2083.1
662.57,2201.1
662.63,2225.8
662.69,2128.5
662.75,2205.0
662.81,2268.2
662.87,2318.4
662.93,2138.2
662.99,2085.9
663.05,2045.5
663.11,2076.9
663.17,2012.9
663.23,1927.6
663.29,2015.7
663.35,2013.0
663.41,1993.2
663.47,1957.6
663.53,2017.6
663.59,2062.8
663.65,2065.6
663.71,2086.9
663.77,2147.7
663.83,2170.6
663.89,2063.9
663.95,2078.8
664.01,2135.6
664.07,2100.1
664.13,2053.8
664.19,2088.9
664.25,2168.4
664.31,2122.0
664.37,2066.8
664.43,2051.1
664.49,2095.1
664.55,2134.1
664.61,2090.8
664.67,2069.3
664.73,2113.6
664.79,2111.8
664.85,2042.3
664.91,2016.8
664.97,2121.9
665.03,2138.2
665.09,2056.7
665.15,2070.5
665.21,2065.3
665.27,2096.4
665.33,2038.7
665.39,2069.8
665.45,2151.5
665.51,2127.4
665.57,2104.4
665.63,2003.1
665.69,2081.3
665.75,2103.4
665.81,2045.5
665.87,2036.5
665.93,2054.9
665.99,2096.4
666.05,2022.4
666.11,2061.5
666.17,2139.7
666.23,2120.0
666.29,2145.9
666.35,2126.3
666.41,2155.4
666.47,2177.9
666.53,2130.2
666.59,2150.4
666.65,2191.4
666.71,2199.1
666.76,2182.4
666.82,2330.5
666.88,2621.8
666.94,2831.6
667.00,2978.9
667.06,3196.3
667.12,3499.6
667.18,3771.3
667.24,3915.7
667.30,4254.6
667.36,4645.5
667.42,4812.5
667.48,4903.1
667.54,4961.5
667.60,5132.9
667.66,5196.6
667.72,5137.4
667.78,5147.6
667.84,5124.3
667.90,5025.1
667.96,4740.9
668.02,4452.3
668.08,4256.8
668.14,3956.2
668.19,3560.6
668.25,3222.1
668.31,3060.4
668.37,2847.2
668.43,2489.8
668.49,2407.6
668.55,2333.4
668.61,2210.5
668.67,2127.5
668.73,2173.3
668.79,2343.8
668.85,2332.6
668.91,2291.4
668.97,2239.1
669.03,2323.3
669.09,2295.3
669.15,2146.1
669.20,2159.1
669.26,2236.5
669.32,2257.5
669.38,2624.9
669.44,2739.2
669.50,2727.3
669.56,2825.9
669.62,2681.1
669.68,2757.6
669.74,2734.0
669.80,2829.6
669.86,2664.3
669.92,2735.8
669.98,2689.1
670.04,2117.3
670.09,1976.6
670.15,1974.8
670.21,1994.1
670.27,1971.6
670.33,1914.6
670.39,1994.2
670.45,2069.9
670.51,2182.4
670.57,2296.4
670.63,2326.5
670.69,2527.1
670.75,2632.0
670.81,2704.4
670.87,2866.2
670.92,3075.4
670.98,3159.0
671.04,3166.9
671.10,3324.9
671.16,3397.0
671.22,3378.9
671.28,3422.4
671.34,3514.9
671.40,3563.2
671.46,3543.6
671.52,3427.7
671.57,3472.3
671.63,3581.1
671.69,3491.6
671.75,3428.2
671.81,3264.5
671.87,3195.8
671.93,3006.0
671.99,2760.6
672.05,2715.2
672.11,2635.2
672.17,2532.7
672.22,2248.3
672.28,2123.6
672.34,2166.7
672.40,2064.8
672.46,1940.5
672.52,1978.8
672.58,2117.9
672.64,2125.2
672.70,2008.8
672.76,2091.2
672.81,2188.2
672.87,2230.4
672.93,2226.7
672.99,2192.4
673.05,2404.3
673.11,2470.1
673.17,2393.3
673.23,2361.6
673.29,2407.9
673.35,2415.8
673.40,2290.8
673.46,2309.8
673.52,2332.4
673.58,2414.8
673.64,2305.8
673.70,2131.6
673.76,2234.3
673.82,2257.3
673.88,2210.6
673.93,2254.7
673.99,2319.5
674.05,2349.8
674.11,2273.2
674.17,2224.7
674.23,2271.4
674.29,2237.3
674.35,2201.9
674.40,2138.9
674.46,2196.8
674.52,2156.5
674.58,2140.7
674.64,2201.6
674.70,2209.2
674.76,2266.6
674.82,2115.2
674.87,2082.8
674.93,2187.4
674.99,2246.1
675.05,2222.0
675.11,2331.9
675.17,2431.7
675.23,2349.1
675.29,2294.2
675.34,2290.2
675.40,2350.4
675.46,2343.7
675.52,2262.2
675.58,2252.1
675.64,2318.5
675.70,2191.5
675.75,2063.8
675.81,2020.4
675.87,2042.4
675.93,2010.2
675.99,1876.5
676.05,1921.0
676.11,2036.5
676.16,2067.1
676.22,1980.5
676.28,2034.5
676.34,2125.6
676.40,2043.4
676.46,2007.3
676.52,2094.0
676.57,2196.6
676.63,2175.0
676.69,2110.9
676.75,2093.2
676.81,2243.1
676.87,2285.2
676.93,2156.6
676.98,2185.0
677.04,2280.4
677.10,2300.4
677.16,2146.5
677.22,2137.0
677.28,2237.9
677.34,2249.6
677.39,2177.5
677.45,2053.8
677.51,2124.9
677.57,2111.7
677.63,2049.0
677.69,2067.8
677.74,2089.1
677.80,2136.8
677.86,2055.9
677.92,2117.8
677.98,2144.7
678.04,2183.9
678.09,2104.5
678.15,2110.9
678.21,2231.6
678.27,2091.9
678.33,2122.0
678.39,2036.0
678.44,2106.7
678.50,2092.2
678.56,2028.4
678.62,2120.8
678.68,2180.7
678.74,2256.0
678.79,2092.0
678.85,2154.6
678.91,2304.8
678.97,2241.9
679.03,2322.8
679.09,2362.9
679.14,2376.2
679.20,2324.1
679.26,2143.0
679.32,2141.7
679.38,2133.1
679.43,2102.7
679.49,1960.9
679.55,1888.2
679.61,2047.1
679.67,1927.7
679.73,1820.0
679.78,1875.2
679.84,1973.5
679.90,2062.1
679.96,2068.8
680.02,2145.5
680.07,2210.7
680.13,2325.8
680.19,2340.2
680.25,2317.2
680.31,2354.7
680.37,2361.2
680.42,2319.3
680.48,2342.3
680.54,2374.1
680.60,2292.4
680.66,2166.6
680.71,2154.1
680.77,2223.3
680.83,2125.0
680.89,2061.3
680.95,2104.7
681.00,2200.8
681.06,2214.8
681.12,2129.1
681.18,2120.2
681.24,2225.3
681.29,2330.0
681.35,2261.0
681.41,2341.5
681.47,2588.9
681.53,2573.5
681.58,2511.1
681.64,2526.1
681.70,2558.4
681.76,2575.4
681.82,2523.5
681.87,2569.6
681.93,2576.3
681.99,2551.0
682.05,2426.0
682.10,2309.6
682.16,2329.3
682.22,2287.8
682.28,2252.6
682.34,2256.2
682.39,2320.7
682.45,2268.9
682.51,2119.4
682.57,2180.7
682.63,2301.1
682.68,2248.1
682.74,2175.4
682.80,2287.4
682.86,2407.8
682.91,2369.5
682.97,2305.3
683.03,2333.6
683.09,2448.6
683.15,2502.8
683.20,2381.9
683.26,2366.2
683.32,2430.8
683.38,2395.9
683.43,2295.1
683.49,2293.4
683.55,2328.0
683.61,2298.9
683.67,2305.9
683.72,2247.0
683.78,2308.7
683.84,2305.5
683.90,2241.7
683.95,2258.9
684.01,2381.8
684.07,2408.5
684.13,2304.7
684.18,2363.6
684.24,2380.2
684.30,2334.6
684.36,2283.1
684.41,2308.5
684.47,2354.5
684.53,2331.1
684.59,2255.4
684.64,2218.6
684.70,2264.6
684.76,2270.1
684.82,2172.9
684.88,2270.3
684.93,2408.4
684.99,2321.3
685.05,2211.6
685.11,2300.9
685.16,2458.7
685.22,2463.6
685.28,2404.6
685.34,2367.6
685.39,2480.9
685.45,2456.7
685.51,2395.6
685.57,2339.1
685.62,2491.5
685.68,2585.3
685.74,2449.4
685.80,2436.0
685.85,2431.3
685.91,2449.7
685.97,2371.1
686.02,2440.4
686.08,2529.4
686.14,2588.3
686.20,2581.2
686.25,2587.7
686.31,2670.7
686.37,2583.3
686.43,2550.1
686.48,2545.9
686.54,2604.9
686.60,2599.6
686.66,2466.3
686.71,2451.2
686.77,2430.8
686.83,2387.6
686.89,2243.3
686.94,2209.8
687.00,2401.6
687.06,2361.7
687.11,2362.4
687.17,2396.1
687.23,2433.6
687.29,2438.4
687.34,2264.4
687.40,2191.5
687.46,2231.1
687.52,2296.8
687.57,2208.0
687.63,2154.6
687.69,2278.2
687.74,2303.4
687.80,2165.4
687.86,2163.1
687.92,2227.9
687.97,2260.8
688.03,2209.2
688.09,2167.5
688.14,2225.1
688.20,2200.2
688.26,2189.5
688.32,2130.2
688.37,2196.8
688.43,2241.4
688.49,2126.8
688.54,2202.6
688.60,2271.9
688.66,2345.4
688.72,2235.1
688.77,2245.6
688.83,2298.4
688.89,2146.5
688.94,2115.4
689.00,2043.0
689.06,2117.7
689.11,2105.9
689.17,1974.1
689.23,1934.3
689.29,1984.8
689.34,2012.2
689.40,1841.9
689.46,1906.9
689.51,2091.5
689.57,1994.3
689.63,1966.0
689.68,1993.3
689.74,2115.1
689.80,2296.0
689.86,2231.8
689.91,2270.2
689.97,2389.2
690.03,2482.8
690.08,2456.2
690.14,2390.3
690.20,2512.9
690.25,2443.5
690.31,2390.6
690.37,2370.8
690.42,2353.0
690.48,2344.1
690.54,2222.2
690.60,2196.4
690.65,2183.2
690.71,2153.3
690.77,2064.0
690.82,2069.4
690.88,2151.2
690.94,2117.1
690.99,2019.8
691.05,2038.6
691.11,2183.0
691.16,2165.4
691.22,2181.9
691.28,2197.2
691.33,2224.5
691.39,2231.8
691.45,2122.3
691.50,2176.3
691.56,2296.8
691.62,2288.0
691.67,2163.6
691.73,2169.7
691.79,2224.6
691.84,2152.4
691.90,2133.8
691.96,2284.4
692.01,2550.4
692.07,2761.1
692.13,2865.1
692.18,3028.9
692.24,3270.3
692.30,3439.2
692.35,3528.6
692.41,3739.6
692.47,4022.4
692.52,4121.1
692.58,4134.0
692.64,4259.9
692.69,4330.4
692.75,4306.6
692.81,4279.9
692.86,4261.4
692.92,4288.2
692.98,4256.9
693.03,4030.1
693.09,3870.5
693.15,3857.1
693.20,3583.7
693.26,3345.4
693.32,3197.2
693.37,3015.9
693.43,2773.9
693.49,2522.4
693.54,2403.4
693.60,2286.8
693.66,2263.9
693.71,2088.9
693.77,2029.7
693.82,2201.7
693.88,2111.7
693.94,1972.7
693.99,2052.9
694.05,2155.9
694.11,2151.5
694.16,2049.3
694.22,2075.0
694.28,2146.2
694.33,2185.6
694.39,2175.2
694.44,2042.9
694.50,2092.3
694.56,2138.4
694.61,2021.9
694.67,1975.6
694.73,2055.3
694.78,2088.4
694.84,1994.8
694.90,1965.5
694.95,2073.8
695.01,2025.8
695.06,1944.4
695.12,2094.4
695.18,2149.3
695.23,2260.7
695.29,2216.9
695.35,2150.6
695.40,2217.2
695.46,2169.4
695.51,2271.0
695.57,2267.3
695.63,2396.1
695.68,2413.8
695.74,2254.4
695.80,2211.0
695.85,2196.7
695.91,2216.6
695.96,2168.5
696.02,2260.9
696.08,2410.4
696.13,2297.0
696.19,2194.8
696.25,2184.7
696.30,2152.4
696.36,2199.9
696.41,2132.3
696.47,2115.6
696.53,2227.3
696.58,2217.0
696.64,2058.9
696.69,2055.5
696.75,2094.7
696.81,2037.7
696.86,2016.6
696.92,2054.1
696.97,2176.7
697.03,2234.2
697.09,2173.2
697.14,2157.9
697.20,2256.4
697.25,2236.7
697.31,2222.7
697.37,2273.7
697.42,2323.1
697.48,2309.6
697.53,2257.0
697.59,2251.3
697.65,2233.4
697.70,2279.7
697.76,2146.9
697.81,2141.3
697.87,2234.4
697.93,2279.8
697.98,2249.4
698.04,2285.1
698.09,2530.6
698.15,2540.9
698.21,2502.3
698.26,2542.7
698.32,2696.4
698.37,2726.3
698.43,2683.6
698.49,2727.6
698.54,2662.4
698.60,2612.8
698.65,2515.5
698.71,2376.2
698.76,2411.3
698.82,2474.9
698.88,2356.7
698.93,2238.0
698.99,2322.8
699.04,2316.0
699.10,2148.1
699.16,2163.3
699.21,2273.5
699.27,2231.7
699.32,2187.9
699.38,2163.1
699.43,2215.3
699.49,2253.6
699.55,2325.4
699.60,2351.9
699.66,2376.3
699.71,2483.6
699.77,2344.8
699.82,2391.4
699.88,2463.3
699.94,2467.6
699.99,2357.1
700.05,2342.3
700.10,2402.3
700.16,2247.5
700.21,2237.9
700.27,2199.6
700.32,2259.1
700.38,2268.5
700.44,2192.1
700.49,2201.3
700.55,2274.1
700.60,2244.4
700.66,2098.1
700.71,2077.2
700.77,2150.0
700.83,2160.2
700.88,2088.5
700.94,2089.7
700.99,2142.1
701.05,2160.8
701.10,2121.0
701.16,2172.3
701.21,2307.1
701.27,2353.9
701.32,2265.9
701.38,2250.0
701.44,2298.5
701.49,2311.8
701.55,2248.3
701.60,2284.3
701.66,2371.6
701.71,2298.5
701.77,2213.4
701.82,2170.3
701.88,2285.3
701.93,2357.6
701.99,2343.6
702.05,2387.6
702.10,2521.4
702.16,2641.9
702.21,2616.6
702.27,2746.9
702.32,2991.7
702.38,3129.2
702.43,3196.4
702.49,3539.1
702.54,3862.9
702.60,4016.4
702.65,4160.9
702.71,4261.6
702.77,4486.1
702.82,4558.3
702.88,4558.4
702.93,4537.2
702.99,4761.9
703.04,4758.4
703.10,4456.8
703.15,4496.4
703.21,4474.7
703.26,4451.9
703.32,4258.7
703.37,4063.6
703.43,4019.2
703.48,3841.5
703.54,3556.8
703.59,3215.9
703.65,3213.3
703.70,3092.3
703.76,2787.9
703.81,2682.9
703.87,2611.0
703.93,2540.9
703.98,2424.8
704.04,2389.6
704.09,2386.1
704.15,2494.4
704.20,2434.9
704.26,2330.6
704.31,2366.4
704.37,2438.2
704.42,2380.1
704.48,2272.1
704.53,2388.0
704.59,2378.6
704.64,2338.9
704.70,2329.5
704.75,2362.3
704.81,2358.2
704.86,2319.8
704.92,2225.7
704.97,2168.8
705.03,2192.7
705.08,2141.4
705.14,2090.4
705.19,2081.7
705.25,2046.0
705.30,1963.4
705.36,1984.3
705.41,2036.3
705.47,2024.5
705.52,2016.8
705.58,1985.4
705.63,2032.1
705.69,2073.6
705.74,2022.3
705.80,2085.8
705.85,2164.1
705.91,2170.3
705.96,2090.0
706.02,2130.9
706.07,2303.9
706.13,2290.6
706.18,2259.0
706.24,2273.2
706.29,2328.8
706.35,2290.6
706.40,2129.6
706.45,2116.8
706.51,2148.1
706.56,2190.6
706.62,2092.9
706.67,1978.5
706.73,2151.1
706.78,2113.4
706.84,2025.6
706.89,2162.7
706.95,2267.8
707.00,2317.7
707.06,2270.9
707.11,2344.2
707.17,2375.4
707.22,2407.1
707.28,2352.6
707.33,2253.9
707.39,2364.8
707.44,2266.7
707.50,2136.1
707.55,2152.0
707.60,2337.4
707.66,2413.3
707.71,2304.9
707.77,2302.3
707.82,2346.1
707.88,2350.8
707.93,2234.4
707.99,2327.3
708.04,2419.3
708.10,2364.9
708.15,2328.6
708.21,2248.8
708.26,2268.0
708.31,2264.8
708.37,2189.4
708.42,2185.5
708.48,2233.8
708.53,2293.5
708.59,2124.5
708.64,2111.1
708.70,2258.8
708.75,2287.9
708.81,2274.9
708.86,2269.3
708.91,2398.1
708.97,2348.5
709.02,2329.7
709.08,2335.8
709.13,2370.3
709.19,2423.3
709.24,2340.8
709.30,2299.4
709.35,2249.5
709.40,2221.6
709.46,2121.5
709.51,2240.3
709.57,2419.2
709.62,2313.3
709.68,2248.3
709.73,2224.2
709.79,2318.8
709.84,2337.4
709.89,2294.6
709.95,2351.7
710.00,2407.9
710.06,2387.6
710.11,2184.5
710.17,2170.1
710.22,2330.1
710.27,2298.8
710.33,2298.1
710.38,2283.6
710.44,2339.9
710.49,2317.1
710.55,2264.9
710.60,2321.1
710.65,2410.9
710.71,2465.9
710.76,2278.6
710.82,2289.0
710.87,2387.6
710.93,2414.9
710.98,2346.1
711.03,2347.2
711.09,2414.7
711.14,2323.5
711.20,2268.6
711.25,2315.2
711.31,2445.8
711.36,2451.8
711.41,2359.0
711.47,2388.0
711.52,2399.3
711.58,2351.1
711.63,2272.2
711.68,2344.0
711.74,2446.4
711.79,2458.6
711.85,2280.9
711.90,2209.4
711.95,2408.9
712.01,2370.5
712.06,2269.9
712.12,2280.4
712.17,2505.7
712.23,2475.9
712.28,2336.4
712.33,2342.3
712.39,2327.4
712.44,2365.4
712.50,2204.4
712.55,2200.7
712.60,2320.6
712.66,2307.0
712.71,2165.6
712.77,2071.7
712.82,2174.6
712.87,2114.6
712.93,2029.1
712.98,2136.6
713.04,2215.0
713.09,2251.3
713.14,2101.7
713.20,2070.1
713.25,2266.6
713.30,2275.3
713.36,2206.8
713.41,2261.6
713.47,2460.6
713.52,2390.3
713.57,2235.7
713.63,2347.0
713.68,2453.3
713.74,2501.3
713.79,2369.6
713.84,2280.3
713.90,2418.9
713.95,2458.4
714.00,2339.0
714.06,2300.3
714.11,2397.6
714.17,2366.1
714.22,2168.9
714.27,2102.5
714.33,2221.9
714.38,2222.2
714.44,2157.1
714.49,2120.6
714.54,2130.4
714.60,2273.0
714.65,2215.8
