00000,0.015873
00001,0.001221
00002,0.020757
00003,0.020757
00004,0.00976801
00005,0.018315
00006,0.019536
00007,0.00854701
00008,0.017094
00009,0.015873
00010,0.00732601
00011,0.017094
00012,0.018315
00013,0.00854701
00014,0.015873
00015,0.019536
00016,0.00976801
00017,0.017094
00018,0.013431
00019,0.00854701
00020,0.017094
00021,0.002442
00022,0.00976801
00023,0.014652
00024,0
00025,0.010989
00026,0.018315
00027,0
00028,0.010989
00029,0.019536
00030,0.002442
00031,0.017094
00032,0.015873
00033,0.00610501
00034,0.018315
00035,0.018315
00036,0.00488401
00037,0.019536
00038,0.018315
00039,0.00732601
00040,0.017094
00041,0.017094
00042,0.00976801
00043,0.014652
00044,0.018315
00045,0.00854701
00046,0.017094
00047,0.00976801
00048,0.010989
00049,0.014652
00050,0.003663
00051,0.00610501
00052,0.017094
00053,0.001221
00054,0.00732601
00055,0.01221
00056,0
00057,0.00976801
00058,0.014652
00059,0
00060,0.01221
00061,0.015873
00062,0
00063,0.014652
00064,0.015873
00065,0.003663
00066,0.013431
00067,0.014652
00068,0.00732601
00069,0.014652
00070,0.013431
00071,0.00610501
00072,0.014652
00073,0.017094
00074,0.00732601
00075,0.015873
00076,0.01221
00077,0.00854701
00078,0.014652
00079,0.00488401
00080,0.00854701
00081,0.014652
00082,0
00083,0.00976801
00084,0.017094
00085,0
00086,0.014652
00087,0.018315
00088,0.00488401
00089,0.014652
00090,0.018315
00091,0.00610501
00092,0.018315
00093,0.014652
00094,0.00732601
00095,0.017094
00096,0.019536
00097,0.00732601
00098,0.017094
00099,0.020757
00100,0.00854701
00101,0.015873
00102,0.017094
00103,0.00854701
00104,0.014652
00105,0.013431
00106,0.00854701
00107,0.017094
00108,0.001221
00109,0.010989
00110,0.017094
00111,0.001221
00112,0.00854701
00113,0.017094
00114,0
00115,0.01221
00116,0.015873
00117,0.00488401
00118,0.018315
00119,0.017094
00120,0.00610501
00121,0.019536
00122,0.019536
