0,0000000E+0	8,2416837E-1	1,0874417E+3	1,3489070E+3
7,3302984E-1	8,2381075E-1	1,0874286E+3	1,3489695E+3
1,3075867E+0	8,2331901E-1	1,0874229E+3	1,3492055E+3
1,8813400E+0	8,2272296E-1	1,0874098E+3	1,3495109E+3
2,4553299E+0	8,2185869E-1	1,0873985E+3	1,3499277E+3
3,0285969E+0	8,2126265E-1	1,0873879E+3	1,3503439E+3
3,6013112E+0	8,2096462E-1	1,0873779E+3	1,3506718E+3
4,1752348E+0	8,2080071E-1	1,0873647E+3	1,3509385E+3
4,7478018E+0	8,2008546E-1	1,0873566E+3	1,3510424E+3
5,3228135E+0	8,1977253E-1	1,0873460E+3	1,3512983E+3
5,8968191E+0	8,1944471E-1	1,0873347E+3	1,3515099E+3
6,4704652E+0	8,1892316E-1	1,0873228E+3	1,3516613E+3
7,0545926E+0	8,1864004E-1	1,0873147E+3	1,3519023E+3
7,6286325E+0	8,1823771E-1	1,0873034E+3	1,3520587E+3
8,2026558E+0	8,1878905E-1	1,0872915E+3	1,3521683E+3
8,7770658E+0	8,1883376E-1	1,0872777E+3	1,3522321E+3
9,3493972E+0	8,1822281E-1	1,0872671E+3	1,3521370E+3
9,9244843E+0	8,1785028E-1	1,0872571E+3	1,3520606E+3
1,0496814E+1	8,1826751E-1	1,0872490E+3	1,3519605E+3
1,1070411E+1	8,1774597E-1	1,0872333E+3	1,3518347E+3
1,1643442E+1	8,1728404E-1	1,0872220E+3	1,3517383E+3
1,2219705E+1	8,1695621E-1	1,0872127E+3	1,3514992E+3
1,2793040E+1	8,1634526E-1	1,0872008E+3	1,3514285E+3
1,3368079E+1	8,1613665E-1	1,0871876E+3	1,3512514E+3
1,3943204E+1	8,1592803E-1	1,0871732E+3	1,3511243E+3
1,4517934E+1	8,1536179E-1	1,0871626E+3	1,3508183E+3
1,5091351E+1	8,1495946E-1	1,0871538E+3	1,3507626E+3
1,5665713E+1	8,1516807E-1	1,0871394E+3	1,3506969E+3
1,6239776E+1	8,1482534E-1	1,0871313E+3	1,3506224E+3
1,6813126E+1	8,1384187E-1	1,0871194E+3	1,3504816E+3
1,7392986E+1	8,1352894E-1	1,0871094E+3	1,3504303E+3
1,7966983E+1	8,1312661E-1	1,0870925E+3	1,3504760E+3
1,8539382E+1	8,1424420E-1	1,0870825E+3	1,3504021E+3
1,9112197E+1	8,6472934E-1	1,0870718E+3	1,3504334E+3
1,9686158E+1	1,0481775E+0	1,0870875E+3	1,3505892E+3
2,0260392E+1	1,3251901E+0	1,0872064E+3	1,3507063E+3
2,0834494E+1	1,7408283E+0	1,0875519E+3	1,3507883E+3
2,1408333E+1	2,1761061E+0	1,0881852E+3	1,3507682E+3
2,1981418E+1	2,6528986E+0	1,0891597E+3	1,3509090E+3
2,2554541E+1	3,0941667E+0	1,0906411E+3	1,3509184E+3
2,3129044E+1	3,2005610E+0	1,0927295E+3	1,3508815E+3
2,3703111E+1	3,1041952E+0	1,0954513E+3	1,3509604E+3
2,4277080E+1	3,0147286E+0	1,0985149E+3	1,3510592E+3
2,4850417E+1	2,9161425E+0	1,1015940E+3	1,3510874E+3
2,5424494E+1	2,8162600E+0	1,1044961E+3	1,3510161E+3
2,6000481E+1	2,7137400E+0	1,1071653E+3	1,3509985E+3
2,6574662E+1	2,6129635E+0	1,1095605E+3	1,3511619E+3
2,7150465E+1	2,5109650E+0	1,1116971E+3	1,3512138E+3
2,7725171E+1	2,4123640E+0	1,1135840E+3	1,3513365E+3
2,8300417E+1	2,3115577E+0	1,1152282E+3	1,3514548E+3
2,8874416E+1	2,2129269E+0	1,1166607E+3	1,3516526E+3
2,9447545E+1	2,1258296E+0	1,1179030E+3	1,3518904E+3
3,0020719E+1	2,1056683E+0	1,1189751E+3	1,3521808E+3
3,0593217E+1	2,1440388E+0	1,1199633E+3	1,3524161E+3
3,1167073E+1	2,0766707E+0	1,1210373E+3	1,3526533E+3
3,1740458E+1	2,0024480E+0	1,1221626E+3	1,3528567E+3
3,2315239E+1	1,9871594E+0	1,1232597E+3	1,3531558E+3
3,2889503E+1	2,0907970E+0	1,1243142E+3	1,3534469E+3
3,3461846E+1	2,0492525E+0	1,1253976E+3	1,3537003E+3
3,4035823E+1	2,0521433E+0	1,1264822E+3	1,3539500E+3
3,4611424E+1	2,0227433E+0	1,1275173E+3	1,3541910E+3
3,5184324E+1	2,0414145E+0	1,1284811E+3	1,3543975E+3
3,5758447E+1	2,1173210E+0	1,1294499E+3	1,3545990E+3
3,6331856E+1	2,0593406E+0	1,1304432E+3	1,3547974E+3
3,6905961E+1	2,4970026E+0	1,1314721E+3	1,3549189E+3
3,7479440E+1	3,4624340E+0	1,1326048E+3	1,3551122E+3
3,8051869E+1	3,8850310E+0	1,1340531E+3	1,3551360E+3
3,8626597E+1	3,7680122E+0	1,1358530E+3	1,3552111E+3
3,9201854E+1	3,2968374E+0	1,1378576E+3	1,3552230E+3
3,9777094E+1	3,1943025E+0	1,1399942E+3	1,3552587E+3
4,0351079E+1	3,2380374E+0	1,1422617E+3	1,3550716E+3
4,0926304E+1	3,2969566E+0	1,1447776E+3	1,3549063E+3
4,1499956E+1	3,3015760E+0	1,1476089E+3	1,3549007E+3
4,2074489E+1	3,2735767E+0	1,1506862E+3	1,3548882E+3
4,2648581E+1	3,2190086E+0	1,1538856E+3	1,3548531E+3
4,3224418E+1	3,1885805E+0	1,1570862E+3	1,3547549E+3
4,3798364E+1	3,2385441E+0	1,1602317E+3	1,3547568E+3
