0,0000000E+0	2,9644931E-2
5,7425785E-1	2,7388336E-2
1,1472502E+0	2,5753865E-2
1,7204766E+0	2,4782495E-2
2,2941613E+0	2,3548493E-2
2,8664279E+0	2,2705646E-2
3,4390244E+0	2,1784568E-2
4,0120769E+0	2,1056273E-2
4,5862660E+0	1,9930304E-2
5,1601439E+0	1,8418768E-2
5,7341366E+0	1,5846455E-2
6,3073883E+0	1,2276695E-2
6,8811688E+0	5,1409009E-3
7,4550319E+0	-6,9485981E-3
8,0280566E+0	-1,9569882E-2
8,6012363E+0	-3,0930156E-2
9,1753516E+0	-4,4025483E-2
9,7485805E+0	-5,5061657E-2
1,0321132E+1	-6,6120181E-2
1,0895099E+1	-7,5486493E-2
1,1468565E+1	-8,2780612E-2
1,2042208E+1	-8,8967388E-2
1,2625470E+1	-9,6196314E-2
1,3198702E+1	-1,0014885E-1
1,3772316E+1	-1,0682084E-1
1,4346853E+1	-1,1423790E-1
1,4920362E+1	-1,2024772E-1
1,5495076E+1	-1,2513437E-1
1,6067805E+1	-1,3171975E-1
1,6641078E+1	-1,3760106E-1
1,7214654E+1	-1,4079177E-1
1,7787405E+1	-1,3972727E-1
1,8360191E+1	-1,3530255E-1
1,8934105E+1	-1,3052207E-1
1,9508626E+1	-1,2774394E-1
2,0081459E+1	-1,2771879E-1
2,0656750E+1	-1,2766291E-1
2,1231159E+1	-1,2500864E-1
2,1804204E+1	-1,2317394E-1
2,2377504E+1	-1,2449642E-1
2,2950254E+1	-1,2929086E-1
2,3524209E+1	-1,3418590E-1
2,4096348E+1	-1,3545808E-1
2,4670249E+1	-1,3271068E-1
2,5243413E+1	-1,3174490E-1
2,5817218E+1	-1,3021660E-1
2,6391214E+1	-1,2989995E-1
2,6965061E+1	-1,2882241E-1
2,7537600E+1	-1,2509898E-1
2,8110239E+1	-1,2064726E-1
2,8684122E+1	-1,1859276E-1
2,9257804E+1	-1,1864492E-1
2,9831197E+1	-1,1813828E-1
3,0404208E+1	-1,1666492E-1
3,0977629E+1	-1,1385885E-1
3,1550248E+1	-1,1106767E-1
3,2122770E+1	-1,1026674E-1
3,2696810E+1	-1,2253505E-1
3,3270194E+1	-1,4376362E-1
3,3844269E+1	-1,5570504E-1
3,4417433E+1	-1,5727897E-1
3,4991855E+1	-1,5332178E-1
3,5566362E+1	-1,4689938E-1
3,6147542E+1	-1,4059712E-1
3,6719766E+1	-1,3604947E-1
3,7291320E+1	-1,4116802E-1
3,7865075E+1	-1,5441050E-1
3,8437387E+1	-1,6439893E-1
3,9011312E+1	-1,6786811E-1
3,9586593E+1	-1,6714727E-1
4,0159961E+1	-1,6696845E-1
4,0734277E+1	-1,6786811E-1
4,1308073E+1	-1,6944298E-1
4,1881022E+1	-1,7028582E-1
4,2453318E+1	-1,6944298E-1
4,3026754E+1	-1,6790629E-1
4,3599491E+1	-1,6587042E-1
4,4174351E+1	-1,6793610E-1
4,4748826E+1	-1,7958229E-1
4,5321271E+1	-1,9747579E-1
4,5896276E+1	-2,1156484E-1
4,6469306E+1	-2,1731203E-1
4,7041451E+1	-2,2822806E-1
4,7615733E+1	-2,4747384E-1
4,8190140E+1	-2,6408491E-1
4,8762668E+1	-2,6946051E-1
4,9336685E+1	-2,6535058E-1
4,9911240E+1	-2,6037918E-1
5,0484731E+1	-2,5892352E-1
5,1058785E+1	-2,5824831E-1
5,1631449E+1	-2,5784412E-1
5,2204239E+1	-2,5566855E-1
5,2778588E+1	-2,5132114E-1
5,3353288E+1	-2,4696068E-1
5,3926808E+1	-2,4141559E-1
5,4501076E+1	-2,3363066E-1
5,5074901E+1	-2,2540708E-1
5,5648720E+1	-2,1831879E-1
