lam	int
301.46701	303.000000000
301.47299	278.333312988
301.47897	255.000000000
301.48499	288.666656494
301.49097	276.000000000
301.49695	277.000000000
301.50293	292.333312988
301.50891	271.000000000
301.51489	285.333312988
301.52090	284.333312988
301.52689	285.000000000
301.53287	297.000000000
301.53885	272.000000000
301.54483	286.666656494
301.55081	281.666656494
301.55682	273.333312988
301.56281	290.666656494
301.56879	269.666656494
301.57477	294.000000000
301.58075	294.000000000
301.58673	288.666656494
301.59271	275.333312988
301.59869	284.000000000
301.60468	290.000000000
301.61069	305.666656494
301.61667	295.333312988
301.62265	289.666656494
301.62863	277.666656494
301.63461	310.000000000
301.64059	310.666656494
301.64658	287.666656494
301.65256	279.333312988
301.65854	272.333312988
301.66452	260.000000000
301.67050	289.000000000
301.67648	270.333312988
301.68250	296.000000000
301.68848	295.333312988
301.69446	288.666656494
301.70044	296.333312988
301.70642	295.000000000
301.71240	280.666656494
301.71838	282.333312988
301.72437	300.333312988
301.73035	296.000000000
301.73633	313.333312988
301.74231	336.666656494
301.74829	339.333312988
301.75427	388.333312988
301.76025	432.333312988
301.76624	682.000000000
301.77222	1108.333312988
301.77820	1023.666656494
301.78418	622.666656494
301.79016	383.333312988
301.79614	311.666656494
301.80212	280.666656494
301.80811	270.000000000
301.81409	291.000000000
301.82007	292.666656494
301.82605	294.666656494
301.83203	291.666656494
301.83801	311.000000000
301.84399	303.666656494
301.84998	275.666656494
301.85596	279.000000000
301.86194	271.333312988
301.86789	285.000000000
301.87387	287.666656494
301.87985	296.000000000
301.88583	285.666656494
301.89182	300.000000000
301.89780	284.000000000
301.90378	291.333312988
301.90976	294.000000000
301.91574	279.333312988
301.92172	280.333312988
301.92770	284.333312988
301.93369	298.000000000
301.93964	279.666656494
301.94562	288.000000000
301.95160	287.000000000
301.95758	276.666656494
301.96356	287.000000000
301.96954	295.000000000
301.97552	286.333312988
301.98151	288.000000000
301.98746	277.666656494
301.99344	296.333312988
301.99942	287.000000000
302.00540	288.000000000
302.01138	275.000000000
302.01736	301.333312988
302.02335	298.000000000
302.02930	284.333312988
302.03528	279.000000000
302.04126	276.000000000
302.04724	313.333312988
302.05322	289.333312988
302.05920	285.000000000
302.06516	268.666656494
302.07114	280.000000000
302.07712	286.000000000
302.08310	294.666656494
302.08908	272.666656494
302.09503	290.666656494
302.10101	291.666656494
302.10699	300.666656494
302.11298	309.333312988
302.11896	304.000000000
302.12491	276.666656494
302.13089	275.333312988
302.13687	279.000000000
302.14285	289.333312988
302.14880	301.000000000
302.15479	275.666656494
302.16077	285.000000000
302.16675	286.666656494
302.17273	299.666656494
302.17868	291.000000000
302.18466	298.000000000
302.19064	296.333312988
302.19659	294.666656494
302.20258	294.333312988
302.20856	285.000000000
302.21454	291.666656494
302.22049	304.333312988
302.22647	320.333312988
302.23245	386.666656494
302.23843	349.666656494
302.24438	420.666656494
302.25037	553.333312988
302.25635	988.333312988
302.26230	1371.333312988
302.26828	960.666656494
302.27426	539.000000000
302.28021	349.000000000
302.28619	330.000000000
302.29218	300.000000000
302.29813	290.000000000
302.30411	281.000000000
302.31009	292.333312988
302.31604	307.000000000
302.32202	307.000000000
302.32800	316.333312988
302.33395	322.000000000
302.33994	340.333312988
302.34592	335.333312988
302.35187	384.000000000
302.35785	475.000000000
302.36383	723.000000000
302.36978	835.333312988
302.37576	872.666656494
302.38171	1137.333312988
302.38770	1123.000000000
302.39368	721.666656494
302.39963	515.000000000
302.40561	477.000000000
302.41156	463.000000000
302.41754	451.666656494
302.42352	649.000000000
302.42947	1021.333312988
302.43546	1273.000000000
302.44141	935.333312988
302.44739	582.000000000
302.45337	478.666656494
302.45932	399.666656494
302.46530	323.000000000
302.47125	355.333312988
302.47723	364.000000000
302.48318	384.666656494
302.48917	453.333312988
302.49512	525.333312988
302.50110	876.000000000
302.50708	1414.666656494
302.51303	1419.000000000
302.51901	1170.333312988
302.52496	1117.666656494
302.53094	764.333312988
302.53690	469.333312988
302.54288	369.000000000
302.54883	357.333312988
302.55481	334.666656494
302.56076	351.000000000
302.56674	340.000000000
302.57269	344.666656494
302.57867	377.333312988
302.58463	489.666656494
302.59061	550.000000000
302.59656	646.666656494
302.60254	1055.333312988
302.60849	2164.000000000
302.61447	2957.000000000
302.62042	2210.000000000
302.62640	1537.666656494
302.63235	981.333312988
302.63831	694.000000000
302.64429	675.666656494
302.65024	736.000000000
302.65622	497.500000000
302.66217	387.500000000
302.66815	357.000000000
302.67410	370.000000000
302.68008	367.333312988
302.68604	365.333312988
302.69199	351.666656494
302.69797	361.333312988
302.70392	433.000000000
302.70990	562.333312988
302.71585	696.000000000
302.72180	897.333312988
302.72778	1276.000000000
302.73373	2581.333312988
302.73972	5107.666656494
302.74567	5422.333312988
302.75162	3925.000000000
302.75760	2512.666656494
302.76355	1224.333312988
302.76953	692.666656494
302.77548	630.333312988
302.78143	826.666656494
302.78741	974.666656494
302.79337	948.666656494
302.79932	907.000000000
302.80530	905.666656494
302.81125	1139.333312988
302.81720	934.333312988
302.82318	627.333312988
302.82913	461.666656494
302.83508	446.666656494
302.84106	560.000000000
302.84702	771.000000000
302.85297	805.333312988
302.85895	863.333312988
302.86490	1108.000000000
302.87085	1457.333312988
302.87683	2305.000000000
302.88278	4477.333312988
302.88873	8593.666656494
302.89468	9387.000000000
302.90067	7330.333312988
302.90662	3946.000000000
302.91257	1612.000000000
302.91855	757.000000000
302.92450	529.000000000
302.93045	558.333312988
302.93640	781.000000000
302.94238	755.333312988
302.94833	551.333312988
302.95428	417.333312988
302.96024	386.000000000
302.96622	413.000000000
302.97217	419.000000000
302.97812	452.666656494
302.98407	599.333312988
302.99005	732.666656494
302.99600	641.666656494
303.00195	512.333312988
303.00790	605.333312988
303.01385	771.000000000
303.01984	851.000000000
303.02579	1130.000000000
303.03174	1528.000000000
303.03769	2009.000000000
303.04367	3522.333312988
303.04962	7843.333312988
303.05557	13195.333312988
303.06152	13092.333312988
303.06747	8479.666656494
303.07343	4084.666656494
303.07941	1646.333312988
303.08536	782.000000000
303.09131	496.666656494
303.09726	417.666656494
303.10321	417.666656494
303.10916	414.000000000
303.11514	422.666656494
303.12109	407.000000000
303.12704	421.000000000
303.13300	529.333312988
303.13895	676.333312988
303.14490	570.333312988
303.15085	432.333312988
303.15683	399.000000000
303.16278	389.666656494
303.16873	395.000000000
303.17468	403.000000000
303.18063	438.333312988
303.18658	497.666656494
303.19254	670.000000000
303.19849	1061.333312988
303.20444	1447.000000000
303.21039	1988.666656494
303.21637	3336.333312988
303.22232	7499.000000000
303.22827	13376.000000000
303.23422	13136.666656494
303.24017	7618.333312988
303.24612	4720.333312988
303.25208	2710.000000000
303.25803	1482.333312988
303.26398	829.333312988
303.26993	538.000000000
303.27588	452.666656494
303.28183	408.666656494
303.28778	416.666656494
303.29373	414.333312988
303.29968	388.333312988
303.30563	401.333312988
303.31158	396.333312988
303.31754	409.333312988
303.32349	464.000000000
303.32944	578.666656494
303.33539	518.333312988
303.34134	432.000000000
303.34729	400.000000000
303.35324	363.333312988
303.35919	352.000000000
303.36514	344.666656494
303.37109	367.333312988
303.37704	352.666656494
303.38300	366.666656494
303.38895	354.000000000
303.39490	362.666656494
303.40085	359.333312988
303.40680	368.333312988
303.41275	378.000000000
303.41870	362.000000000
303.42465	369.333312988
303.43060	435.666656494
303.43655	572.000000000
303.44250	673.333312988
303.44846	785.333312988
303.45441	1220.333312988
303.46036	2627.333312988
303.46631	4576.333312988
303.47226	3656.333312988
303.47818	1713.333312988
303.48413	735.333312988
303.49008	502.666656494
303.49603	396.333312988
303.50198	394.666656494
303.50793	382.333312988
303.51389	361.000000000
303.51984	379.666656494
303.52579	383.000000000
303.53174	393.666656494
303.53766	464.000000000
303.54361	574.333312988
303.54956	513.333312988
303.55551	483.666656494
303.56146	554.000000000
303.56741	581.666656494
303.57336	451.333312988
303.57928	408.333312988
303.58524	379.000000000
303.59119	350.333312988
303.59714	321.666656494
303.60309	330.333312988
303.60904	352.333312988
303.61496	342.666656494
303.62091	338.333312988
303.62686	346.333312988
303.63281	358.333312988
303.63876	366.333312988
303.64471	355.666656494
303.65063	341.666656494
303.65659	359.333312988
303.66254	348.333312988
303.66849	371.666656494
303.67441	355.333312988
303.68036	364.333312988
303.68631	379.333312988
303.69226	393.666656494
303.69821	462.666656494
303.70413	588.333312988
303.71008	793.333312988
303.71603	970.666656494
303.72198	1306.333312988
303.72791	2544.333312988
303.73386	5686.333312988
303.73981	6815.000000000
303.74576	3846.333312988
303.75168	1565.666656494
303.75763	706.000000000
303.76358	486.666656494
303.76953	427.333312988
303.77545	418.666656494
303.78140	388.666656494
303.78735	404.333312988
303.79327	387.666656494
303.79922	415.666656494
303.80518	428.333312988
303.81113	453.333312988
303.81705	457.333312988
303.82300	487.666656494
303.82895	546.666656494
303.83487	682.333312988
303.84082	1050.666656494
303.84677	1838.000000000
303.85269	3014.333312988
303.85864	4265.000000000
303.86459	5924.666656494
303.87051	11600.333312988
303.87646	28897.333312988
303.88242	46668.333312988
303.88834	33613.000000000
303.89429	13709.666656494
303.90024	4457.666656494
303.90616	1696.666656494
303.91211	937.000000000
303.91803	703.666656494
303.92398	603.666656494
303.92993	565.000000000
303.93585	515.666656494
303.94180	520.666656494
303.94772	485.000000000
303.95367	488.666656494
303.95963	515.000000000
303.96555	526.000000000
303.97150	533.333312988
303.97742	556.666656494
303.98337	625.000000000
303.98932	732.333312988
303.99524	1113.666656494
304.00119	1972.000000000
304.00711	3298.333312988
304.01306	4709.333312988
304.01898	6771.000000000
304.02493	13896.333312988
304.03088	33448.000000000
304.03680	49578.666656494
304.04276	35353.000000000
304.04868	16153.666656494
304.05463	7996.666656494
304.06055	8467.000000000
304.06650	8235.666656494
304.07242	4372.666656494
304.07837	1885.000000000
304.08429	966.000000000
304.09024	722.000000000
304.09616	626.000000000
304.10211	598.000000000
304.10803	600.333312988
304.11398	562.666656494
304.11990	581.333312988
304.12585	576.333312988
304.13177	622.666656494
304.13773	646.000000000
304.14365	669.333312988
304.14960	754.000000000
304.15552	1033.666656494
304.16147	1725.000000000
304.16739	3117.666656494
304.17334	4693.666656494
304.17926	6834.333312988
304.18521	11883.000000000
304.19113	26370.333312988
304.19705	47062.666656494
304.20300	53238.333312988
304.20892	51015.666656494
304.21487	30879.333312988
304.22079	12296.333312988
304.22675	4163.666656494
304.23267	1711.666656494
304.23859	1036.000000000
304.24454	845.666656494
304.25046	815.666656494
304.25641	747.000000000
304.26233	652.333312988
304.26825	614.666656494
304.27420	598.000000000
304.28012	601.000000000
304.28607	573.333312988
304.29199	583.666656494
304.29791	583.333312988
304.30386	538.000000000
304.30978	549.333312988
304.31573	576.666656494
304.32166	602.333312988
304.32758	649.666656494
304.33353	827.000000000
304.33945	1331.333312988
304.34537	2102.333312988
304.35132	2845.666656494
304.35724	4057.666656494
304.36316	8137.333312988
304.36911	19160.666656494
304.37503	26916.000000000
304.38095	18140.000000000
304.38690	9092.333312988
304.39282	3600.333312988
304.39874	1510.666656494
304.40469	865.333312988
304.41061	717.000000000
304.41653	729.333312988
304.42245	895.333312988
304.42841	992.333312988
304.43433	1229.666656494
304.44025	1903.333312988
304.44620	4190.666656494
304.45212	6398.666656494
304.45804	4493.000000000
304.46396	2104.333312988
304.46991	942.333312988
304.47583	619.666656494
304.48175	541.000000000
304.48767	510.333312988
304.49362	500.666656494
304.49954	522.666656494
304.50546	490.666656494
304.51138	516.666656494
304.51733	530.000000000
304.52325	598.000000000
304.52917	718.666656494
304.53510	1042.333312988
304.54102	1499.333312988
304.54697	1847.333312988
304.55289	2515.666656494
304.55881	4928.666656494
304.56473	11231.666656494
304.57065	14968.333312988
304.57660	9570.000000000
304.58252	4900.000000000
304.58844	2178.333312988
304.59436	998.666656494
304.60028	655.666656494
304.60623	557.333312988
304.61215	538.666656494
304.61807	485.333312988
304.62399	535.000000000
304.62991	543.666656494
304.63583	596.333312988
304.64175	632.000000000
304.64771	819.666656494
304.65363	1352.666656494
304.65955	2314.666656494
304.66547	3520.666656494
304.67139	4669.666656494
304.67731	8182.666656494
304.68323	19995.000000000
304.68918	37969.333312988
304.69510	32241.000000000
304.70102	14245.333312988
304.70694	4877.666656494
304.71286	1731.000000000
304.71878	942.000000000
304.72470	734.333312988
304.73062	643.000000000
304.73654	555.333312988
304.74246	552.000000000
304.74838	639.000000000
304.75433	782.666656494
304.76025	948.333312988
304.76617	1130.333312988
304.77209	1525.333312988
304.77802	2994.666656494
304.78394	6124.666656494
304.78986	6943.333312988
304.79578	4057.666656494
304.80170	2125.666656494
304.80762	1161.000000000
304.81354	693.666656494
304.81946	545.000000000
304.82538	496.666656494
304.83130	439.000000000
304.83722	454.666656494
304.84314	476.666656494
304.84906	443.333312988
304.85498	429.666656494
304.86090	432.000000000
304.86682	471.333312988
304.87274	427.666656494
304.87866	427.666656494
304.88458	441.333312988
304.89050	435.333312988
304.89642	442.666656494
304.90234	430.333312988
304.90826	446.333312988
304.91418	420.333312988
304.92010	435.333312988
304.92603	444.666656494
304.93195	427.666656494
304.93787	450.333312988
304.94379	461.666656494
304.94971	488.333312988
304.95563	547.000000000
304.96155	556.333312988
304.96744	542.333312988
304.97336	530.000000000
304.97928	572.333312988
304.98520	636.666656494
304.99112	743.666656494
304.99704	1045.666656494
305.00296	1781.000000000
305.00888	3144.333312988
305.01480	5213.333312988
305.02072	7777.333312988
305.02664	13728.666656494
305.03253	28385.333312988
305.03845	52235.666656494
305.04437	61303.333312988
305.05029	36029.666656494
305.05621	14183.000000000
305.06213	5658.333312988
305.06805	3959.666656494
305.07394	4788.666656494
305.07986	7565.333312988
305.08578	13342.000000000
305.09171	23394.666656494
305.09763	31214.666656494
305.10355	32458.000000000
305.10947	26131.333312988
305.11536	12455.000000000
305.12128	4791.333312988
305.12720	1990.000000000
305.13312	1317.000000000
305.13904	1366.333312988
305.14493	2068.333312988
305.15085	3105.000000000
305.15677	4230.333312988
305.16269	6111.666656494
305.16861	12394.000000000
305.17450	28946.000000000
305.18042	39787.000000000
305.18634	27603.666656494
305.19226	18647.666656494
305.19818	14768.000000000
305.20407	7917.000000000
305.20999	3361.000000000
305.21591	1494.333312988
305.22183	948.333312988
305.22772	734.000000000
305.23364	666.000000000
305.23956	645.000000000
305.24548	626.333312988
305.25137	606.333312988
305.25729	562.333312988
305.26321	551.000000000
305.26913	607.333312988
305.27502	626.333312988
305.28094	687.666656494
305.28687	737.333312988
305.29276	995.000000000
305.29868	1636.666656494
305.30460	1817.666656494
305.31049	1470.333312988
305.31641	1334.666656494
305.32233	1597.000000000
305.32825	2157.000000000
305.33414	3604.333312988
305.34006	5990.000000000
305.34598	5415.333312988
305.35187	2689.333312988
305.35779	1208.333312988
305.36371	721.333312988
305.36960	601.666656494
305.37552	559.333312988
305.38144	525.333312988
305.38733	571.000000000
305.39325	668.666656494
305.39914	885.000000000
305.40506	1317.666656494
305.41098	1925.000000000
305.41687	2521.666656494
305.42279	4012.000000000
305.42871	9265.333312988
305.43460	18230.000000000
305.44052	17312.333312988
305.44641	8315.333312988
305.45233	3136.000000000
305.45825	1262.000000000
305.46414	715.666656494
305.47006	607.333312988
305.47595	569.000000000
305.48187	529.000000000
305.48776	584.000000000
305.49368	602.333312988
305.49960	668.666656494
305.50549	802.333312988
305.51141	976.000000000
305.51730	1342.333312988
305.52322	2260.666656494
305.52911	2944.666656494
305.53503	2048.333312988
305.54092	1099.666656494
305.54684	666.333312988
305.55276	518.000000000
305.55865	495.333312988
305.56458	512.666656494
305.57047	521.000000000
305.57639	541.000000000
305.58228	578.666656494
305.58820	612.333312988
305.59409	844.000000000
305.60001	1271.333312988
305.60590	1206.333312988
305.61182	790.666656494
305.61771	626.000000000
305.62363	565.666656494
305.62952	572.333312988
305.63544	661.666656494
305.64133	891.000000000
305.64722	1442.666656494
305.65314	2404.333312988
305.65903	3295.666656494
305.66495	4894.333312988
305.67084	10387.000000000
305.67676	23994.000000000
305.68265	31618.000000000
305.68857	21870.333312988
305.69446	18148.333312988
305.70035	27599.000000000
305.70627	31410.000000000
305.71216	18097.666656494
305.71808	7163.000000000
305.72397	2628.666656494
305.72989	1277.000000000
305.73578	968.333312988
305.74167	972.000000000
305.74759	1292.666656494
305.75348	1641.000000000
305.75940	1294.000000000
305.76529	786.333312988
305.77118	604.666656494
305.77710	516.000000000
305.78299	482.333312988
305.78888	458.666656494
305.79480	464.000000000
305.80069	441.333312988
305.80661	455.333312988
305.81250	458.000000000
305.81839	438.666656494
305.82431	428.000000000
305.83020	443.666656494
305.83609	422.000000000
305.84201	418.666656494
305.84790	433.333312988
305.85379	422.000000000
305.85971	427.333312988
305.86560	435.666656494
305.87149	409.666656494
305.87738	404.000000000
305.88330	394.333312988
305.88919	443.333312988
305.89508	435.666656494
305.90100	452.333312988
305.90689	455.333312988
305.91278	531.333312988
305.91870	543.333312988
305.92459	881.666656494
305.93048	1271.666656494
305.93637	1154.333312988
305.94229	827.000000000
305.94818	580.333312988
305.95407	499.666656494
305.95996	470.333312988
305.96588	459.333312988
305.97177	418.666656494
305.97766	507.666656494
305.98355	580.000000000
305.98947	828.000000000
305.99536	1386.333312988
306.00125	2289.666656494
306.00714	3587.666656494
306.01303	5357.333312988
306.01895	9453.666656494
306.02484	20355.333312988
306.03073	34316.333312988
306.03662	31391.333312988
306.04251	16023.000000000
306.04843	5838.333312988
306.05432	2063.333312988
306.06021	987.666656494
306.06610	696.000000000
306.07199	575.000000000
306.07791	536.666656494
306.08380	511.666656494
306.08969	481.666656494
306.09558	469.666656494
306.10147	468.333312988
306.10736	455.333312988
306.11325	456.000000000
306.11917	477.333312988
306.12506	440.333312988
306.13095	442.666656494
306.13684	460.666656494
306.14273	448.000000000
306.14862	473.333312988
306.15451	506.666656494
306.16040	640.333312988
306.16632	942.666656494
306.17221	1464.000000000
306.17810	2009.000000000
306.18399	2705.666656494
306.18988	5246.000000000
306.19577	12684.666656494
306.20166	18427.000000000
306.20755	12371.666656494
306.21344	5080.666656494
306.21933	1831.333312988
306.22522	830.666656494
306.23111	579.000000000
306.23703	507.333312988
306.24292	457.000000000
306.24881	466.666656494
306.25470	461.000000000
306.26059	452.000000000
306.26648	494.000000000
306.27237	546.666656494
306.27826	601.000000000
306.28415	848.000000000
306.29004	1372.333312988
306.29593	1594.666656494
306.30182	1238.333312988
306.30771	1030.000000000
306.31360	1258.666656494
306.31949	1235.666656494
306.32538	833.666656494
306.33127	553.666656494
306.33716	460.000000000
306.34305	432.333312988
306.34894	399.666656494
306.35483	461.333312988
306.36072	491.000000000
306.36661	536.000000000
306.37250	712.666656494
306.37839	1163.000000000
306.38428	1856.333312988
306.39017	2722.333312988
306.39606	4143.666656494
306.40195	8570.333312988
306.40781	16721.666656494
306.41370	23267.666656494
306.41959	19658.666656494
306.42548	9499.333312988
306.43137	3565.333312988
306.43726	1378.333312988
306.44315	760.333312988
306.44904	563.000000000
306.45493	498.666656494
306.46082	469.333312988
306.46671	448.333312988
306.47260	444.666656494
306.47845	420.333312988
306.48434	435.666656494
306.49023	407.333312988
306.49612	409.666656494
306.50201	407.000000000
306.50790	395.333312988
306.51379	400.666656494
306.51968	382.333312988
306.52554	391.000000000
306.53143	371.666656494
306.53732	371.666656494
306.54321	358.333312988
306.54910	365.333312988
306.55499	388.666656494
306.56085	380.000000000
306.56674	364.000000000
306.57263	373.666656494
306.57852	360.000000000
306.58441	377.666656494
306.59030	358.666656494
306.59616	355.666656494
306.60205	389.666656494
306.60794	370.000000000
306.61383	387.666656494
306.61972	416.000000000
306.62558	460.666656494
306.63147	467.000000000
306.63736	541.000000000
306.64325	777.000000000
306.64911	1280.000000000
306.65500	1439.666656494
306.66089	1165.333312988
306.66678	1014.666656494
306.67267	1146.000000000
306.67853	1751.666656494
306.68442	3642.666656494
306.69031	6020.000000000
306.69617	5256.000000000
306.70206	2734.333312988
306.70795	1496.333312988
306.71384	1243.333312988
306.71970	1334.666656494
306.72559	1727.666656494
