lambda,T
490.0000305,61.4548264
492.0000305,62.5732803
494.0000305,63.6021347
496.0000305,64.5402222
498.0000305,65.5163803
500.0000305,66.3116684
502.0000305,67.0686188
504.0000305,67.8130264
506.0000305,68.4868164
508.0000305,69.0701294
510.0000305,69.6452255
512.0000000,70.1819763
514.0000000,70.6746063
516.0000000,71.1284637
518.0000000,71.5335083
520.0000000,71.8577881
522.0000000,72.2135544
524.0000000,72.4873505
526.0000000,72.7545090
528.0000000,72.9871750
530.0000000,73.2022934
532.0000000,73.3511581
534.0000000,73.4661636
536.0000000,73.5782852
538.0000000,73.6787643
540.0000000,73.7249222
542.0000000,73.6984177
544.0000000,73.6822815
546.0000000,73.5919495
548.0000000,73.4636841
550.0000000,73.3063431
552.0000000,73.0759811
554.0000000,72.8476410
556.0000000,72.5986786
558.0000000,72.2881470
560.0000000,71.9488983
562.0000000,71.6183624
564.0000000,71.2208099
566.0000000,70.7540359
568.0000000,70.3354034
570.0000000,69.7784042
572.0000000,69.2139359
574.0000000,68.5441437
576.0000000,67.8850861
578.0000000,67.0971527
580.0000000,66.2491226
582.0000000,65.3445740
584.0000000,64.3461761
586.0000000,63.2505760
588.0000000,62.0743866
590.0000000,60.8196373
592.0000000,59.4690208
594.0000000,58.0372925
596.0000000,56.5303001
598.0000000,55.0464554
600.0000000,53.5727005
602.0000000,52.1790886
604.0000000,50.8344307
606.0000000,49.5817070
608.0000000,48.4701576
610.0000000,47.5146179
612.0000000,46.7626228
614.0000000,46.1159019
616.0000000,45.6277199
618.0000000,45.2558327
620.0000000,44.9803658
622.0000000,44.7591782
624.0000000,44.6254463
626.0000000,44.5089684
628.0000000,44.4679642
630.0000000,44.4127312
632.0000000,44.3799629
634.0000000,44.3457413
636.0000000,44.2591209
638.0000000,44.2290878
640.0000000,44.2004204
642.0000000,44.1545601
644.0000610,44.1454849
646.0000610,44.2020264
648.0000610,44.3024788
650.0000610,44.5098763
652.0000610,44.7913933
654.0000610,45.1623726
656.0000610,45.6024857
658.0000610,46.1584511
660.0000610,46.8408546
662.0000610,47.5797386
664.0000610,48.3589363
666.0000610,49.1802216
668.0000610,50.0066261
670.0000610,50.8538742
672.0000610,51.6964874
674.0000610,52.4373550
676.0000610,53.2096901
678.0000610,53.9111900
680.0000610,54.5398674
682.0000610,55.1785164
684.0000610,55.7265587
686.0000610,56.2457542
688.0000610,56.6808662
690.0000610,57.0629311
692.0000610,57.4170914
694.0000610,57.7059746
696.0000610,57.9983406
698.0000610,58.2597084
700.0000610,58.4876671
702.0000610,58.7382545
704.0000610,58.9482803
706.0000610,59.1077499
708.0000610,59.1760750
710.0000610,59.2293282
712.0000610,59.2052994
714.0000610,59.1621666
716.0000610,59.0627823
718.0000610,58.9655304
720.0000610,58.8455086
722.0000610,58.7838516
724.0000610,58.7641182
726.0000610,58.8450241
728.0000610,58.9346008
730.0000610,59.1971130
732.0000610,59.5049744
734.0000610,59.8448944
736.0000610,60.2753525
738.0000610,60.7605438
740.0000610,61.2874298
742.0000610,61.8785744
744.0000610,62.5030708
746.0000610,63.1617889
748.0000610,63.6792564
750.0000610,64.2700195
752.0000610,64.8151169
754.0000610,65.3302383
756.0000610,65.7542419
758.0000610,66.1711044
760.0000610,66.5494766
762.0000610,66.8955307
764.0000610,67.1555405
766.0000610,67.3736801
768.0000610,67.5845032
770.0000610,67.7957458
772.0000610,67.9394226
774.0000610,68.0523987
776.0000610,68.1723709
778.0000610,68.2734833
780.0000610,68.3539734
782.0000610,68.5001602
784.0000610,68.6503067
786.0000610,68.7484512
788.0000610,68.9332352
790.0000610,69.1355286
792.0000610,69.3902435
794.0000610,69.6647339
796.0000610,69.9808426
798.0000610,70.3333282
800.0000610,70.6817093
802.0000610,71.0157700
804.0000610,71.3535156
806.0000610,71.7135849
808.0000610,72.0939102
810.0000610,72.4345551
812.0000610,72.7721786
814.0000610,73.1127548
816.0000610,73.4208450
818.0000610,73.7017365
820.0000610,73.9695435
822.0000610,74.2325134
824.0000610,74.5119629
826.0000610,74.7466583
828.0000610,74.9849319
830.0000610,75.2198410
832.0000610,75.4488525
834.0000610,75.6718979
836.0000610,75.8766251
838.0000610,76.1011429
840.0000610,76.2859573
842.0000610,76.4357529
844.0000610,76.6221161
846.0000610,76.7638245
848.0000610,76.9310303
850.0000610,77.0447083
852.0000610,77.1679230
854.0000610,77.2801743
856.0000610,77.3509521
858.0000610,77.4103699
860.0000610,77.4767532
862.0000610,77.4381790
864.0000610,77.4350586
866.0000610,77.4112015
868.0000610,77.3615952
870.0000610,77.3006821
872.0000610,77.2367096
874.0000610,77.1515656
876.0000610,77.1749878
878.0000610,77.2537155
880.0000610,77.4105606
882.0000610,77.5790787
884.0000610,77.7201004
886.0000610,77.7941132
888.0000610,77.8420944
890.0000610,77.8585587
892.0000610,77.8663864
894.0000610,77.9090118
896.0000610,77.9486618
898.0000610,77.9492645
900.0000610,78.0149307
902.0000610,78.0669937
904.0000610,78.1721268
906.0000610,78.3179855
908.0000610,78.4260483
910.0000610,78.5277557
912.0000610,78.6437454
914.0000610,78.7533569
916.0000610,78.8414841
918.0000610,78.9765701
920.0000610,79.0944214
922.0000610,79.2176590
924.0000610,79.3213348
926.0000610,79.4249878
928.0000610,79.5202103
930.0000610,79.6016083
932.0000610,79.6977539
934.0000610,79.8107758
936.0000610,79.9223862
938.0000610,80.0094070
940.0000610,80.0650024
942.0000610,80.1646423
944.0000610,80.2551422
946.0000610,80.2764893
948.0000610,80.3441086
950.0000610,80.3948059
952.0000610,80.3940125
954.0000610,80.3958588
956.0000610,80.4388199
958.0000610,80.4570389
960.0000610,80.5063400
962.0000610,80.5492401
964.0000610,80.5627060
966.0000610,80.5784149
968.0000610,80.5875931
970.0000610,80.6121216
972.0000610,80.5983200
974.0000610,80.6117935
976.0000610,80.6014862
978.0000610,80.5909729
980.0000610,80.5671005
982.0000610,80.5754013
984.0000610,80.5509338
986.0000610,80.5274277
988.0000610,80.4852524
990.0000610,80.4781723
992.0000610,80.4773407
994.0000610,80.4530258
996.0000610,80.4464874
998.0000610,80.4097595
1000.0000610,80.3744965
1002.0000610,80.3358994
1004.0000610,80.3448105
1006.0000610,80.3237152
1008.0000610,80.3799820
1010.0000610,80.4154205
1012.0000610,80.4304657
1014.0000610,80.4697647
1016.0000610,80.4968872
1018.0000610,80.5513916
1020.0000610,80.6522064
1022.0000610,80.6537018
1024.0000000,80.7136688
1026.0000000,80.7943420
1028.0000000,80.8137741
1030.0000000,80.8445053
1032.0000000,80.9088974
1034.0000000,80.9232101
1036.0000000,81.0271225
1038.0000000,81.0659790
1040.0000000,81.1477432
1042.0000000,81.2328110
1044.0000000,81.3291092
1046.0000000,81.4298477
1048.0000000,81.5304413
1050.0000000,81.5735931
1052.0000000,81.6016617
1054.0000000,81.6745300
1056.0000000,81.7669830
1058.0000000,81.8489151
1060.0000000,81.9056396
1062.0000000,81.9763412
1064.0000000,81.9956665
1066.0000000,82.0406494
1068.0000000,82.0626450
1070.0000000,82.1256866
1072.0000000,82.1804657
1074.0000000,82.2302933
1076.0000000,82.2431030
1078.0000000,82.2952805
1080.0000000,82.3064041
1082.0000000,82.3478088
1084.0000000,82.3680420
1086.0000000,82.3993759
1088.0000000,82.3894806
1090.0000000,82.3799133
1092.0000000,82.3803406
1094.0000000,82.3781662
1096.0000000,82.3495560
1098.0000000,82.3023071
1100.0000000,82.2358017
