lambda,T
830.0000610,31.4195881
832.0000610,31.7748928
834.0000610,32.1693497
836.0000610,32.5427322
838.0000610,32.8752937
840.0000610,33.2123337
842.0000610,33.5151672
844.0000610,33.8263054
846.0000610,34.1205330
848.0000610,34.4031219
850.0000610,34.6488838
852.0000610,34.8989105
854.0000610,35.0833931
856.0000610,35.2362709
858.0000610,35.3840904
860.0000610,35.4540291
862.0000610,35.4720764
864.0000610,35.4782333
866.0000610,35.4008141
868.0000610,35.2942886
870.0000610,35.1601982
872.0000610,34.9759674
874.0000610,34.8499947
876.0000610,34.8836555
878.0000610,35.0175323
880.0000610,35.2996178
882.0000610,35.6396065
884.0000610,35.8389702
886.0000610,35.9615517
888.0000610,36.0721893
890.0000610,36.0945587
892.0000610,36.1017456
894.0000610,36.1721039
896.0000610,36.1645355
898.0000610,36.1871758
900.0000610,36.2889786
902.0000610,36.3935013
904.0000610,36.5786629
906.0000610,36.8319931
908.0000610,37.0714836
910.0000610,37.2718697
912.0000610,37.5091362
914.0000610,37.7696686
916.0000610,38.0000420
918.0000610,38.2647018
920.0000610,38.5205574
922.0000610,38.7316704
924.0000610,38.9564514
926.0000610,39.2200127
928.0000610,39.4400177
930.0000610,39.6381416
932.0000610,39.8547821
934.0000610,40.0718079
936.0000610,40.2518387
938.0000610,40.4301758
940.0000610,40.5657845
942.0000610,40.7168045
944.0000610,40.8538666
946.0000610,40.9607277
948.0000610,41.0770149
950.0000610,41.1714134
952.0000610,41.2328644
954.0000610,41.2820091
956.0000610,41.3435860
958.0000610,41.3996887
960.0000610,41.4415321
962.0000610,41.4824066
964.0000610,41.5482826
966.0000610,41.5664711
968.0000610,41.5534554
970.0000610,41.5461006
972.0000610,41.5600166
974.0000610,41.5449181
976.0000610,41.4891243
978.0000610,41.4611359
980.0000610,41.4473076
982.0000610,41.3764839
984.0000610,41.2900887
986.0000610,41.2855949
988.0000610,41.2822533
990.0000610,41.2262497
992.0000610,41.2046738
994.0000610,41.1929588
996.0000610,41.1327438
998.0000610,40.9979973
1000.0000610,40.8989906
1002.0000610,40.9013977
1004.0000610,40.8828964
1006.0000610,40.8126869
1008.0000610,40.8413086
1010.0000610,40.9466362
1012.0000610,41.0297928
1014.0000610,41.0723076
1016.0000610,41.1874962
1018.0000610,41.3815918
1020.0000610,41.5056877
1022.0000610,41.5330505
1024.0000000,41.6232338
1026.0000000,41.7491150
1028.0000000,41.8367462
1030.0000000,41.8957138
1032.0000000,41.9856834
1034.0000000,42.1243477
1036.0000000,42.2492294
1038.0000000,42.3242378
1040.0000000,42.4262733
1042.0000000,42.6061783
1044.0000000,42.8062057
1046.0000000,42.9721947
1048.0000000,43.1149368
1050.0000000,43.2318382
1052.0000000,43.3667297
1054.0000000,43.4882698
1056.0000000,43.5787506
1058.0000000,43.7154121
1060.0000000,43.8732414
1062.0000000,44.0039215
1064.0000000,44.1134415
1066.0000000,44.2371254
1068.0000000,44.3440666
1070.0000000,44.4444962
1072.0000000,44.5447960
1074.0000000,44.6808395
1076.0000000,44.7552567
1078.0000000,44.8135834
1080.0000000,44.8368187
1082.0000000,44.8956108
1084.0000000,44.9249954
1086.0000000,44.9253922
1088.0000000,44.8844643
1090.0000000,44.8263969
1092.0000000,44.7874565
1094.0000000,44.7327843
1096.0000000,44.6422920
1098.0000000,44.5434189
1100.0000000,44.4103737
