lambda,T
460.0000305,12.0511141
462.0000305,13.5241756
464.0000305,15.0706053
466.0000305,16.6964512
468.0000305,18.3632488
470.0000305,20.1519623
472.0000305,21.8193855
474.0000305,23.4444523
476.0000305,25.0453186
478.0000305,26.6197929
480.0000305,28.1601849
482.0000305,29.6355553
484.0000305,31.1038170
486.0000305,32.4909859
488.0000305,33.8223190
490.0000305,35.1152039
492.0000305,36.3948708
494.0000305,37.5936050
496.0000305,38.7675133
498.0000305,39.9021187
500.0000305,40.9070435
502.0000305,41.8430519
504.0000305,42.7091026
506.0000305,43.5602951
508.0000305,44.3955574
510.0000305,45.1542587
512.0000000,45.9116402
514.0000000,46.5385361
516.0000000,47.1325073
518.0000000,47.6990662
520.0000000,48.1692963
522.0000000,48.6417732
524.0000000,49.0416489
526.0000000,49.4638672
528.0000000,49.7481880
530.0000000,50.0837975
532.0000000,50.2926483
534.0000000,50.5082932
536.0000000,50.6522713
538.0000000,50.7871704
540.0000000,50.8227806
542.0000000,50.8375587
544.0000000,50.7812462
546.0000000,50.6197777
548.0000000,50.4916840
550.0000000,50.2691689
552.0000000,49.9872856
554.0000000,49.6548958
556.0000000,49.3056107
558.0000000,48.8928947
560.0000000,48.4541473
562.0000000,48.0081444
564.0000000,47.4948273
566.0000000,46.9148369
568.0000000,46.3234062
570.0000000,45.6321640
572.0000000,44.9247246
574.0000000,44.1130600
576.0000000,43.2609901
578.0000000,42.2969971
580.0000000,41.2480240
582.0000000,40.1735039
584.0000000,38.9554634
586.0000000,37.6830368
588.0000000,36.3204880
590.0000000,34.8713799
592.0000000,33.3796883
594.0000000,31.8196812
596.0000000,30.2377987
598.0000000,28.7261581
600.0000000,27.2257423
602.0000000,25.8519573
604.0000000,24.5740814
606.0000000,23.3929996
608.0000000,22.3811188
610.0000000,21.5448132
612.0000000,20.8544960
614.0000000,20.2998791
616.0000000,19.8832321
618.0000000,19.5437450
620.0000000,19.3078709
622.0000000,19.1338844
624.0000000,19.0104904
626.0000000,18.9340439
628.0000000,18.8702755
630.0000000,18.8251362
632.0000000,18.7968483
634.0000000,18.7528381
636.0000000,18.7096272
638.0000000,18.6752605
640.0000000,18.6465626
642.0000000,18.6046238
644.0000610,18.5953140
646.0000610,18.6342831
648.0000610,18.7228413
650.0000610,18.8863926
652.0000610,19.1155300
654.0000610,19.4378452
656.0000610,19.8220940
658.0000610,20.2973652
660.0000610,20.8908367
662.0000610,21.5490685
664.0000610,22.2686844
666.0000610,23.0293636
668.0000610,23.7928219
670.0000610,24.5694809
672.0000610,25.3700199
674.0000610,26.1381760
676.0000610,26.8807240
678.0000610,27.6111889
680.0000610,28.2721291
682.0000610,28.9113998
684.0000610,29.4826279
686.0000610,30.0001049
688.0000610,30.4704266
690.0000610,30.9036331
692.0000610,31.2709522
694.0000610,31.6020565
696.0000610,31.9156094
698.0000610,32.1899719
700.0000610,32.4421883
702.0000610,32.7022552
704.0000610,32.9324989
706.0000610,33.0968170
708.0000610,33.2223434
710.0000610,33.3151970
712.0000610,33.3174782
714.0000610,33.2671852
716.0000610,33.1695213
718.0000610,33.0796928
720.0000610,32.9616318
722.0000610,32.8913612
724.0000610,32.8763046
726.0000610,32.9319000
728.0000610,33.0586510
730.0000610,33.3029671
732.0000610,33.6640587
734.0000610,34.0792923
736.0000610,34.5780602
738.0000610,35.1342201
740.0000610,35.7479935
742.0000610,36.4404755
744.0000610,37.1478844
746.0000610,37.9042015
748.0000610,38.5894585
750.0000610,39.2926559
752.0000610,39.9315987
754.0000610,40.5180435
756.0000610,41.0780373
758.0000610,41.6265640
760.0000610,42.1042633
762.0000610,42.5045128
764.0000610,42.8679657
766.0000610,43.1825981
768.0000610,43.4348068
770.0000610,43.6764984
772.0000610,43.8695869
774.0000610,44.0543518
776.0000610,44.2030869
778.0000610,44.3065567
780.0000610,44.4304008
782.0000610,44.5970497
784.0000610,44.8053207
786.0000610,45.0165100
788.0000610,45.2612457
790.0000610,45.4987488
792.0000610,45.8122292
794.0000610,46.1718369
796.0000610,46.5861168
798.0000610,47.0157127
800.0000610,47.4428825
802.0000610,47.8995476
804.0000610,48.3849907
806.0000610,48.9030647
808.0000610,49.3724785
810.0000610,49.7958145
812.0000610,50.2366562
814.0000610,50.7052269
816.0000610,51.1897926
818.0000610,51.5909576
820.0000610,51.9433784
822.0000610,52.2644615
824.0000610,52.5998764
826.0000610,52.9233284
828.0000610,53.2721252
830.0000610,53.5934677
832.0000610,53.9642258
834.0000610,54.3554764
836.0000610,54.7394943
838.0000610,55.0483932
840.0000610,55.3493767
842.0000610,55.5910339
844.0000610,55.8486214
846.0000610,56.0416145
848.0000610,56.2288399
850.0000610,56.3697777
852.0000610,56.5614929
854.0000610,56.7172318
856.0000610,56.8346062
858.0000610,56.8978577
860.0000610,56.9492989
862.0000610,56.9639015
864.0000610,57.0181885
866.0000610,57.0054207
868.0000610,56.8885994
870.0000610,56.7510567
872.0000610,56.6265717
874.0000610,56.5348625
876.0000610,56.6054878
878.0000610,56.7534943
880.0000610,56.9712639
882.0000610,57.2135048
884.0000610,57.4004669
886.0000610,57.5352097
888.0000610,57.6174736
890.0000610,57.6440964
892.0000610,57.6384583
894.0000610,57.6970482
896.0000610,57.7290802
898.0000610,57.7279663
900.0000610,57.8147888
902.0000610,57.9415474
904.0000610,58.1034851
906.0000610,58.2858200
908.0000610,58.4597816
910.0000610,58.6076431
912.0000610,58.7423058
914.0000610,58.9535675
916.0000610,59.1583061
918.0000610,59.3778419
920.0000610,59.5477715
922.0000610,59.6703339
924.0000610,59.7952957
926.0000610,59.9585648
928.0000610,60.1649513
930.0000610,60.3455467
932.0000610,60.5065918
934.0000610,60.6588707
936.0000610,60.7632027
938.0000610,60.8898926
940.0000610,61.0400620
942.0000610,61.1882057
944.0000610,61.3290825
946.0000610,61.3569717
948.0000610,61.4375305
950.0000610,61.5093269
952.0000610,61.5524101
954.0000610,61.6163483
956.0000610,61.6425095
958.0000610,61.6763458
960.0000610,61.7133064
962.0000610,61.7764320
964.0000610,61.8293495
966.0000610,61.8895493
968.0000610,61.9251251
970.0000610,61.9227028
972.0000610,61.9122047
974.0000610,61.9320221
976.0000610,61.9295692
978.0000610,61.9137039
980.0000610,61.9012909
982.0000610,61.8500786
984.0000610,61.8077698
986.0000610,61.7492180
988.0000610,61.7383232
990.0000610,61.7300949
992.0000610,61.7590370
994.0000610,61.7467461
996.0000610,61.7046661
998.0000610,61.6128006
1000.0000610,61.5528946
1002.0000610,61.4919090
1004.0000610,61.4884033
1006.0000610,61.5057182
1008.0000610,61.5669441
1010.0000610,61.6374931
1012.0000610,61.6684837
1014.0000610,61.7265930
1016.0000610,61.7710915
1018.0000610,61.9184189
1020.0000610,62.0281067
1022.0000610,62.0754509
1024.0000000,62.1483116
1026.0000000,62.1907806
1028.0000000,62.2336655
1030.0000000,62.3027039
1032.0000000,62.3618050
1034.0000000,62.4521866
1036.0000000,62.5663986
1038.0000000,62.6419830
1040.0000000,62.7314453
1042.0000000,62.8348160
1044.0000000,62.9960899
1046.0000000,63.1307030
1048.0000000,63.2662888
1050.0000000,63.3523636
1052.0000000,63.4436836
1054.0000000,63.5324974
1056.0000000,63.6297798
1058.0000000,63.7430077
1060.0000000,63.8343239
1062.0000000,63.9371758
1064.0000000,64.0356750
1066.0000000,64.1013565
1068.0000000,64.1756287
1070.0000000,64.2659073
1072.0000000,64.3460007
1074.0000000,64.4654999
1076.0000000,64.5259323
1078.0000000,64.5907822
1080.0000000,64.6327744
1082.0000000,64.6432648
1084.0000000,64.6753464
1086.0000000,64.6760712
1088.0000000,64.6680756
1090.0000000,64.6579285
1092.0000000,64.6791611
1094.0000000,64.6756744
1096.0000000,64.6414566
1098.0000000,64.5808945
1100.0000000,64.4794617
