U_D I_D U_G
0.0 -0.0402604166 3.5
0.1 8.669662789999999 3.5
0.2 10.9305598 3.5
0.30000000000000004 11.6443148 3.5
0.4 11.9670196 3.5
0.5 12.094348499999999 3.5
0.6 12.1822701 3.5
0.7 12.2302982 3.5
0.7999999999999999 12.282440699999999 3.5
0.8999999999999999 12.2813995 3.5
0.9999999999999999 12.3372893 3.5
1.0999999999999999 12.3102732 3.5
1.2 12.366569 3.5
1.3 12.320527 3.5
1.4000000000000001 12.3736533 3.5
1.5000000000000002 12.3431466 3.5
1.6000000000000003 12.3866797 3.5
1.7000000000000004 12.365706699999999 3.5
1.8000000000000005 12.383274 3.5
1.9000000000000006 12.3822168 3.5
2.0000000000000004 12.4035178 3.5
2.1000000000000005 12.4075106 3.5
2.2000000000000006 12.3997062 3.5
2.3000000000000007 12.4295913 3.5
2.400000000000001 12.4163745 3.5
2.500000000000001 12.4435626 3.5
2.600000000000001 12.4117785 3.5
2.700000000000001 12.4467321 3.5
2.800000000000001 12.428401000000001 3.5
2.9000000000000012 12.445826199999999 3.5
3.0000000000000013 12.434756 3.5
3.1000000000000014 12.4280501 3.5
3.2000000000000015 12.4342927 3.5
3.3000000000000016 12.4400056 3.5
3.4000000000000017 12.4314833 3.5
3.5000000000000018 12.4437897 3.5
3.600000000000002 12.4361481 3.5
3.700000000000002 12.4609786 3.5
3.800000000000002 12.4134688 3.5
3.900000000000002 12.4502616 3.5
4.000000000000002 12.434168900000001 3.5
4.100000000000001 12.4629371 3.5
4.200000000000001 12.4355128 3.5
4.300000000000001 12.4652259 3.5
4.4 12.4484911 3.5
4.5 12.4622468 3.5
4.6 12.4560203 3.5
4.699999999999999 12.4656915 3.5
4.799999999999999 12.458907700000001 3.5
4.899999999999999 12.4626161 3.5
4.999999999999998 12.461318 3.5
5.099999999999998 12.4527866 3.5
5.1999999999999975 12.4575454 3.5
5.299999999999997 12.4480668 3.5
5.399999999999997 12.4591141 3.5
5.4999999999999964 12.4611414 3.5
5.599999999999996 12.4670607 3.5
5.699999999999996 12.4739018 3.5
5.799999999999995 12.4804563 3.5
5.899999999999995 12.4777799 3.5
5.999999999999995 12.4883364 3.5
6.099999999999994 12.4815916 3.5
6.199999999999994 12.500379 3.5
6.299999999999994 12.4811283 3.5
6.399999999999993 12.531076 3.5
6.499999999999993 12.4843069 3.5
6.5999999999999925 12.5372635 3.5
6.699999999999992 12.4916481 3.5
6.799999999999992 12.538995 3.5
6.8999999999999915 12.5050896 3.5
6.999999999999991 12.516302 3.5
7.099999999999991 12.511095999999998 3.5
7.19999999999999 12.5243036 3.5
7.29999999999999 12.5101626 3.5
7.39999999999999 12.5305577 3.5
7.499999999999989 12.535938 3.5
7.599999999999989 12.5411233 3.5
7.699999999999989 12.5588879 3.5
7.799999999999988 12.5413412 3.5
7.899999999999988 12.5612249 3.5
7.999999999999988 12.542279200000001 3.5
8.099999999999987 12.561972500000001 3.5
8.199999999999987 12.5456275 3.5
8.299999999999986 12.5469898 3.5
8.399999999999986 12.5490332 3.5
8.499999999999986 12.5540465 3.5
8.599999999999985 12.549712 3.5
8.699999999999985 12.558142499999999 3.5
8.799999999999985 12.5446138 3.5
8.899999999999984 12.5633348 3.5
8.999999999999984 12.5431942 3.5
9.099999999999984 12.571659799999999 3.5
9.199999999999983 12.542572700000001 3.5
9.299999999999983 12.5715107 3.5
9.399999999999983 12.534747699999999 3.5
9.499999999999982 12.5643301 3.5
9.599999999999982 12.554888199999999 3.5
9.699999999999982 12.5771089 3.5
9.799999999999981 12.5555395 3.5
9.89999999999998 12.574223799999999 3.5
9.99999999999998 12.5598626 3.5
10.09999999999998 12.5567803 3.5
10.19999999999998 12.5591837 3.5
10.29999999999998 12.5632018 3.5
10.399999999999979 12.5697585 3.5
10.499999999999979 12.5681027 3.5
10.599999999999978 12.590435699999999 3.5
10.699999999999978 12.580798900000001 3.5
10.799999999999978 12.614493399999999 3.5
10.899999999999977 12.5732789 3.5
10.999999999999977 12.6278615 3.5
11.099999999999977 12.5834294 3.5
11.199999999999976 12.6155346 3.5
11.299999999999976 12.5948551 3.5
11.399999999999975 12.6080444 3.5
11.499999999999975 12.597637 3.5
11.599999999999975 12.61528 3.5
11.699999999999974 12.6415416 3.5
11.799999999999974 12.623565999999999 3.5
11.899999999999974 12.6511623 3.5
11.999999999999973 12.6241715 3.5
12.099999999999973 12.628428000000001 3.5
12.199999999999973 12.6256484 3.5
12.299999999999972 12.6333198 3.5
12.399999999999972 12.6290816 3.5
12.499999999999972 12.62774 3.5
12.599999999999971 12.6079503 3.5
12.69999999999997 12.637197899999999 3.5
12.79999999999997 12.608535100000001 3.5
12.89999999999997 12.6402917 3.5
12.99999999999997 12.6075444 3.5
13.09999999999997 12.6512839 3.5
13.199999999999969 12.6228849 3.5
13.299999999999969 12.652598 3.5
13.399999999999968 12.6225363 3.5
13.499999999999968 12.6393078 3.5
13.599999999999968 12.6264144 3.5
13.699999999999967 12.620320900000001 3.5
13.799999999999967 12.6310218 3.5
13.899999999999967 12.6232931 3.5
13.999999999999966 12.640161 3.5
14.099999999999966 12.644945 3.5
14.199999999999966 12.6517471 3.5
