U_D I_D U_G
14.299999999999965 12.649687700000001 3.5
14.399999999999965 12.676561600000001 3.5
14.499999999999964 12.6506693 3.5
14.599999999999964 12.7039194 3.5
14.699999999999964 12.6540382 3.5
14.799999999999963 12.6950463 3.5
14.899999999999963 12.656820100000001 3.5
14.999999999999963 12.6847421 3.5
15.099999999999962 12.664633700000001 3.5
15.199999999999962 12.6856801 3.5
15.299999999999962 12.675738299999999 3.5
15.399999999999961 12.689321999999999 3.5
15.499999999999961 12.7050936 3.5
15.59999999999996 12.696617300000002 3.5
15.69999999999996 12.721335400000001 3.5
15.79999999999996 12.705632600000001 3.5
15.89999999999996 12.7045249 3.5
15.99999999999996 12.7017545 3.5
16.09999999999996 12.7070407 3.5
16.19999999999996 12.6937414 3.5
16.29999999999996 12.7085544 3.5
16.399999999999963 12.6755204 3.5
16.499999999999964 12.7134737 3.5
16.599999999999966 12.6927002 3.5
16.699999999999967 12.7175513 3.5
16.79999999999997 12.700779800000001 3.5
16.89999999999997 12.7243145 3.5
16.99999999999997 12.7011857 3.5
17.099999999999973 12.7010252 3.5
17.199999999999974 12.7017132 3.5
17.299999999999976 12.686370400000001 3.5
17.399999999999977 12.7095841 3.5
17.49999999999998 12.7056876 3.5
17.59999999999998 12.722404099999999 3.5
17.69999999999998 12.7172004 3.5
17.799999999999983 12.731013500000001 3.5
17.899999999999984 12.716984799999999 3.5
17.999999999999986 12.7596006 3.5
18.099999999999987 12.7202575 3.5
18.19999999999999 12.7732118 3.5
18.29999999999999 12.7186476 3.5
18.39999999999999 12.755722500000001 3.5
18.499999999999993 12.746480100000001 3.5
18.599999999999994 12.7553349 3.5
18.699999999999996 12.782596400000001 3.5
18.799999999999997 12.758031899999999 3.5
18.9 12.7847567 3.5
19.0 12.764444200000002 3.5
19.1 12.7784155 3.5
19.200000000000003 12.767226099999998 3.5
19.300000000000004 12.7817547 3.5
19.400000000000006 12.7708588 3.5
19.500000000000007 12.7752667 3.5
19.60000000000001 12.755493099999999 3.5
19.70000000000001 12.784621399999999 3.5
19.80000000000001 12.7417787 3.5
19.900000000000013 12.7829289 3.5
