t,u_1,u_2
+88.07500E-03,-3.08886778E+00,-2.99093466E+00
+88.10000E-03,-3.08939240E+00,-2.99093466E+00
+88.12500E-03,-3.08810804E+00,-2.99093468E+00
+88.15000E-03,-3.08856027E+00,-2.99096681E+00
+88.17500E-03,-3.08795423E+00,-2.99153768E+00
+88.20000E-03,-3.08925681E+00,-2.99152961E+00
+88.22500E-03,-3.08901253E+00,-2.99193969E+00
+88.25000E-03,-3.08806284E+00,-2.99206026E+00
+88.27500E-03,-3.08968186E+00,-2.99273565E+00
+88.30000E-03,-3.08921154E+00,-2.99349951E+00
+88.32500E-03,-3.08894923E+00,-2.99349146E+00
+88.35000E-03,-3.08861460E+00,-2.99343515E+00
+88.37500E-03,-3.08883167E+00,-2.99358796E+00
+88.40000E-03,-3.08878640E+00,-2.99379698E+00
+88.42500E-03,-3.08831603E+00,-2.99394974E+00
+88.45000E-03,-3.08848796E+00,-2.99393367E+00
+88.47500E-03,-3.08895827E+00,-2.99415074E+00
+88.50000E-03,-3.08878640E+00,-2.99439197E+00
+88.52500E-03,-3.08853316E+00,-2.99423920E+00
+88.55000E-03,-3.08888587E+00,-2.99415074E+00
+88.57500E-03,-3.08870495E+00,-2.99457688E+00
+88.60000E-03,-3.08900350E+00,-2.99495476E+00
+88.62500E-03,-3.08874119E+00,-2.99495476E+00
+88.65000E-03,-3.08886779E+00,-2.99541308E+00
+88.67500E-03,-3.08868686E+00,-2.99535677E+00
+88.70000E-03,-3.08886778E+00,-2.99535677E+00
+88.72500E-03,-3.08780053E+00,-2.99616079E+00
+88.75000E-03,-3.08901252E+00,-2.99616084E+00
+88.77500E-03,-3.08863260E+00,-2.99673166E+00
+88.80000E-03,-3.08848792E+00,-2.99676381E+00
+88.82500E-03,-3.08823468E+00,-2.99698094E+00
+88.85000E-03,-3.08868685E+00,-2.99725431E+00
+88.87500E-03,-3.08792705E+00,-2.99736682E+00
+88.90000E-03,-3.08855121E+00,-2.99736682E+00
+88.92500E-03,-3.08836126E+00,-2.99723814E+00
+88.95000E-03,-3.08878640E+00,-2.99788950E+00
+88.97500E-03,-3.08891305E+00,-2.99866128E+00
+89.00000E-03,-3.08887687E+00,-2.99833161E+00
+89.02500E-03,-3.08861455E+00,-2.99811460E+00
+89.05000E-03,-3.08878640E+00,-2.99837185E+00
+89.07500E-03,-3.08899445E+00,-2.99897486E+00
+89.10000E-03,-3.08861453E+00,-2.99918396E+00
+89.12500E-03,-3.08878640E+00,-2.99957788E+00
+89.15000E-03,-3.08856027E+00,-2.99926432E+00
+89.17500E-03,-3.08829800E+00,-2.99972259E+00
+89.20000E-03,-3.08878640E+00,-2.99988335E+00
+89.22500E-03,-3.08878640E+00,-3.00035781E+00
+89.25000E-03,-3.08833414E+00,-3.00014070E+00
+89.27500E-03,-3.08818940E+00,-3.00012459E+00
+89.30000E-03,-3.08868686E+00,-3.00078391E+00
+89.32500E-03,-3.08924766E+00,-3.00111358E+00
+89.35000E-03,-3.08859646E+00,-3.00091260E+00
+89.37500E-03,-3.08901255E+00,-3.00178887E+00
+89.40000E-03,-3.08920249E+00,-3.00202209E+00
+89.42500E-03,-3.08903071E+00,-3.00145931E+00
+89.45000E-03,-3.08865972E+00,-3.00250455E+00
+89.47500E-03,-3.08870498E+00,-3.00270546E+00
+89.50000E-03,-3.08833414E+00,-3.00319597E+00
+89.52500E-03,-3.08899441E+00,-3.00260906E+00
+89.55000E-03,-3.08895829E+00,-3.00359798E+00
+89.57500E-03,-3.08846074E+00,-3.00408845E+00
+89.60000E-03,-3.08810801E+00,-3.00393570E+00
+89.62500E-03,-3.08896733E+00,-3.00375881E+00
+89.65000E-03,-3.08884069E+00,-3.00486025E+00
+89.67500E-03,-3.08875019E+00,-3.00466737E+00
+89.70000E-03,-3.08770998E+00,-3.00532668E+00
+89.72500E-03,-3.08877730E+00,-3.00485224E+00
+89.75000E-03,-3.08860552E+00,-3.00452255E+00
+89.77500E-03,-3.08853316E+00,-3.00560803E+00
+89.80000E-03,-3.08907586E+00,-3.00546332E+00
+89.82500E-03,-3.08898538E+00,-3.00618691E+00
+89.85000E-03,-3.08834317E+00,-3.00681406E+00
+89.87500E-03,-3.08819843E+00,-3.00661305E+00
+89.90000E-03,-3.08896723E+00,-3.00694271E+00
+89.92500E-03,-3.08901253E+00,-3.00741707E+00
+89.95000E-03,-3.08909391E+00,-3.00742507E+00
+89.97500E-03,-3.08894014E+00,-3.00785126E+00
+90.00000E-03,-3.08878640E+00,-3.00761808E+00
+90.02500E-03,-3.08837031E+00,-3.00798794E+00
+90.05000E-03,-3.08870496E+00,-3.00843018E+00
+90.07500E-03,-3.08867787E+00,-3.00790749E+00
+90.10000E-03,-3.08862356E+00,-3.00922612E+00
+90.12500E-03,-3.08833414E+00,-3.00866332E+00
+90.15000E-03,-3.08879546E+00,-3.00864726E+00
+90.17500E-03,-3.08856027E+00,-3.00904922E+00
+90.20000E-03,-3.08833414E+00,-3.00951559E+00
+90.22500E-03,-3.08871408E+00,-3.00971656E+00
+90.25000E-03,-3.08860547E+00,-3.00982920E+00
+90.27500E-03,-3.08861456E+00,-3.01043215E+00
+90.30000E-03,-3.08939237E+00,-3.01120398E+00
+90.32500E-03,-3.08859642E+00,-3.01086629E+00
+90.35000E-03,-3.08936538E+00,-3.01129249E+00
+90.37500E-03,-3.08901253E+00,-3.01127640E+00
+90.40000E-03,-3.08894012E+00,-3.01134872E+00
+90.42500E-03,-3.08882254E+00,-3.01189548E+00
+90.45000E-03,-3.08881355E+00,-3.01226533E+00
+90.47500E-03,-3.08876834E+00,-3.01261912E+00
+90.50000E-03,-3.08869590E+00,-3.01352766E+00
+90.52500E-03,-3.08894918E+00,-3.01344722E+00
+90.55000E-03,-3.08867784E+00,-3.01334271E+00
+90.57500E-03,-3.08871402E+00,-3.01384923E+00
+90.60000E-03,-3.08848788E+00,-3.01307739E+00
+90.62500E-03,-3.08810802E+00,-3.01304525E+00
+90.65000E-03,-3.08947393E+00,-3.01365635E+00
+90.67500E-03,-3.08863262E+00,-3.01465325E+00
+90.70000E-03,-3.08800856E+00,-3.01574668E+00
+90.72500E-03,-3.08915724E+00,-3.01458088E+00
+90.75000E-03,-3.08856034E+00,-3.01553770E+00
+90.77500E-03,-3.08902159E+00,-3.01528043E+00
+90.80000E-03,-3.08949191E+00,-3.01636587E+00
+90.82500E-03,-3.08917536E+00,-3.01603622E+00
+90.85000E-03,-3.08941046E+00,-3.01641400E+00
+90.87500E-03,-3.08901253E+00,-3.01638182E+00
+90.90000E-03,-3.08918438E+00,-3.01712156E+00
+90.92500E-03,-3.08865080E+00,-3.01667940E+00
+90.95000E-03,-3.08903061E+00,-3.01654263E+00
+90.97500E-03,-3.08946479E+00,-3.01655875E+00
+91.00000E-03,-3.08892209E+00,-3.01774872E+00
+91.02500E-03,-3.08913915E+00,-3.01740296E+00
+91.05000E-03,-3.08923866E+00,-3.01795775E+00
+91.07500E-03,-3.08878640E+00,-3.01786933E+00
+91.10000E-03,-3.08878640E+00,-3.01868138E+00
+91.12500E-03,-3.08878640E+00,-3.01887436E+00
+91.15000E-03,-3.08893114E+00,-3.01889040E+00
+91.17500E-03,-3.08902155E+00,-3.01938889E+00
+91.20000E-03,-3.08871402E+00,-3.01928437E+00
+91.22500E-03,-3.08885879E+00,-3.01887436E+00
+91.25000E-03,-3.08923866E+00,-3.01967837E+00
+91.27500E-03,-3.08894020E+00,-3.01954979E+00
+91.30000E-03,-3.08847883E+00,-3.02001608E+00
+91.32500E-03,-3.08856935E+00,-3.01988745E+00
+91.35000E-03,-3.08923866E+00,-3.02045016E+00
+91.37500E-03,-3.08874116E+00,-3.02000010E+00
+91.40000E-03,-3.08902159E+00,-3.02069951E+00
+91.42500E-03,-3.08861451E+00,-3.02050651E+00
+91.45000E-03,-3.08946479E+00,-3.02120609E+00
+91.47500E-03,-3.08865975E+00,-3.02139083E+00
+91.50000E-03,-3.08842468E+00,-3.02192961E+00
+91.52500E-03,-3.08913009E+00,-3.02184917E+00
+91.55000E-03,-3.08797241E+00,-3.02150352E+00
+91.57500E-03,-3.08857834E+00,-3.02185730E+00
+91.60000E-03,-3.08901253E+00,-3.02138287E+00
+91.62500E-03,-3.08919348E+00,-3.02168843E+00
+91.65000E-03,-3.08865978E+00,-3.02315983E+00
+91.67500E-03,-3.08846080E+00,-3.02315176E+00
+91.70000E-03,-3.08898538E+00,-3.02258899E+00
+91.72500E-03,-3.08944673E+00,-3.02328844E+00
+91.75000E-03,-3.08887690E+00,-3.02345729E+00
+91.77500E-03,-3.08839749E+00,-3.02344117E+00
+91.80000E-03,-3.08889496E+00,-3.02311950E+00
+91.82500E-03,-3.08932004E+00,-3.02370648E+00
+91.85000E-03,-3.08935620E+00,-3.02447033E+00
+91.87500E-03,-3.08856025E+00,-3.02369847E+00
+91.90000E-03,-3.08875023E+00,-3.02480807E+00
+91.92500E-03,-3.08900344E+00,-3.02458297E+00
+91.95000E-03,-3.08889493E+00,-3.02471157E+00
+91.97500E-03,-3.08856027E+00,-3.02563615E+00
+92.00000E-03,-3.08887681E+00,-3.02542710E+00
+92.02500E-03,-3.08922960E+00,-3.02529847E+00
+92.05000E-03,-3.08878640E+00,-3.02553163E+00
+92.07500E-03,-3.08881347E+00,-3.02533058E+00
+92.10000E-03,-3.08911201E+00,-3.02557180E+00
+92.12500E-03,-3.08874121E+00,-3.02534676E+00
+92.15000E-03,-3.08906682E+00,-3.02606228E+00
+92.17500E-03,-3.08878640E+00,-3.02649646E+00
+92.20000E-03,-3.08923866E+00,-3.02629548E+00
+92.22500E-03,-3.08799039E+00,-3.02580498E+00
+92.25000E-03,-3.08905779E+00,-3.02631154E+00
+92.27500E-03,-3.08956431E+00,-3.02702711E+00
+92.30000E-03,-3.08933813E+00,-3.02709139E+00
+92.32500E-03,-3.08903968E+00,-3.02685836E+00
+92.35000E-03,-3.08879543E+00,-3.02710754E+00
+92.37500E-03,-3.08914824E+00,-3.02703512E+00
+92.40000E-03,-3.08894918E+00,-3.02744523E+00
+92.42500E-03,-3.08957335E+00,-3.02771057E+00
+92.45000E-03,-3.08923866E+00,-3.02784725E+00
+92.47500E-03,-3.08939240E+00,-3.02855478E+00
+92.50000E-03,-3.08923868E+00,-3.02771862E+00
+92.52500E-03,-3.08920250E+00,-3.02791959E+00
+92.55000E-03,-3.08961858E+00,-3.02812867E+00
+92.57500E-03,-3.08856027E+00,-3.02812059E+00
+92.60000E-03,-3.08903067E+00,-3.02839397E+00
+92.62500E-03,-3.08928382E+00,-3.02844217E+00
+92.65000E-03,-3.08878640E+00,-3.02832160E+00
+92.67500E-03,-3.08918442E+00,-3.02861903E+00
+92.70000E-03,-3.08894923E+00,-3.02903714E+00
+92.72500E-03,-3.08936531E+00,-3.02927832E+00
+92.75000E-03,-3.08923866E+00,-3.02936686E+00
+92.77500E-03,-3.08900355E+00,-3.02983312E+00
+92.80000E-03,-3.08923866E+00,-3.02994573E+00
+92.82500E-03,-3.08941057E+00,-3.03006638E+00
+92.85000E-03,-3.08906679E+00,-3.03028342E+00
+92.87500E-03,-3.08892209E+00,-3.02944724E+00
+92.90000E-03,-3.08863268E+00,-3.03015473E+00
+92.92500E-03,-3.08940146E+00,-3.02981704E+00
+92.95000E-03,-3.08873210E+00,-3.03030751E+00
+92.97500E-03,-3.08812607E+00,-3.03050857E+00
+93.00000E-03,-3.08896732E+00,-3.03005027E+00
+93.02500E-03,-3.08810801E+00,-3.02992964E+00
+93.05000E-03,-3.08880443E+00,-3.02964014E+00
+93.07500E-03,-3.08916628E+00,-3.02966429E+00
+93.10000E-03,-3.08946479E+00,-3.02996181E+00
+93.12500E-03,-3.08969084E+00,-3.03093460E+00
+93.15000E-03,-3.08909400E+00,-3.03110352E+00
+93.17500E-03,-3.08900344E+00,-3.03059696E+00
+93.20000E-03,-3.08913014E+00,-3.03083819E+00
+93.22500E-03,-3.08810801E+00,-3.03030764E+00
+93.25000E-03,-3.08896737E+00,-3.03121602E+00
+93.27500E-03,-3.08832508E+00,-3.03093466E+00
+93.30000E-03,-3.08898541E+00,-3.03146536E+00
+93.32500E-03,-3.08940149E+00,-3.03136887E+00
+93.35000E-03,-3.08946479E+00,-3.03151353E+00
+93.37500E-03,-3.08932913E+00,-3.03153768E+00
+93.40000E-03,-3.08878640E+00,-3.03153768E+00
+93.42500E-03,-3.08885883E+00,-3.03081413E+00
+93.45000E-03,-3.08942864E+00,-3.03215676E+00
+93.47500E-03,-3.08906679E+00,-3.03174678E+00
+93.50000E-03,-3.08914823E+00,-3.03218092E+00
+93.52500E-03,-3.08921156E+00,-3.03191559E+00
+93.55000E-03,-3.08923866E+00,-3.03208439E+00
+93.57500E-03,-3.08963662E+00,-3.03211656E+00
+93.60000E-03,-3.08881349E+00,-3.03194771E+00
+93.62500E-03,-3.08951008E+00,-3.03258296E+00
+93.65000E-03,-3.08864166E+00,-3.03254270E+00
+93.67500E-03,-3.08912109E+00,-3.03244620E+00
+93.70000E-03,-3.08954617E+00,-3.03220503E+00
+93.72500E-03,-3.08932000E+00,-3.03291254E+00
+93.75000E-03,-3.08969089E+00,-3.03274369E+00
+93.77500E-03,-3.08832499E+00,-3.03354773E+00
+93.80000E-03,-3.08848792E+00,-3.03334672E+00
+93.82500E-03,-3.08923866E+00,-3.03304925E+00
+93.85000E-03,-3.08952808E+00,-3.03314572E+00
+93.87500E-03,-3.08960035E+00,-3.03266335E+00
+93.90000E-03,-3.08921148E+00,-3.03353162E+00
+93.92500E-03,-3.08858739E+00,-3.03296882E+00
+93.95000E-03,-3.08843367E+00,-3.03267930E+00
+93.97500E-03,-3.08843362E+00,-3.03316987E+00
+94.00000E-03,-3.08896725E+00,-3.03330648E+00
+94.02500E-03,-3.08940153E+00,-3.03400597E+00
+94.05000E-03,-3.08923866E+00,-3.03319400E+00
+94.07500E-03,-3.08906675E+00,-3.03354773E+00
+94.10000E-03,-3.08833414E+00,-3.03308939E+00
+94.12500E-03,-3.08901245E+00,-3.03378896E+00
+94.15000E-03,-3.08895833E+00,-3.03472967E+00
+94.17500E-03,-3.08894920E+00,-3.03380503E+00
+94.20000E-03,-3.08881355E+00,-3.03386941E+00
+94.22500E-03,-3.08945576E+00,-3.03454473E+00
+94.25000E-03,-3.08923866E+00,-3.03407037E+00
+94.27500E-03,-3.08909392E+00,-3.03411046E+00
+94.30000E-03,-3.08947380E+00,-3.03393372E+00
+94.32500E-03,-3.08878640E+00,-3.03422307E+00
+94.35000E-03,-3.08878640E+00,-3.03522807E+00
+94.37500E-03,-3.08946483E+00,-3.03415071E+00
+94.40000E-03,-3.08912102E+00,-3.03529248E+00
+94.42500E-03,-3.08909397E+00,-3.03509954E+00
+94.45000E-03,-3.08922958E+00,-3.03495476E+00
+94.47500E-03,-3.08903067E+00,-3.03459288E+00
+94.50000E-03,-3.08932906E+00,-3.03403017E+00
+94.52500E-03,-3.08903066E+00,-3.03496282E+00
+94.55000E-03,-3.08903965E+00,-3.03508345E+00
+94.57500E-03,-3.08936526E+00,-3.03515577E+00
+94.60000E-03,-3.08959144E+00,-3.03506734E+00
+94.62500E-03,-3.08932913E+00,-3.03507535E+00
+94.65000E-03,-3.08923866E+00,-3.03515577E+00
+94.67500E-03,-3.08922055E+00,-3.03529239E+00
+94.70000E-03,-3.08880447E+00,-3.03537284E+00
+94.72500E-03,-3.08969092E+00,-3.03535677E+00
+94.75000E-03,-3.08969092E+00,-3.03559793E+00
+94.77500E-03,-3.08943769E+00,-3.03542114E+00
+94.80000E-03,-3.08950092E+00,-3.03581508E+00
+94.82500E-03,-3.08923866E+00,-3.03578292E+00
+94.85000E-03,-3.08922963E+00,-3.03633772E+00
+94.87500E-03,-3.08960051E+00,-3.03559796E+00
+94.90000E-03,-3.08825275E+00,-3.03581509E+00
+94.92500E-03,-3.08866883E+00,-3.03574276E+00
+94.95000E-03,-3.08908491E+00,-3.03577477E+00
+94.97500E-03,-3.08859647E+00,-3.03538895E+00
+95.00000E-03,-3.08833419E+00,-3.03535679E+00
+95.02500E-03,-3.08961860E+00,-3.03609650E+00
+95.05000E-03,-3.08902163E+00,-3.03548538E+00
+95.07500E-03,-3.08911198E+00,-3.03586332E+00
+95.10000E-03,-3.08946479E+00,-3.03610454E+00
+95.12500E-03,-3.08923866E+00,-3.03600000E+00
+95.15000E-03,-3.08943760E+00,-3.03579906E+00
+95.17500E-03,-3.08923866E+00,-3.03653870E+00
+95.20000E-03,-3.08969092E+00,-3.03607232E+00
+95.22500E-03,-3.08946479E+00,-3.03613664E+00
+95.25000E-03,-3.08923866E+00,-3.03660297E+00
+95.27500E-03,-3.08917540E+00,-3.03631354E+00
+95.30000E-03,-3.08967281E+00,-3.03634570E+00
+95.32500E-03,-3.08882255E+00,-3.03656280E+00
+95.35000E-03,-3.08901253E+00,-3.03691659E+00
+95.37500E-03,-3.08951005E+00,-3.03632156E+00
+95.40000E-03,-3.08974512E+00,-3.03658689E+00
+95.42500E-03,-3.08923866E+00,-3.03632968E+00
+95.45000E-03,-3.08943764E+00,-3.03681208E+00
+95.47500E-03,-3.08922061E+00,-3.03640994E+00
+95.50000E-03,-3.08941958E+00,-3.03656272E+00
+95.52500E-03,-3.08909392E+00,-3.03643414E+00
+95.55000E-03,-3.08923866E+00,-3.03674779E+00
+95.57500E-03,-3.08931104E+00,-3.03676381E+00
+95.60000E-03,-3.08976332E+00,-3.03709352E+00
+95.62500E-03,-3.08969094E+00,-3.03756783E+00
+95.65000E-03,-3.08999853E+00,-3.03673166E+00
+95.67500E-03,-3.08915722E+00,-3.03696481E+00
+95.70000E-03,-3.08878640E+00,-3.03775269E+00
+95.72500E-03,-3.08913909E+00,-3.03751158E+00
+95.75000E-03,-3.08869600E+00,-3.03760804E+00
+95.77500E-03,-3.08924772E+00,-3.03739099E+00
+95.80000E-03,-3.08881352E+00,-3.03746324E+00
+95.82500E-03,-3.08956433E+00,-3.03791357E+00
+95.85000E-03,-3.08936531E+00,-3.03768040E+00
+95.87500E-03,-3.08901253E+00,-3.03829151E+00
+95.90000E-03,-3.08951908E+00,-3.03781709E+00
+95.92500E-03,-3.08948290E+00,-3.03796984E+00
+95.95000E-03,-3.08946479E+00,-3.03833972E+00
+95.97500E-03,-3.08950993E+00,-3.03787339E+00
+96.00000E-03,-3.08932910E+00,-3.03752759E+00
+96.02500E-03,-3.08969092E+00,-3.03783320E+00
+96.05000E-03,-3.08930200E+00,-3.03759201E+00
+96.07500E-03,-3.09023355E+00,-3.03759196E+00
+96.10000E-03,-3.08926574E+00,-3.03835580E+00
+96.12500E-03,-3.08941958E+00,-3.03813066E+00
+96.15000E-03,-3.08989902E+00,-3.03745520E+00
+96.17500E-03,-3.08992606E+00,-3.03816283E+00
+96.20000E-03,-3.08984467E+00,-3.03877386E+00
+96.22500E-03,-3.08969092E+00,-3.03817084E+00
+96.25000E-03,-3.08946479E+00,-3.03837188E+00
+96.27500E-03,-3.08969092E+00,-3.03870957E+00
+96.30000E-03,-3.08961858E+00,-3.03850855E+00
+96.32500E-03,-3.08956424E+00,-3.03888647E+00
+96.35000E-03,-3.08991705E+00,-3.03833173E+00
+96.37500E-03,-3.08973617E+00,-3.03873364E+00
+96.40000E-03,-3.08948292E+00,-3.03897486E+00
+96.42500E-03,-3.08988994E+00,-3.03804215E+00
+96.45000E-03,-3.08966386E+00,-3.03840406E+00
+96.47500E-03,-3.08941045E+00,-3.03868543E+00
+96.50000E-03,-3.08960045E+00,-3.03845226E+00
+96.52500E-03,-3.08975419E+00,-3.03877386E+00
+96.55000E-03,-3.08923866E+00,-3.03895876E+00
+96.57500E-03,-3.08929288E+00,-3.03858892E+00
+96.60000E-03,-3.08917529E+00,-3.03877386E+00
+96.62500E-03,-3.08978136E+00,-3.03901509E+00
+96.65000E-03,-3.08966382E+00,-3.03897486E+00
+96.67500E-03,-3.08962759E+00,-3.03903116E+00
+96.70000E-03,-3.08889502E+00,-3.03915173E+00
+96.72500E-03,-3.08945577E+00,-3.03915982E+00
+96.75000E-03,-3.08951000E+00,-3.03877386E+00
+96.77500E-03,-3.08940144E+00,-3.03870151E+00
+96.80000E-03,-3.08935623E+00,-3.03887836E+00
+96.82500E-03,-3.08947378E+00,-3.03917587E+00
+96.85000E-03,-3.08942859E+00,-3.03857285E+00
+96.87500E-03,-3.08969089E+00,-3.03877386E+00
+96.90000E-03,-3.08904869E+00,-3.03928044E+00
+96.92500E-03,-3.08953714E+00,-3.03903917E+00
+96.95000E-03,-3.08957332E+00,-3.03908747E+00
+96.97500E-03,-3.08874127E+00,-3.03878999E+00
+97.00000E-03,-3.08964568E+00,-3.03913565E+00
+97.02500E-03,-3.08990799E+00,-3.03917587E+00
+97.05000E-03,-3.08906677E+00,-3.03899897E+00
+97.07500E-03,-3.08995329E+00,-3.03955382E+00
+97.10000E-03,-3.08916636E+00,-3.03946530E+00
+97.12500E-03,-3.08937432E+00,-3.03909545E+00
+97.15000E-03,-3.08929295E+00,-3.03907138E+00
+97.17500E-03,-3.08965470E+00,-3.03956178E+00
+97.20000E-03,-3.08969092E+00,-3.03936081E+00
+97.22500E-03,-3.08958242E+00,-3.03917587E+00
+97.25000E-03,-3.08946479E+00,-3.03917587E+00
+97.27500E-03,-3.08926576E+00,-3.03928841E+00
+97.30000E-03,-3.08975426E+00,-3.03932057E+00
+97.32500E-03,-3.09003457E+00,-3.04006021E+00
+97.35000E-03,-3.08968190E+00,-3.03938490E+00
+97.37500E-03,-3.08941958E+00,-3.03957788E+00
+97.40000E-03,-3.08954618E+00,-3.03956185E+00
+97.42500E-03,-3.08958236E+00,-3.03937687E+00
+97.45000E-03,-3.08969092E+00,-3.03930454E+00
+97.47500E-03,-3.08946479E+00,-3.03957788E+00
+97.50000E-03,-3.08923870E+00,-3.03917590E+00
+97.52500E-03,-3.08991705E+00,-3.03920801E+00
+97.55000E-03,-3.08953714E+00,-3.03930448E+00
+97.57500E-03,-3.08924774E+00,-3.03937687E+00
+97.60000E-03,-3.08954622E+00,-3.03943312E+00
+97.62500E-03,-3.08946479E+00,-3.03933665E+00
+97.65000E-03,-3.08968186E+00,-3.03978694E+00
+97.67500E-03,-3.09003472E+00,-3.03995578E+00
+97.70000E-03,-3.08920242E+00,-3.03952161E+00
+97.72500E-03,-3.08946479E+00,-3.03944114E+00
+97.75000E-03,-3.08941960E+00,-3.03957788E+00
+97.77500E-03,-3.08968195E+00,-3.04028538E+00
+97.80000E-03,-3.08970903E+00,-3.03942516E+00
+97.82500E-03,-3.09012511E+00,-3.03937687E+00
+97.85000E-03,-3.08964579E+00,-3.03968243E+00
+97.87500E-03,-3.08982662E+00,-3.03985935E+00
+97.90000E-03,-3.08979044E+00,-3.04006835E+00
+97.92500E-03,-3.08966371E+00,-3.04012459E+00
+97.95000E-03,-3.08951910E+00,-3.03960201E+00
+97.97500E-03,-3.08969092E+00,-3.04055081E+00
+98.00000E-03,-3.08978134E+00,-3.04022108E+00
+98.02500E-03,-3.08944676E+00,-3.04025324E+00
+98.05000E-03,-3.08934722E+00,-3.03977088E+00
+98.07500E-03,-3.08961854E+00,-3.03997989E+00
+98.10000E-03,-3.08942859E+00,-3.04011654E+00
+98.12500E-03,-3.08923868E+00,-3.03917588E+00
+98.15000E-03,-3.08901253E+00,-3.03984317E+00
+98.17500E-03,-3.08908487E+00,-3.03957788E+00
+98.20000E-03,-3.08890401E+00,-3.04028543E+00
+98.22500E-03,-3.08856027E+00,-3.04018089E+00
+98.25000E-03,-3.08828889E+00,-3.03981910E+00
+98.27500E-03,-3.08836133E+00,-3.04036578E+00
+98.30000E-03,-3.08941056E+00,-3.04028548E+00
+98.32500E-03,-3.08884970E+00,-3.04001210E+00
+98.35000E-03,-3.08875923E+00,-3.04002000E+00
+98.37500E-03,-3.08910291E+00,-3.04070349E+00
+98.40000E-03,-3.08946479E+00,-3.03977888E+00
+98.42500E-03,-3.08904875E+00,-3.04093662E+00
+98.45000E-03,-3.08923866E+00,-3.04051865E+00
+98.47500E-03,-3.08985368E+00,-3.04078391E+00
+98.50000E-03,-3.08969092E+00,-3.04086438E+00
+98.52500E-03,-3.08923866E+00,-3.04080799E+00
+98.55000E-03,-3.08940146E+00,-3.04084021E+00
+98.57500E-03,-3.08943764E+00,-3.04093664E+00
+98.60000E-03,-3.08903058E+00,-3.04137890E+00
+98.62500E-03,-3.08910294E+00,-3.04110555E+00
+98.65000E-03,-3.08901253E+00,-3.04085625E+00
+98.67500E-03,-3.08958236E+00,-3.04078391E+00
+98.70000E-03,-3.08969991E+00,-3.04118592E+00
+98.72500E-03,-3.09010698E+00,-3.04034972E+00
+98.75000E-03,-3.08946483E+00,-3.04118586E+00
+98.77500E-03,-3.08934715E+00,-3.04068748E+00
+98.80000E-03,-3.08953713E+00,-3.04091252E+00
+98.82500E-03,-3.08947388E+00,-3.04117784E+00
+98.85000E-03,-3.08946479E+00,-3.04092866E+00
+98.87500E-03,-3.08991705E+00,-3.04138675E+00
