t,u_1,u_2
+75.005000E-03,-3.072637028E+00,+2.919136536E+00
+75.007500E-03,-3.068753609E+00,+2.916932380E+00
+75.010000E-03,-3.059635181E+00,+2.914728166E+00
+75.012500E-03,-3.052263785E+00,+2.912422348E+00
+75.015000E-03,-3.045502402E+00,+2.908527933E+00
+75.017500E-03,-3.040120650E+00,+2.903862238E+00
+75.020000E-03,-3.035997983E+00,+2.897708912E+00
+75.022500E-03,-3.031193169E+00,+2.887154422E+00
+75.025000E-03,-3.026866482E+00,+2.877566699E+00
+75.027500E-03,-3.019528421E+00,+2.869886622E+00
+75.030000E-03,-3.014076105E+00,+2.863429645E+00
+75.032500E-03,-3.006745397E+00,+2.856817244E+00
+75.035000E-03,-3.002433260E+00,+2.846620981E+00
+75.037500E-03,-2.996614794E+00,+2.830365512E+00
+75.040000E-03,-2.993329741E+00,+2.818790841E+00
+75.042500E-03,-2.989657379E+00,+2.811500387E+00
+75.045000E-03,-2.985302658E+00,+2.801164635E+00
+75.047500E-03,-2.982777462E+00,+2.783965746E+00
+75.050000E-03,-2.977866530E+00,+2.769767516E+00
+75.052500E-03,-2.971879269E+00,+2.760124681E+00
+75.055000E-03,-2.967446999E+00,+2.746236690E+00
+75.057500E-03,-2.963999816E+00,+2.724948899E+00
+75.060000E-03,-2.959406172E+00,+2.714536225E+00
+75.062500E-03,-2.955002370E+00,+2.702742308E+00
+75.065000E-03,-2.952005166E+00,+2.679094583E+00
+75.067500E-03,-2.949437766E+00,+2.665363824E+00
+75.070000E-03,-2.945849606E+00,+2.650672470E+00
+75.072500E-03,-2.944787239E+00,+2.628840847E+00
+75.075000E-03,-2.941670601E+00,+2.613793397E+00
+75.077500E-03,-2.938807394E+00,+2.598604891E+00
+75.080000E-03,-2.935183779E+00,+2.576640065E+00
+75.082500E-03,-2.932707563E+00,+2.562807389E+00
+75.085000E-03,-2.930850888E+00,+2.543628540E+00
+75.087500E-03,-2.927740616E+00,+2.519313425E+00
+75.090000E-03,-2.923175121E+00,+2.501958540E+00
+75.092500E-03,-2.921064120E+00,+2.473700865E+00
+75.095000E-03,-2.917230453E+00,+2.458256005E+00
+75.097500E-03,-2.913980426E+00,+2.430113613E+00
+75.100000E-03,-2.910786175E+00,+2.412916492E+00
+75.102500E-03,-2.907557028E+00,+2.391145702E+00
+75.105000E-03,-2.906790194E+00,+2.369088284E+00
+75.107500E-03,-2.903772669E+00,+2.354623773E+00
+75.110000E-03,-2.902597398E+00,+2.325563092E+00
+75.112500E-03,-2.900831057E+00,+2.309128542E+00
+75.115000E-03,-2.900303988E+00,+2.280028537E+00
+75.117500E-03,-2.899340112E+00,+2.258056868E+00
+75.120000E-03,-2.897489918E+00,+2.227842221E+00
+75.122500E-03,-2.895668036E+00,+2.207139899E+00
+75.125000E-03,-2.894851382E+00,+2.177378402E+00
+75.127500E-03,-2.892241619E+00,+2.160056168E+00
+75.130000E-03,-2.891615258E+00,+2.130947987E+00
+75.132500E-03,-2.890264561E+00,+2.112465776E+00
+75.135000E-03,-2.888139822E+00,+2.084540934E+00
+75.137500E-03,-2.886902210E+00,+2.062919910E+00
+75.140000E-03,-2.884453563E+00,+2.034941182E+00
+75.142500E-03,-2.883848014E+00,+2.012836926E+00
+75.145000E-03,-2.881709960E+00,+1.985768727E+00
+75.147500E-03,-2.880978477E+00,+1.962754329E+00
+75.150000E-03,-2.879619752E+00,+1.933854816E+00
+75.152500E-03,-2.877355127E+00,+1.910700612E+00
+75.155000E-03,-2.877945377E+00,+1.882160097E+00
+75.157500E-03,-2.875926810E+00,+1.858903604E+00
+75.160000E-03,-2.873887197E+00,+1.825916702E+00
+75.162500E-03,-2.873288854E+00,+1.807480331E+00
+75.165000E-03,-2.871516226E+00,+1.774564900E+00
+75.167500E-03,-2.871888794E+00,+1.751998487E+00
+75.170000E-03,-2.869342654E+00,+1.718968260E+00
+75.172500E-03,-2.868821576E+00,+1.693503960E+00
+75.175000E-03,-2.869067986E+00,+1.666929657E+00
+75.177500E-03,-2.867766300E+00,+1.642276191E+00
+75.180000E-03,-2.866738686E+00,+1.615413637E+00
+75.182500E-03,-2.867069638E+00,+1.586150237E+00
+75.185000E-03,-2.865859827E+00,+1.561917764E+00
+75.187500E-03,-2.865479808E+00,+1.526222555E+00
+75.190000E-03,-2.865648351E+00,+1.507871065E+00
+75.192500E-03,-2.865184330E+00,+1.475203292E+00
+75.195000E-03,-2.863911265E+00,+1.449499769E+00
+75.197500E-03,-2.863017556E+00,+1.418735107E+00
+75.200000E-03,-2.861750861E+00,+1.396651969E+00
+75.202500E-03,-2.861617617E+00,+1.368191698E+00
+75.205000E-03,-2.860920526E+00,+1.336591675E+00
+75.207500E-03,-2.860822033E+00,+1.309572699E+00
+75.210000E-03,-2.860808450E+00,+1.275457118E+00
+75.212500E-03,-2.860871950E+00,+1.253452532E+00
+75.215000E-03,-2.860688852E+00,+1.221714071E+00
+75.217500E-03,-2.860450024E+00,+1.199521530E+00
+75.220000E-03,-2.860703106E+00,+1.169714595E+00
+75.222500E-03,-2.860188922E+00,+1.142872797E+00
+75.225000E-03,-2.860625843E+00,+1.115044055E+00
+75.227500E-03,-2.861195817E+00,+1.082851179E+00
+75.230000E-03,-2.860076915E+00,+1.061315360E+00
+75.232500E-03,-2.861765233E+00,+1.028516178E+00
+75.235000E-03,-2.860576164E+00,+1.006005918E+00
+75.237500E-03,-2.862138159E+00,+974.414299E-03
+75.240000E-03,-2.861448525E+00,+946.270628E-03
+75.242500E-03,-2.862665797E+00,+918.864230E-03
+75.245000E-03,-2.862911716E+00,+889.529330E-03
+75.247500E-03,-2.863664667E+00,+864.232012E-03
+75.250000E-03,-2.861962280E+00,+830.669585E-03
+75.252500E-03,-2.863200848E+00,+808.237212E-03
+75.255000E-03,-2.863537970E+00,+775.305970E-03
+75.257500E-03,-2.863622392E+00,+755.832417E-03
+75.260000E-03,-2.864628991E+00,+724.047129E-03
+75.262500E-03,-2.865937027E+00,+702.578130E-03
+75.265000E-03,-2.864678556E+00,+671.604090E-03
+75.267500E-03,-2.865936836E+00,+642.649765E-03
+75.270000E-03,-2.867070263E+00,+618.569513E-03
+75.272500E-03,-2.866921760E+00,+593.789983E-03
+75.275000E-03,-2.866781759E+00,+566.039946E-03
+75.277500E-03,-2.867801796E+00,+534.789138E-03
+75.280000E-03,-2.868146327E+00,+505.877634E-03
+75.282500E-03,-2.870616188E+00,+475.299086E-03
+75.285000E-03,-2.869693681E+00,+453.433522E-03
+75.287500E-03,-2.870158002E+00,+424.437842E-03
+75.290000E-03,-2.871706644E+00,+404.299989E-03
+75.292500E-03,-2.872487097E+00,+373.551446E-03
+75.295000E-03,-2.873127363E+00,+347.985903E-03
+75.297500E-03,-2.874773594E+00,+319.348603E-03
+75.300000E-03,-2.874344709E+00,+293.931835E-03
+75.302500E-03,-2.876447642E+00,+268.019163E-03
+75.305000E-03,-2.876743054E+00,+238.771023E-03
+75.307500E-03,-2.877531842E+00,+216.931106E-03
+75.310000E-03,-2.879732741E+00,+188.065200E-03
+75.312500E-03,-2.878847226E+00,+167.245347E-03
+75.315000E-03,-2.882083539E+00,+133.658759E-03
+75.317500E-03,-2.882547401E+00,+114.530415E-03
+75.320000E-03,-2.883679802E+00,+83.070136E-03
+75.322500E-03,-2.884587339E+00,+64.626932E-03
+75.325000E-03,-2.885635184E+00,+32.924901E-03
+75.327500E-03,-2.887288913E+00,+12.798995E-03
+75.330000E-03,-2.887443753E+00,-17.336802E-03
+75.332500E-03,-2.887894071E+00,-35.040195E-03
+75.335000E-03,-2.889399465E+00,-65.628119E-03
+75.337500E-03,-2.889997522E+00,-87.492133E-03
+75.340000E-03,-2.891833036E+00,-117.977033E-03
+75.342500E-03,-2.891756583E+00,-136.119337E-03
+75.345000E-03,-2.891446166E+00,-167.718054E-03
+75.347500E-03,-2.893127773E+00,-183.637622E-03
+75.350000E-03,-2.893198527E+00,-215.231145E-03
+75.352500E-03,-2.894303117E+00,-234.959877E-03
+75.355000E-03,-2.894731725E+00,-264.650741E-03
+75.357500E-03,-2.896146401E+00,-282.347152E-03
+75.360000E-03,-2.896103785E+00,-310.574664E-03
+75.362500E-03,-2.897138497E+00,-334.635017E-03
+75.365000E-03,-2.898292199E+00,-361.826452E-03
+75.367500E-03,-2.899228013E+00,-381.983193E-03
+75.370000E-03,-2.899361410E+00,-410.156561E-03
+75.372500E-03,-2.899544053E+00,-428.639278E-03
+75.375000E-03,-2.901710955E+00,-454.312398E-03
+75.377500E-03,-2.901507071E+00,-475.519959E-03
+75.380000E-03,-2.902788021E+00,-497.650549E-03
+75.382500E-03,-2.902710635E+00,-523.406697E-03
+75.385000E-03,-2.903913514E+00,-545.084396E-03
+75.387500E-03,-2.905052732E+00,-571.379116E-03
+75.390000E-03,-2.906930573E+00,-591.359591E-03
+75.392500E-03,-2.906108008E+00,-619.195910E-03
+75.395000E-03,-2.907564220E+00,-635.000370E-03
+75.397500E-03,-2.908943322E+00,-664.364773E-03
+75.400000E-03,-2.910259385E+00,-679.645996E-03
+75.402500E-03,-2.911638073E+00,-705.139983E-03
+75.405000E-03,-2.911792708E+00,-725.118323E-03
+75.407500E-03,-2.913924576E+00,-751.041322E-03
+75.410000E-03,-2.914760926E+00,-773.143188E-03
+75.412500E-03,-2.915078555E+00,-791.029003E-03
+75.415000E-03,-2.917075427E+00,-817.992786E-03
+75.417500E-03,-2.917688117E+00,-830.510398E-03
+75.420000E-03,-2.920614821E+00,-858.215290E-03
+75.422500E-03,-2.922663322E+00,-876.674858E-03
+75.425000E-03,-2.923027535E+00,-898.205296E-03
+75.427500E-03,-2.924427183E+00,-919.381648E-03
+75.430000E-03,-2.925806500E+00,-936.674514E-03
+75.432500E-03,-2.927452590E+00,-962.275606E-03
+75.435000E-03,-2.927122290E+00,-977.533995E-03
+75.437500E-03,-2.927916840E+00,-1.000316897E+00
+75.440000E-03,-2.930850863E+00,-1.021665847E+00
+75.442500E-03,-2.931202551E+00,-1.038763528E+00
+75.445000E-03,-2.933313674E+00,-1.061724158E+00
+75.447500E-03,-2.934917410E+00,-1.076874684E+00
+75.450000E-03,-2.935515114E+00,-1.096277582E+00
+75.452500E-03,-2.936535143E+00,-1.120032362E+00
+75.455000E-03,-2.936309588E+00,-1.134551116E+00
+75.457500E-03,-2.938068883E+00,-1.158915891E+00
+75.460000E-03,-2.939623657E+00,-1.176128588E+00
+75.462500E-03,-2.940439882E+00,-1.194340179E+00
+75.465000E-03,-2.940847562E+00,-1.217214398E+00
+75.467500E-03,-2.941544622E+00,-1.227986750E+00
+75.470000E-03,-2.942972691E+00,-1.249883637E+00
+75.472500E-03,-2.944273837E+00,-1.269167144E+00
+75.475000E-03,-2.944273474E+00,-1.282353910E+00
+75.477500E-03,-2.945033854E+00,-1.305355792E+00
+75.480000E-03,-2.946489553E+00,-1.323626968E+00
+75.482500E-03,-2.946784957E+00,-1.340468281E+00
+75.485000E-03,-2.948115335E+00,-1.362346461E+00
+75.487500E-03,-2.948670822E+00,-1.374223714E+00
+75.490000E-03,-2.949635153E+00,-1.388190832E+00
+75.492500E-03,-2.949895089E+00,-1.410505838E+00
+75.495000E-03,-2.950064227E+00,-1.423426481E+00
+75.497500E-03,-2.952244838E+00,-1.436988092E+00
+75.500000E-03,-2.953067954E+00,-1.459475430E+00
+75.502500E-03,-2.953827458E+00,-1.475340861E+00
+75.505000E-03,-2.955579069E+00,-1.495601298E+00
+75.507500E-03,-2.956043390E+00,-1.515779921E+00
+75.510000E-03,-2.958456677E+00,-1.526709041E+00
+75.512500E-03,-2.958731568E+00,-1.544024114E+00
+75.515000E-03,-2.960813609E+00,-1.564344487E+00
+75.517500E-03,-2.960187107E+00,-1.573324895E+00
+75.520000E-03,-2.962932166E+00,-1.587245142E+00
+75.522500E-03,-2.962797231E+00,-1.606756699E+00
+75.525000E-03,-2.964253661E+00,-1.621834529E+00
+75.527500E-03,-2.965555243E+00,-1.634866759E+00
+75.530000E-03,-2.966948133E+00,-1.656613662E+00
+75.532500E-03,-2.967412005E+00,-1.670351952E+00
+75.535000E-03,-2.970915897E+00,-1.679356556E+00
+75.537500E-03,-2.972310066E+00,-1.698984699E+00
+75.540000E-03,-2.973055193E+00,-1.716299358E+00
+75.542500E-03,-2.973701524E+00,-1.725256313E+00
+75.545000E-03,-2.975362127E+00,-1.738157233E+00
+75.547500E-03,-2.975362733E+00,-1.758196517E+00
+75.550000E-03,-2.974420171E+00,-1.769551542E+00
+75.552500E-03,-2.975102129E+00,-1.779716704E+00
+75.555000E-03,-2.974497560E+00,-1.795856325E+00
+75.557500E-03,-2.975045924E+00,-1.812905991E+00
+75.560000E-03,-2.976051573E+00,-1.822072316E+00
+75.562500E-03,-2.978042452E+00,-1.830423586E+00
+75.565000E-03,-2.977226906E+00,-1.849545871E+00
+75.567500E-03,-2.979464245E+00,-1.865052223E+00
+75.570000E-03,-2.980519369E+00,-1.873673992E+00
+75.572500E-03,-2.981848634E+00,-1.884362040E+00
+75.575000E-03,-2.982967304E+00,-1.902354675E+00
+75.577500E-03,-2.983825364E+00,-1.916957501E+00
+75.580000E-03,-2.984726098E+00,-1.926974767E+00
+75.582500E-03,-2.984901977E+00,-1.941166910E+00
+75.585000E-03,-2.984726098E+00,-1.958153746E+00
+75.587500E-03,-2.986273217E+00,-1.968598551E+00
+75.590000E-03,-2.986794362E+00,-1.975133048E+00
+75.592500E-03,-2.987497724E+00,-1.985439284E+00
+75.595000E-03,-2.988433557E+00,-2.003891383E+00
+75.597500E-03,-2.989143176E+00,-2.015285234E+00
+75.600000E-03,-2.989932595E+00,-2.022691917E+00
+75.602500E-03,-2.990431703E+00,-2.034454607E+00
+75.605000E-03,-2.991255053E+00,-2.050250070E+00
+75.607500E-03,-2.992422423E+00,-2.064713795E+00
+75.610000E-03,-2.992464791E+00,-2.072985482E+00
+75.612500E-03,-2.993062624E+00,-2.084226233E+00
+75.615000E-03,-2.993753250E+00,-2.098238634E+00
+75.617500E-03,-2.994646089E+00,-2.111961364E+00
+75.620000E-03,-2.997353450E+00,-2.120661877E+00
+75.622500E-03,-2.997332975E+00,-2.130490566E+00
+75.625000E-03,-2.997213535E+00,-2.143733434E+00
+75.627500E-03,-2.998712264E+00,-2.159100498E+00
+75.630000E-03,-2.999746594E+00,-2.168236932E+00
+75.632500E-03,-3.000584019E+00,-2.174655200E+00
+75.635000E-03,-3.002314037E+00,-2.185520339E+00
+75.637500E-03,-3.000907400E+00,-2.200125316E+00
+75.640000E-03,-3.003010440E+00,-2.212329625E+00
+75.642500E-03,-3.004151255E+00,-2.220048646E+00
+75.645000E-03,-3.004558897E+00,-2.225383809E+00
+75.647500E-03,-3.005381294E+00,-2.237036514E+00
+75.650000E-03,-3.007344108E+00,-2.249701960E+00
+75.652500E-03,-3.007779727E+00,-2.262335541E+00
+75.655000E-03,-3.008441515E+00,-2.269469505E+00
+75.657500E-03,-3.009664992E+00,-2.276628437E+00
+75.660000E-03,-3.011670418E+00,-2.285024119E+00
+75.662500E-03,-3.011495103E+00,-2.300135744E+00
+75.665000E-03,-3.013281392E+00,-2.311965992E+00
+75.667500E-03,-3.015033150E+00,-2.318251582E+00
+75.670000E-03,-3.014625595E+00,-2.323088607E+00
+75.672500E-03,-3.016187647E+00,-2.330192305E+00
+75.675000E-03,-3.017650639E+00,-2.341923356E+00
+75.677500E-03,-3.018382297E+00,-2.354066143E+00
+75.680000E-03,-3.019726097E+00,-2.363303924E+00
+75.682500E-03,-3.020267317E+00,-2.369221719E+00
+75.685000E-03,-3.021133132E+00,-2.374036823E+00
+75.687500E-03,-3.021837385E+00,-2.385384232E+00
+75.690000E-03,-3.022068647E+00,-2.393875088E+00
+75.692500E-03,-3.024130363E+00,-2.407592600E+00
+75.695000E-03,-3.024453243E+00,-2.415293781E+00
+75.697500E-03,-3.024348043E+00,-2.421579733E+00
+75.700000E-03,-3.025776102E+00,-2.427523518E+00
+75.702500E-03,-3.026782626E+00,-2.438148279E+00
+75.705000E-03,-3.028929262E+00,-2.448724025E+00
+75.707500E-03,-3.027563118E+00,-2.459309750E+00
+75.710000E-03,-3.028506575E+00,-2.465851733E+00
+75.712500E-03,-3.029751637E+00,-2.470049791E+00
+75.715000E-03,-3.030096278E+00,-2.474076675E+00
+75.717500E-03,-3.032009348E+00,-2.479101832E+00
+75.720000E-03,-3.030834473E+00,-2.489078551E+00
+75.722500E-03,-3.031678528E+00,-2.499897581E+00
+75.725000E-03,-3.033127857E+00,-2.507399073E+00
+75.727500E-03,-3.033352565E+00,-2.515514786E+00
+75.730000E-03,-3.034021658E+00,-2.520569442E+00
+75.732500E-03,-3.033881206E+00,-2.526068068E+00
+75.735000E-03,-3.034837822E+00,-2.532353932E+00
+75.737500E-03,-3.034569731E+00,-2.542528059E+00
+75.740000E-03,-3.035843769E+00,-2.552714886E+00
+75.742500E-03,-3.035379363E+00,-2.559094778E+00
+75.745000E-03,-3.036694015E+00,-2.566251981E+00
+75.747500E-03,-3.037383545E+00,-2.570854409E+00
+75.750000E-03,-3.037138411E+00,-2.575239305E+00
+75.752500E-03,-3.037546028E+00,-2.581797783E+00
+75.755000E-03,-3.038249630E+00,-2.590195016E+00
+75.757500E-03,-3.038094687E+00,-2.601177429E+00
+75.760000E-03,-3.039522742E+00,-2.608709152E+00
+75.762500E-03,-3.039002309E+00,-2.613990245E+00
+75.765000E-03,-3.039937987E+00,-2.618296873E+00
+75.767500E-03,-3.039311771E+00,-2.622051334E+00
+75.770000E-03,-3.041387659E+00,-2.626966819E+00
+75.772500E-03,-3.041401815E+00,-2.632847663E+00
+75.775000E-03,-3.042660001E+00,-2.640434381E+00
+75.777500E-03,-3.042886495E+00,-2.647895813E+00
+75.780000E-03,-3.043202993E+00,-2.654968650E+00
+75.782500E-03,-3.044321243E+00,-2.661260695E+00
+75.785000E-03,-3.045151738E+00,-2.665171316E+00
+75.787500E-03,-3.046354582E+00,-2.669680735E+00
+75.790000E-03,-3.046256693E+00,-2.673373077E+00
+75.792500E-03,-3.046388982E+00,-2.678715912E+00
+75.795000E-03,-3.048358399E+00,-2.684535593E+00
+75.797500E-03,-3.048211610E+00,-2.691630175E+00
+75.800000E-03,-3.048218559E+00,-2.701148745E+00
+75.802500E-03,-3.049232405E+00,-2.706476577E+00
+75.805000E-03,-3.048887769E+00,-2.710736555E+00
+75.807500E-03,-3.050062992E+00,-2.716413926E+00
+75.810000E-03,-3.052430976E+00,-2.718027009E+00
+75.812500E-03,-3.052439316E+00,-2.721672236E+00
+75.815000E-03,-3.052566996E+00,-2.726197903E+00
+75.817500E-03,-3.052468853E+00,-2.730217484E+00
+75.820000E-03,-3.053931034E+00,-2.736019571E+00
+75.822500E-03,-3.054155460E+00,-2.741644354E+00
+75.825000E-03,-3.053671259E+00,-2.749557439E+00
+75.827500E-03,-3.055935884E+00,-2.755476941E+00
+75.830000E-03,-3.056253697E+00,-2.761473458E+00
+75.832500E-03,-3.057040934E+00,-2.764822704E+00
+75.835000E-03,-3.056303386E+00,-2.768638313E+00
+75.837500E-03,-3.057363847E+00,-2.770391117E+00
+75.840000E-03,-3.058243685E+00,-2.773904225E+00
+75.842500E-03,-3.059509132E+00,-2.779341006E+00
+75.845000E-03,-3.058827250E+00,-2.782666395E+00
+75.847500E-03,-3.060579629E+00,-2.790471899E+00
+75.850000E-03,-3.061234522E+00,-2.793913434E+00
+75.852500E-03,-3.060586665E+00,-2.800534529E+00
+75.855000E-03,-3.059890983E+00,-2.805948830E+00
+75.857500E-03,-3.061233634E+00,-2.810854880E+00
+75.860000E-03,-3.062099139E+00,-2.814344525E+00
+75.862500E-03,-3.061937152E+00,-2.815917694E+00
+75.865000E-03,-3.062190061E+00,-2.818558542E+00
+75.867500E-03,-3.062759462E+00,-2.820302771E+00
+75.870000E-03,-3.063583204E+00,-2.821612107E+00
+75.872500E-03,-3.064019474E+00,-2.825264428E+00
+75.875000E-03,-3.066157359E+00,-2.828185879E+00
+75.877500E-03,-3.066102156E+00,-2.831667637E+00
+75.880000E-03,-3.064975988E+00,-2.835895839E+00
+75.882500E-03,-3.065989594E+00,-2.840391457E+00
+75.885000E-03,-3.066403586E+00,-2.845368593E+00
+75.887500E-03,-3.067565293E+00,-2.850657088E+00
+75.890000E-03,-3.067346659E+00,-2.854404472E+00
+75.892500E-03,-3.068213525E+00,-2.858617290E+00
+75.895000E-03,-3.068690467E+00,-2.861600357E+00
+75.897500E-03,-3.069049624E+00,-2.863282669E+00
+75.900000E-03,-3.070273472E+00,-2.865417243E+00
+75.902500E-03,-3.069330758E+00,-2.867573673E+00
+75.905000E-03,-3.071630622E+00,-2.868439456E+00
+75.907500E-03,-3.071188864E+00,-2.871648603E+00
+75.910000E-03,-3.070723721E+00,-2.873657343E+00
+75.912500E-03,-3.071329020E+00,-2.875621069E+00
+75.915000E-03,-3.071330027E+00,-2.878097143E+00
+75.917500E-03,-3.071582653E+00,-2.880480459E+00
+75.920000E-03,-3.072729387E+00,-2.884577749E+00
+75.922500E-03,-3.071814171E+00,-2.888270320E+00
+75.925000E-03,-3.072877218E+00,-2.893612926E+00
+75.927500E-03,-3.073432537E+00,-2.896238005E+00
+75.930000E-03,-3.073433275E+00,-2.899229063E+00
+75.932500E-03,-3.074079588E+00,-2.904252320E+00
+75.935000E-03,-3.073903431E+00,-2.905997862E+00
+75.937500E-03,-3.074249357E+00,-2.910163822E+00
+75.940000E-03,-3.073904542E+00,-2.911947490E+00
+75.942500E-03,-3.074600468E+00,-2.914720970E+00
+75.945000E-03,-3.075443761E+00,-2.915834893E+00
+75.947500E-03,-3.075275288E+00,-2.917952869E+00
+75.950000E-03,-3.075761552E+00,-2.919666849E+00
+75.952500E-03,-3.075824496E+00,-2.921660510E+00
+75.955000E-03,-3.076141358E+00,-2.924707020E+00
+75.957500E-03,-3.076064345E+00,-2.925727373E+00
+75.960000E-03,-3.077028072E+00,-2.928296795E+00
+75.962500E-03,-3.076570598E+00,-2.931349543E+00
+75.965000E-03,-3.077238659E+00,-2.933133937E+00
+75.967500E-03,-3.077182003E+00,-2.935050641E+00
+75.970000E-03,-3.077914224E+00,-2.937332387E+00
+75.972500E-03,-3.077273365E+00,-2.941561056E+00
+75.975000E-03,-3.078117586E+00,-2.944359580E+00
+75.977500E-03,-3.077414539E+00,-2.947029312E+00
+75.980000E-03,-3.078772233E+00,-2.950970414E+00
+75.982500E-03,-3.078463536E+00,-2.953728119E+00
+75.985000E-03,-3.078504518E+00,-2.955947027E+00
+75.987500E-03,-3.078927764E+00,-2.958182978E+00
+75.990000E-03,-3.078708916E+00,-2.959903705E+00
+75.992500E-03,-3.079870005E+00,-2.961368657E+00
+75.995000E-03,-3.079468715E+00,-2.963448305E+00
+75.997500E-03,-3.080706240E+00,-2.964717798E+00
+76.000000E-03,-3.080404108E+00,-2.966438628E+00
+76.002500E-03,-3.080320352E+00,-2.967483190E+00
+76.005000E-03,-3.080348302E+00,-2.968589115E+00
+76.007500E-03,-3.080503268E+00,-2.969258542E+00
+76.010000E-03,-3.080692835E+00,-2.971112416E+00
+76.012500E-03,-3.080721454E+00,-2.971579965E+00
+76.015000E-03,-3.080867947E+00,-2.973035967E+00
+76.017500E-03,-3.080911117E+00,-2.974158212E+00
+76.020000E-03,-3.081966682E+00,-2.975599593E+00
+76.022500E-03,-3.080953425E+00,-2.977024864E+00
+76.025000E-03,-3.081178454E+00,-2.979057886E+00
+76.027500E-03,-3.080883170E+00,-2.980498628E+00
+76.030000E-03,-3.081326386E+00,-2.982164608E+00
+76.032500E-03,-3.082037519E+00,-2.984486462E+00
+76.035000E-03,-3.081150120E+00,-2.986939873E+00
+76.037500E-03,-3.082022773E+00,-2.987625837E+00
+76.040000E-03,-3.081847184E+00,-2.989782731E+00
+76.042500E-03,-3.082317668E+00,-2.992228030E+00
+76.045000E-03,-3.082339162E+00,-2.994838295E+00
+76.047500E-03,-3.082001279E+00,-2.996247125E+00
+76.050000E-03,-3.082585198E+00,-2.999269667E+00
+76.052500E-03,-3.083028902E+00,-2.999916257E+00
+76.055000E-03,-3.082234122E+00,-3.002361770E+00
+76.057500E-03,-3.083162180E+00,-3.003429072E+00
+76.060000E-03,-3.084456163E+00,-3.004691531E+00
+76.062500E-03,-3.083042386E+00,-3.006746729E+00
+76.065000E-03,-3.083662069E+00,-3.008826703E+00
+76.067500E-03,-3.083633830E+00,-3.009581144E+00
+76.070000E-03,-3.083647410E+00,-3.010836034E+00
+76.072500E-03,-3.083662463E+00,-3.011279786E+00
+76.075000E-03,-3.084027407E+00,-3.013172717E+00
+76.077500E-03,-3.083430107E+00,-3.013570063E+00
+76.080000E-03,-3.084365687E+00,-3.015587836E+00
+76.082500E-03,-3.083836765E+00,-3.015065540E+00
+76.085000E-03,-3.083844788E+00,-3.015922434E+00
+76.087500E-03,-3.084801968E+00,-3.016561566E+00
+76.090000E-03,-3.084583284E+00,-3.017939771E+00
+76.092500E-03,-3.085034031E+00,-3.018851078E+00
+76.095000E-03,-3.085800866E+00,-3.018819702E+00
+76.097500E-03,-3.084709817E+00,-3.019217379E+00
+76.100000E-03,-3.084449217E+00,-3.019793871E+00
+76.102500E-03,-3.084998259E+00,-3.020875873E+00
+76.105000E-03,-3.084829315E+00,-3.022379360E+00
+76.107500E-03,-3.085040969E+00,-3.021686697E+00
+76.110000E-03,-3.085498056E+00,-3.022962646E+00
+76.112500E-03,-3.086456041E+00,-3.024817854E+00
+76.115000E-03,-3.085483084E+00,-3.024700910E+00
+76.117500E-03,-3.085532329E+00,-3.026125621E+00
+76.120000E-03,-3.085743986E+00,-3.027255240E+00
+76.122500E-03,-3.085743785E+00,-3.027067749E+00
+76.125000E-03,-3.086911523E+00,-3.028166436E+00
+76.127500E-03,-3.085905190E+00,-3.030776847E+00
+76.130000E-03,-3.087222280E+00,-3.029927072E+00
+76.132500E-03,-3.086116950E+00,-3.029857643E+00
+76.135000E-03,-3.086075750E+00,-3.031942955E+00
+76.137500E-03,-3.086244797E+00,-3.033345300E+00
+76.140000E-03,-3.086103994E+00,-3.034826544E+00
+76.142500E-03,-3.085764887E+00,-3.034577747E+00
+76.145000E-03,-3.086813737E+00,-3.035036172E+00
+76.147500E-03,-3.087306402E+00,-3.036867024E+00
+76.150000E-03,-3.087228304E+00,-3.037084439E+00
+76.152500E-03,-3.087045593E+00,-3.038277388E+00
+76.155000E-03,-3.087629716E+00,-3.040402642E+00
+76.157500E-03,-3.086939963E+00,-3.039958107E+00
+76.160000E-03,-3.088559381E+00,-3.043075154E+00
+76.162500E-03,-3.087404284E+00,-3.042653193E+00
+76.165000E-03,-3.087862798E+00,-3.043681673E+00
+76.167500E-03,-3.088022969E+00,-3.044461589E+00
+76.170000E-03,-3.088361477E+00,-3.045201312E+00
+76.172500E-03,-3.088332926E+00,-3.045940012E+00
+76.175000E-03,-3.087510324E+00,-3.047054626E+00
+76.177500E-03,-3.087574259E+00,-3.047903507E+00
+76.180000E-03,-3.087747873E+00,-3.047552777E+00
+76.182500E-03,-3.088664094E+00,-3.048347820E+00
+76.185000E-03,-3.088529600E+00,-3.049655677E+00
+76.187500E-03,-3.089197838E+00,-3.050949785E+00
+76.190000E-03,-3.088691201E+00,-3.050604782E+00
+76.192500E-03,-3.088558464E+00,-3.051744259E+00
+76.195000E-03,-3.088579259E+00,-3.053232522E+00
+76.197500E-03,-3.088572743E+00,-3.052631396E+00
+76.200000E-03,-3.088776659E+00,-3.053013514E+00
+76.202500E-03,-3.088875256E+00,-3.054859379E+00
+76.205000E-03,-3.089458343E+00,-3.053744984E+00
+76.207500E-03,-3.090282188E+00,-3.054462720E+00
+76.210000E-03,-3.088987924E+00,-3.054430526E+00
+76.212500E-03,-3.088846699E+00,-3.056284641E+00
+76.215000E-03,-3.089507901E+00,-3.057601899E+00
