t,u_1,u_2
+74.120000E-03,+2.926397499E+00,+2.926801119E+00
+74.122500E-03,+2.926918229E+00,+2.929675053E+00
+74.125000E-03,+2.927108067E+00,+2.928039594E+00
+74.127500E-03,+2.926615619E+00,+2.928226370E+00
+74.130000E-03,+2.928543359E+00,+2.929223546E+00
+74.132500E-03,+2.928325037E+00,+2.928779320E+00
+74.135000E-03,+2.927009576E+00,+2.928179764E+00
+74.137500E-03,+2.925736165E+00,+2.927650083E+00
+74.140000E-03,+2.926932131E+00,+2.927821391E+00
+74.142500E-03,+2.925714911E+00,+2.928553651E+00
+74.145000E-03,+2.926298890E+00,+2.927143719E+00
+74.147500E-03,+2.926383357E+00,+2.928171993E+00
+74.150000E-03,+2.926545303E+00,+2.928584622E+00
+74.152500E-03,+2.927086705E+00,+2.928787542E+00
+74.155000E-03,+2.927340233E+00,+2.928639297E+00
+74.157500E-03,+2.926488821E+00,+2.926723147E+00
+74.160000E-03,+2.926939229E+00,+2.927696800E+00
+74.162500E-03,+2.926509957E+00,+2.928117490E+00
+74.165000E-03,+2.925349216E+00,+2.928210923E+00
+74.167500E-03,+2.926516863E+00,+2.928397875E+00
+74.170000E-03,+2.926622615E+00,+2.928351178E+00
+74.172500E-03,+2.926601429E+00,+2.927424276E+00
+74.175000E-03,+2.927143333E+00,+2.928195328E+00
+74.177500E-03,+2.926967389E+00,+2.928553619E+00
+74.180000E-03,+2.927558212E+00,+2.928545720E+00
+74.182500E-03,+2.926981444E+00,+2.928031797E+00
+74.185000E-03,+2.927565464E+00,+2.927914833E+00
+74.187500E-03,+2.926580338E+00,+2.927650177E+00
+74.190000E-03,+2.926425479E+00,+2.928857464E+00
+74.192500E-03,+2.927459769E+00,+2.928242100E+00
+74.195000E-03,+2.927987407E+00,+2.927727878E+00
+74.197500E-03,+2.927459769E+00,+2.928179770E+00
+74.200000E-03,+2.927529894E+00,+2.928818425E+00
+74.202500E-03,+2.926875709E+00,+2.927860424E+00
+74.205000E-03,+2.927952408E+00,+2.928132920E+00
+74.207500E-03,+2.926924971E+00,+2.928179751E+00
+74.210000E-03,+2.926798534E+00,+2.927470799E+00
+74.212500E-03,+2.926545322E+00,+2.927961621E+00
+74.215000E-03,+2.926896864E+00,+2.926684174E+00
+74.217500E-03,+2.927473857E+00,+2.928467721E+00
+74.220000E-03,+2.927002391E+00,+2.927486475E+00
+74.222500E-03,+2.926510204E+00,+2.928436848E+00
+74.225000E-03,+2.926545251E+00,+2.927844807E+00
+74.227500E-03,+2.926643577E+00,+2.927782434E+00
+74.230000E-03,+2.926960215E+00,+2.928148617E+00
+74.232500E-03,+2.926608851E+00,+2.928351193E+00
+74.235000E-03,+2.926911082E+00,+2.928023995E+00
+74.237500E-03,+2.926932131E+00,+2.928078454E+00
+74.240000E-03,+2.926840807E+00,+2.929091250E+00
+74.242500E-03,+2.926425482E+00,+2.926551992E+00
+74.245000E-03,+2.927537001E+00,+2.928686035E+00
+74.247500E-03,+2.928148963E+00,+2.928179559E+00
+74.250000E-03,+2.926228711E+00,+2.926287257E+00
+74.252500E-03,+2.926516976E+00,+2.927883861E+00
+74.255000E-03,+2.926517016E+00,+2.928834135E+00
+74.257500E-03,+2.927276814E+00,+2.927346249E+00
+74.260000E-03,+2.927171347E+00,+2.927821618E+00
+74.262500E-03,+2.926967528E+00,+2.928584735E+00
+74.265000E-03,+2.928620370E+00,+2.927665706E+00
+74.267500E-03,+2.926960414E+00,+2.927922809E+00
+74.270000E-03,+2.925918902E+00,+2.926341518E+00
+74.272500E-03,+2.926671665E+00,+2.927696908E+00
+74.275000E-03,+2.927143145E+00,+2.927260751E+00
+74.277500E-03,+2.926390588E+00,+2.926917946E+00
+74.280000E-03,+2.927902860E+00,+2.927424158E+00
+74.282500E-03,+2.926488789E+00,+2.927603420E+00
+74.285000E-03,+2.927424698E+00,+2.926481742E+00
+74.287500E-03,+2.927671185E+00,+2.926131286E+00
+74.290000E-03,+2.927424486E+00,+2.927369658E+00
+74.292500E-03,+2.925876854E+00,+2.927486444E+00
+74.295000E-03,+2.925912245E+00,+2.928257645E+00
+74.297500E-03,+2.926918104E+00,+2.928553817E+00
+74.300000E-03,+2.927248735E+00,+2.927689004E+00
+74.302500E-03,+2.926805541E+00,+2.927135989E+00
+74.305000E-03,+2.925666019E+00,+2.927930558E+00
+74.307500E-03,+2.925975523E+00,+2.928475883E+00
+74.310000E-03,+2.927994309E+00,+2.928195432E+00
+74.312500E-03,+2.926580550E+00,+2.928428953E+00
+74.315000E-03,+2.927734342E+00,+2.927712345E+00
+74.317500E-03,+2.926988390E+00,+2.927120336E+00
+74.320000E-03,+2.927691726E+00,+2.928039531E+00
+74.322500E-03,+2.927178135E+00,+2.928031390E+00
+74.325000E-03,+2.926439691E+00,+2.929051866E+00
+74.327500E-03,+2.926256845E+00,+2.927213750E+00
+74.330000E-03,+2.926953213E+00,+2.927766790E+00
+74.332500E-03,+2.926404492E+00,+2.927338398E+00
+74.335000E-03,+2.927009494E+00,+2.928546070E+00
+74.337500E-03,+2.926791614E+00,+2.928468130E+00
+74.340000E-03,+2.927072717E+00,+2.928927314E+00
+74.342500E-03,+2.926341365E+00,+2.927844807E+00
+74.345000E-03,+2.928268932E+00,+2.928756219E+00
+74.347500E-03,+2.926531054E+00,+2.927611271E+00
+74.350000E-03,+2.926580013E+00,+2.927883672E+00
+74.352500E-03,+2.926988484E+00,+2.928468056E+00
+74.355000E-03,+2.927515905E+00,+2.927378005E+00
+74.357500E-03,+2.927593389E+00,+2.927253062E+00
+74.360000E-03,+2.927431725E+00,+2.927330494E+00
+74.362500E-03,+2.927354192E+00,+2.928234390E+00
+74.365000E-03,+2.927663642E+00,+2.927354294E+00
+74.367500E-03,+2.927094038E+00,+2.927953770E+00
+74.370000E-03,+2.927691954E+00,+2.929371084E+00
+74.372500E-03,+2.927980521E+00,+2.928101897E+00
+74.375000E-03,+2.926756326E+00,+2.927260609E+00
+74.377500E-03,+2.926256729E+00,+2.927938191E+00
+74.380000E-03,+2.926854542E+00,+2.928374567E+00
+74.382500E-03,+2.926840648E+00,+2.928015996E+00
+74.385000E-03,+2.927283889E+00,+2.927369569E+00
+74.387500E-03,+2.927108010E+00,+2.928740338E+00
+74.390000E-03,+2.928247375E+00,+2.928405526E+00
+74.392500E-03,+2.928606605E+00,+2.927572052E+00
+74.395000E-03,+2.927150014E+00,+2.927727830E+00
+74.397500E-03,+2.927818796E+00,+2.927393135E+00
+74.400000E-03,+2.927424515E+00,+2.928467865E+00
+74.402500E-03,+2.928395264E+00,+2.928911950E+00
+74.405000E-03,+2.928500949E+00,+2.928187433E+00
+74.407500E-03,+2.928240858E+00,+2.928008433E+00
+74.410000E-03,+2.926791295E+00,+2.928047437E+00
+74.412500E-03,+2.926404492E+00,+2.928233960E+00
+74.415000E-03,+2.926397030E+00,+2.928296655E+00
+74.417500E-03,+2.927438556E+00,+2.928654768E+00
+74.420000E-03,+2.928683432E+00,+2.926957225E+00
+74.422500E-03,+2.927332946E+00,+2.927517432E+00
+74.425000E-03,+2.927846812E+00,+2.928234405E+00
+74.427500E-03,+2.928564346E+00,+2.927190566E+00
+74.430000E-03,+2.926875603E+00,+2.928257439E+00
+74.432500E-03,+2.928100025E+00,+2.928039531E+00
+74.435000E-03,+2.928078782E+00,+2.928498956E+00
+74.437500E-03,+2.927283972E+00,+2.928818211E+00
+74.440000E-03,+2.927199551E+00,+2.927883906E+00
+74.442500E-03,+2.927867781E+00,+2.928093930E+00
+74.445000E-03,+2.926939222E+00,+2.927361924E+00
+74.447500E-03,+2.927206390E+00,+2.928179794E+00
+74.450000E-03,+2.927108292E+00,+2.929051968E+00
+74.452500E-03,+2.928472664E+00,+2.928234254E+00
+74.455000E-03,+2.926200273E+00,+2.927844807E+00
+74.457500E-03,+2.926812704E+00,+2.927821567E+00
+74.460000E-03,+2.929331670E+00,+2.928600271E+00
+74.462500E-03,+2.927213940E+00,+2.928896028E+00
+74.465000E-03,+2.926791572E+00,+2.927805703E+00
+74.467500E-03,+2.929035271E+00,+2.928171814E+00
+74.470000E-03,+2.927537359E+00,+2.928140980E+00
+74.472500E-03,+2.926010552E+00,+2.928818425E+00
+74.475000E-03,+2.926158144E+00,+2.928273102E+00
+74.477500E-03,+2.926073780E+00,+2.927541071E+00
+74.480000E-03,+2.926503044E+00,+2.927198521E+00
+74.482500E-03,+2.927945137E+00,+2.929161073E+00
+74.485000E-03,+2.928128259E+00,+2.928600434E+00
+74.487500E-03,+2.927354331E+00,+2.927650083E+00
+74.490000E-03,+2.927206622E+00,+2.928444456E+00
+74.492500E-03,+2.926376592E+00,+2.928047253E+00
+74.495000E-03,+2.926686050E+00,+2.927814052E+00
+74.497500E-03,+2.927375256E+00,+2.928374187E+00
+74.500000E-03,+2.926932100E+00,+2.927845009E+00
+74.502500E-03,+2.925721867E+00,+2.927689197E+00
+74.505000E-03,+2.926791121E+00,+2.926754524E+00
+74.507500E-03,+2.926108739E+00,+2.927463217E+00
+74.510000E-03,+2.927607323E+00,+2.927237542E+00
+74.512500E-03,+2.928163286E+00,+2.927416723E+00
+74.515000E-03,+2.927923811E+00,+2.929713810E+00
+74.517500E-03,+2.925693690E+00,+2.927377298E+00
+74.520000E-03,+2.926636841E+00,+2.927735831E+00
+74.522500E-03,+2.927030654E+00,+2.928078302E+00
+74.525000E-03,+2.926123117E+00,+2.928273129E+00
+74.527500E-03,+2.927290798E+00,+2.928234254E+00
+74.530000E-03,+2.926636780E+00,+2.927143977E+00
+74.532500E-03,+2.925355838E+00,+2.928140998E+00
+74.535000E-03,+2.927994570E+00,+2.927502058E+00
+74.537500E-03,+2.927530249E+00,+2.927104928E+00
+74.540000E-03,+2.926369156E+00,+2.927268105E+00
+74.542500E-03,+2.925546330E+00,+2.926676465E+00
+74.545000E-03,+2.927241614E+00,+2.927167026E+00
+74.547500E-03,+2.927607637E+00,+2.927619071E+00
+74.550000E-03,+2.926932782E+00,+2.927377542E+00
+74.552500E-03,+2.926572977E+00,+2.928763830E+00
+74.555000E-03,+2.927023555E+00,+2.927361856E+00
+74.557500E-03,+2.926819502E+00,+2.928483646E+00
+74.560000E-03,+2.928205135E+00,+2.928623702E+00
+74.562500E-03,+2.926228745E+00,+2.927260636E+00
+74.565000E-03,+2.926657460E+00,+2.927244617E+00
+74.567500E-03,+2.927621378E+00,+2.928071129E+00
+74.570000E-03,+2.927755547E+00,+2.927946100E+00
+74.572500E-03,+2.927473940E+00,+2.928343151E+00
+74.575000E-03,+2.927565397E+00,+2.927766843E+00
+74.577500E-03,+2.927438562E+00,+2.927307594E+00
+74.580000E-03,+2.926939437E+00,+2.928257584E+00
+74.582500E-03,+2.926784494E+00,+2.927455360E+00
+74.585000E-03,+2.926559198E+00,+2.927658212E+00
+74.587500E-03,+2.925138058E+00,+2.927533287E+00
+74.590000E-03,+2.927649444E+00,+2.927151819E+00
+74.592500E-03,+2.927994029E+00,+2.927790627E+00
+74.595000E-03,+2.927093974E+00,+2.926411336E+00
+74.597500E-03,+2.926362316E+00,+2.928662455E+00
+74.600000E-03,+2.925700801E+00,+2.928039531E+00
+74.602500E-03,+2.928106901E+00,+2.927198209E+00
+74.605000E-03,+2.927164082E+00,+2.927564482E+00
+74.607500E-03,+2.926664934E+00,+2.926380641E+00
+74.610000E-03,+2.926643372E+00,+2.927681084E+00
+74.612500E-03,+2.926509738E+00,+2.928429368E+00
+74.615000E-03,+2.926833497E+00,+2.927619163E+00
+74.617500E-03,+2.926495914E+00,+2.928039531E+00
+74.620000E-03,+2.928008192E+00,+2.928124894E+00
+74.622500E-03,+2.926988483E+00,+2.928351484E+00
+74.625000E-03,+2.926580229E+00,+2.928234096E+00
+74.627500E-03,+2.927459769E+00,+2.927416216E+00
+74.630000E-03,+2.926235756E+00,+2.928428978E+00
+74.632500E-03,+2.927438447E+00,+2.927564525E+00
+74.635000E-03,+2.927811528E+00,+2.926941330E+00
+74.637500E-03,+2.926369462E+00,+2.927339008E+00
+74.640000E-03,+2.926334687E+00,+2.928397661E+00
+74.642500E-03,+2.927326027E+00,+2.927603431E+00
+74.645000E-03,+2.926580372E+00,+2.927400878E+00
+74.647500E-03,+2.926404492E+00,+2.928172065E+00
+74.650000E-03,+2.927143297E+00,+2.928311980E+00
+74.652500E-03,+2.926749364E+00,+2.928638952E+00
+74.655000E-03,+2.926861593E+00,+2.928413359E+00
+74.657500E-03,+2.926382978E+00,+2.928413441E+00
+74.660000E-03,+2.927466953E+00,+2.927384805E+00
+74.662500E-03,+2.926087984E+00,+2.927572235E+00
+74.665000E-03,+2.926749554E+00,+2.928008832E+00
+74.667500E-03,+2.926812307E+00,+2.928491040E+00
+74.670000E-03,+2.927241603E+00,+2.928218300E+00
+74.672500E-03,+2.927255900E+00,+2.928390243E+00
+74.675000E-03,+2.927002217E+00,+2.927027010E+00
+74.677500E-03,+2.925792166E+00,+2.927798453E+00
+74.680000E-03,+2.926685709E+00,+2.928436682E+00
+74.682500E-03,+2.925912413E+00,+2.928483670E+00
+74.685000E-03,+2.926995294E+00,+2.928888356E+00
+74.687500E-03,+2.926756444E+00,+2.927455402E+00
+74.690000E-03,+2.927340094E+00,+2.927650083E+00
+74.692500E-03,+2.926059885E+00,+2.927937674E+00
+74.695000E-03,+2.925842261E+00,+2.928226379E+00
+74.697500E-03,+2.927403993E+00,+2.928109674E+00
+74.700000E-03,+2.926510137E+00,+2.928506738E+00
+74.702500E-03,+2.926299356E+00,+2.927502354E+00
+74.705000E-03,+2.926777317E+00,+2.926894512E+00
+74.707500E-03,+2.926714355E+00,+2.927260636E+00
+74.710000E-03,+2.925749747E+00,+2.929083511E+00
+74.712500E-03,+2.927283889E+00,+2.926443104E+00
+74.715000E-03,+2.926284617E+00,+2.927930749E+00
+74.717500E-03,+2.927832195E+00,+2.927424116E+00
+74.720000E-03,+2.927079949E+00,+2.927875875E+00
+74.722500E-03,+2.928219848E+00,+2.927354015E+00
+74.725000E-03,+2.926686341E+00,+2.928857237E+00
+74.727500E-03,+2.927311588E+00,+2.928382422E+00
+74.730000E-03,+2.926608392E+00,+2.927509927E+00
+74.732500E-03,+2.926819689E+00,+2.927065913E+00
+74.735000E-03,+2.927318863E+00,+2.928561749E+00
+74.737500E-03,+2.927635648E+00,+2.928234029E+00
+74.740000E-03,+2.928494633E+00,+2.927346134E+00
+74.742500E-03,+2.927023547E+00,+2.928148440E+00
+74.745000E-03,+2.926615958E+00,+2.928094235E+00
+74.747500E-03,+2.926721281E+00,+2.926832472E+00
+74.750000E-03,+2.927283848E+00,+2.928234300E+00
+74.752500E-03,+2.926629288E+00,+2.928172034E+00
+74.755000E-03,+2.927347289E+00,+2.927953486E+00
+74.757500E-03,+2.927213745E+00,+2.927167215E+00
+74.760000E-03,+2.927087238E+00,+2.927969384E+00
+74.762500E-03,+2.926791469E+00,+2.927883798E+00
+74.765000E-03,+2.924773085E+00,+2.926863354E+00
+74.767500E-03,+2.927129074E+00,+2.927626763E+00
+74.770000E-03,+2.926376226E+00,+2.926333379E+00
+74.772500E-03,+2.927108010E+00,+2.926528662E+00
+74.775000E-03,+2.927143313E+00,+2.927533296E+00
+74.777500E-03,+2.927157129E+00,+2.928335417E+00
+74.780000E-03,+2.926285064E+00,+2.927486610E+00
+74.782500E-03,+2.926742223E+00,+2.926754119E+00
+74.785000E-03,+2.926714083E+00,+2.927844807E+00
+74.787500E-03,+2.927987835E+00,+2.927338715E+00
+74.790000E-03,+2.925700975E+00,+2.928405706E+00
+74.792500E-03,+2.927642382E+00,+2.928623702E+00
+74.795000E-03,+2.925764421E+00,+2.927408531E+00
+74.797500E-03,+2.926404492E+00,+2.927650083E+00
+74.800000E-03,+2.926791601E+00,+2.928078667E+00
+74.802500E-03,+2.926151400E+00,+2.927720136E+00
+74.805000E-03,+2.925842114E+00,+2.927922938E+00
+74.807500E-03,+2.927488477E+00,+2.926918261E+00
+74.810000E-03,+2.926284982E+00,+2.927876011E+00
+74.812500E-03,+2.925876854E+00,+2.928623459E+00
+74.815000E-03,+2.926911333E+00,+2.927548681E+00
+74.817500E-03,+2.926460730E+00,+2.927081784E+00
+74.820000E-03,+2.926862000E+00,+2.926761997E+00
+74.822500E-03,+2.926059281E+00,+2.927081638E+00
+74.825000E-03,+2.926650590E+00,+2.927845053E+00
+74.827500E-03,+2.927571931E+00,+2.927120780E+00
+74.830000E-03,+2.926995313E+00,+2.929309326E+00
+74.832500E-03,+2.925553370E+00,+2.927650083E+00
+74.835000E-03,+2.926537981E+00,+2.927027216E+00
+74.837500E-03,+2.925982562E+00,+2.927299481E+00
+74.840000E-03,+2.925820888E+00,+2.928039531E+00
+74.842500E-03,+2.926165658E+00,+2.928086414E+00
+74.845000E-03,+2.925017929E+00,+2.928639229E+00
+74.847500E-03,+2.926924914E+00,+2.928124907E+00
+74.850000E-03,+2.926650906E+00,+2.927533199E+00
+74.852500E-03,+2.926643415E+00,+2.928101994E+00
+74.855000E-03,+2.925595676E+00,+2.928381839E+00
+74.857500E-03,+2.927459769E+00,+2.929043949E+00
+74.860000E-03,+2.927706689E+00,+2.927127817E+00
+74.862500E-03,+2.927459769E+00,+2.927260381E+00
+74.865000E-03,+2.926186818E+00,+2.929558119E+00
+74.867500E-03,+2.926432263E+00,+2.927766661E+00
+74.870000E-03,+2.926045838E+00,+2.929300775E+00
+74.872500E-03,+2.927965976E+00,+2.928272942E+00
+74.875000E-03,+2.926931804E+00,+2.928623495E+00
+74.877500E-03,+2.927431675E+00,+2.927424256E+00
+74.880000E-03,+2.927882113E+00,+2.927860696E+00
+74.882500E-03,+2.927614261E+00,+2.928810532E+00
+74.885000E-03,+2.927009706E+00,+2.927509778E+00
+74.887500E-03,+2.927740846E+00,+2.927728077E+00
+74.890000E-03,+2.928057050E+00,+2.927112960E+00
+74.892500E-03,+2.926200141E+00,+2.927353894E+00
+74.895000E-03,+2.926960414E+00,+2.926559368E+00
+74.897500E-03,+2.926594109E+00,+2.927260636E+00
+74.900000E-03,+2.926545291E+00,+2.928389875E+00
+74.902500E-03,+2.927712127E+00,+2.928226677E+00
+74.905000E-03,+2.926404492E+00,+2.926980605E+00
+74.907500E-03,+2.926256658E+00,+2.928141106E+00
+74.910000E-03,+2.925426314E+00,+2.928491662E+00
+74.912500E-03,+2.926966921E+00,+2.928935313E+00
+74.915000E-03,+2.926404492E+00,+2.929191920E+00
+74.917500E-03,+2.926833541E+00,+2.929137128E+00
+74.920000E-03,+2.926510263E+00,+2.927478780E+00
+74.922500E-03,+2.926474358E+00,+2.926387574E+00
+74.925000E-03,+2.926861633E+00,+2.928623971E+00
+74.927500E-03,+2.926967551E+00,+2.926824942E+00
+74.930000E-03,+2.925856043E+00,+2.927571923E+00
+74.932500E-03,+2.927051680E+00,+2.927043035E+00
+74.935000E-03,+2.928204956E+00,+2.928553819E+00
+74.937500E-03,+2.927283643E+00,+2.927650247E+00
+74.940000E-03,+2.927811528E+00,+2.927898892E+00
+74.942500E-03,+2.926664101E+00,+2.927136123E+00
+74.945000E-03,+2.927551276E+00,+2.928740810E+00
+74.947500E-03,+2.927382183E+00,+2.927081656E+00
+74.950000E-03,+2.926229111E+00,+2.927338912E+00
+74.952500E-03,+2.927220123E+00,+2.928421134E+00
+74.955000E-03,+2.927347056E+00,+2.926793022E+00
+74.957500E-03,+2.926854643E+00,+2.928320044E+00
+74.960000E-03,+2.927214040E+00,+2.929013149E+00
+74.962500E-03,+2.926932383E+00,+2.928701647E+00
+74.965000E-03,+2.927045249E+00,+2.928086320E+00
+74.967500E-03,+2.927825649E+00,+2.928413344E+00
+74.970000E-03,+2.927691727E+00,+2.928125602E+00
+74.972500E-03,+2.926671931E+00,+2.928686407E+00
+74.975000E-03,+2.927811528E+00,+2.928273312E+00
+74.977500E-03,+2.928198717E+00,+2.928600448E+00
+74.980000E-03,+2.928373830E+00,+2.928327212E+00
+74.982500E-03,+2.927748057E+00,+2.928631037E+00
+74.985000E-03,+2.927755657E+00,+2.928272915E+00
+74.987500E-03,+2.926369111E+00,+2.928507038E+00
+74.990000E-03,+2.927030829E+00,+2.927891027E+00
+74.992500E-03,+2.928099608E+00,+2.928467350E+00
+74.995000E-03,+2.927304529E+00,+2.928958397E+00
+74.997500E-03,+2.720880442E+00,+2.928818425E+00
+75.000000E-03,-3.075127639E+00,+2.921224319E+00
+75.002500E-03,-3.081164183E+00,+2.919923335E+00
