t,u_1,u_2
+87.88000E-03,-3.08987391E+00,-3.09671242E+00
+87.89000E-03,-3.08919127E+00,-3.09661000E+00
+87.90000E-03,-3.08958528E+00,-3.09675500E+00
+87.91000E-03,-3.09026806E+00,-3.09695153E+00
+87.92000E-03,-3.09090797E+00,-3.09701987E+00
+87.93000E-03,-3.09094285E+00,-3.09674627E+00
+87.94000E-03,-3.09111914E+00,-3.09672941E+00
+87.95000E-03,-3.09014813E+00,-3.09641329E+00
+87.96000E-03,-3.09047893E+00,-3.09626833E+00
+87.97000E-03,-3.09072476E+00,-3.09651576E+00
+87.98000E-03,-3.09048593E+00,-3.09607172E+00
+87.99000E-03,-3.09125265E+00,-3.09614842E+00
+88.00000E-03,-3.09095744E+00,-3.09521753E+00
+88.01000E-03,-3.09118934E+00,-3.09604640E+00
+88.02000E-03,-3.09125277E+00,-3.09506349E+00
+88.03000E-03,-3.09157639E+00,-3.09458537E+00
+88.04000E-03,-3.09178748E+00,-3.09492695E+00
+88.05000E-03,-3.09127380E+00,-3.09432041E+00
+88.06000E-03,-3.09114728E+00,-3.09413243E+00
+88.07000E-03,-3.09133008E+00,-3.09414961E+00
+88.08000E-03,-3.09130901E+00,-3.09391059E+00
+88.09000E-03,-3.09125284E+00,-3.09281676E+00
+88.10000E-03,-3.09144979E+00,-3.09239844E+00
+88.11000E-03,-3.09193492E+00,-3.09186002E+00
+88.12000E-03,-3.09111902E+00,-3.09119392E+00
+88.13000E-03,-3.09160464E+00,-3.09073252E+00
+88.14000E-03,-3.09140054E+00,-3.08992946E+00
+88.15000E-03,-3.09144964E+00,-3.08863942E+00
+88.16000E-03,-3.09193510E+00,-3.08819524E+00
+88.17000E-03,-3.09185791E+00,-3.08749497E+00
+88.18000E-03,-3.09166077E+00,-3.08678560E+00
+88.19000E-03,-3.09199853E+00,-3.08605952E+00
+88.20000E-03,-3.09155536E+00,-3.08479529E+00
+88.21000E-03,-3.09159749E+00,-3.08447916E+00
+88.22000E-03,-3.09228679E+00,-3.08324919E+00
+88.23000E-03,-3.09189989E+00,-3.08219821E+00
+88.24000E-03,-3.09218841E+00,-3.08044705E+00
+88.25000E-03,-3.09166085E+00,-3.08090817E+00
+88.26000E-03,-3.09157646E+00,-3.07884097E+00
+88.27000E-03,-3.09142865E+00,-3.07827729E+00
+88.28000E-03,-3.09088709E+00,-3.07652594E+00
+88.29000E-03,-3.09195579E+00,-3.07640625E+00
+88.30000E-03,-3.09173120E+00,-3.07552621E+00
+88.31000E-03,-3.09114020E+00,-3.07405705E+00
+88.32000E-03,-3.09150596E+00,-3.07246801E+00
+88.33000E-03,-3.09201983E+00,-3.07294664E+00
+88.34000E-03,-3.09140754E+00,-3.07129785E+00
+88.35000E-03,-3.09159019E+00,-3.06967478E+00
+88.36000E-03,-3.09152026E+00,-3.07012740E+00
+88.37000E-03,-3.09047194E+00,-3.06894860E+00
+88.38000E-03,-3.09113313E+00,-3.06804321E+00
+88.39000E-03,-3.09087291E+00,-3.06697528E+00
+88.40000E-03,-3.09095706E+00,-3.06642836E+00
+88.41000E-03,-3.09115416E+00,-3.06536902E+00
+88.42000E-03,-3.09101330E+00,-3.06501050E+00
+88.43000E-03,-3.09053533E+00,-3.06427578E+00
+88.44000E-03,-3.09077438E+00,-3.06363489E+00
+88.45000E-03,-3.09095725E+00,-3.06232800E+00
+88.46000E-03,-3.09079533E+00,-3.06267830E+00
+88.47000E-03,-3.09070387E+00,-3.06179830E+00
+88.48000E-03,-3.09005710E+00,-3.06140534E+00
+88.49000E-03,-3.09043642E+00,-3.06103833E+00
+88.50000E-03,-3.09078118E+00,-3.06147359E+00
+88.51000E-03,-3.09025373E+00,-3.05986755E+00
+88.52000E-03,-3.09035907E+00,-3.05925239E+00
+88.53000E-03,-3.09042250E+00,-3.05903065E+00
+88.54000E-03,-3.09031709E+00,-3.05974796E+00
+88.55000E-03,-3.08990217E+00,-3.06006404E+00
+88.56000E-03,-3.09022544E+00,-3.05973082E+00
+88.57000E-03,-3.09021160E+00,-3.05888533E+00
+88.58000E-03,-3.08974705E+00,-3.05976518E+00
+88.59000E-03,-3.09015520E+00,-3.05945769E+00
+88.60000E-03,-3.08976139E+00,-3.05955185E+00
+88.61000E-03,-3.08968385E+00,-3.05896222E+00
+88.62000E-03,-3.08999320E+00,-3.05892804E+00
+88.63000E-03,-3.09022567E+00,-3.06015824E+00
+88.64000E-03,-3.08977546E+00,-3.05972271E+00
+88.65000E-03,-3.08965578E+00,-3.06057665E+00
+88.66000E-03,-3.08974044E+00,-3.06067052E+00
+88.67000E-03,-3.08955022E+00,-3.06065348E+00
+88.68000E-03,-3.08946564E+00,-3.06193470E+00
+88.69000E-03,-3.09004987E+00,-3.06189237E+00
+88.70000E-03,-3.08965582E+00,-3.06275513E+00
+88.71000E-03,-3.08956417E+00,-3.06219127E+00
+88.72000E-03,-3.08974697E+00,-3.06276358E+00
+88.73000E-03,-3.08984566E+00,-3.06317387E+00
+88.74000E-03,-3.08913530E+00,-3.06385719E+00
+88.75000E-03,-3.08937438E+00,-3.06382302E+00
+88.76000E-03,-3.08907878E+00,-3.06414774E+00
+88.77000E-03,-3.08961361E+00,-3.06575377E+00
+88.78000E-03,-3.08902258E+00,-3.06530931E+00
+88.79000E-03,-3.08897341E+00,-3.06706095E+00
+88.80000E-03,-3.08965567E+00,-3.06779524E+00
+88.81000E-03,-3.08870619E+00,-3.06852146E+00
+88.82000E-03,-3.08921952E+00,-3.06766719E+00
+88.83000E-03,-3.08874097E+00,-3.06893972E+00
+88.84000E-03,-3.08847376E+00,-3.06958930E+00
+88.85000E-03,-3.08877631E+00,-3.07099880E+00
+88.86000E-03,-3.08902258E+00,-3.07064044E+00
+88.87000E-03,-3.08884670E+00,-3.07126358E+00
+88.88000E-03,-3.08919846E+00,-3.07218619E+00
+88.89000E-03,-3.08867082E+00,-3.07310881E+00
+88.90000E-03,-3.08863576E+00,-3.07445855E+00
+88.91000E-03,-3.08914206E+00,-3.07486001E+00
+88.92000E-03,-3.08864280E+00,-3.07592829E+00
+88.93000E-03,-3.08891014E+00,-3.07690196E+00
+88.94000E-03,-3.08866382E+00,-3.07849969E+00
+88.95000E-03,-3.08965562E+00,-3.07834559E+00
+88.96000E-03,-3.08953627E+00,-3.07894333E+00
+88.97000E-03,-3.08911400E+00,-3.08019047E+00
+88.98000E-03,-3.08872714E+00,-3.08025930E+00
+88.99000E-03,-3.08934616E+00,-3.08197624E+00
+89.00000E-03,-3.08902246E+00,-3.08197619E+00
+89.01000E-03,-3.08907878E+00,-3.08387306E+00
+89.02000E-03,-3.08883954E+00,-3.08333463E+00
+89.03000E-03,-3.08919846E+00,-3.08435140E+00
+89.04000E-03,-3.08908594E+00,-3.08504312E+00
+89.05000E-03,-3.08930411E+00,-3.08522252E+00
+89.06000E-03,-3.08934604E+00,-3.08581187E+00
+89.07000E-03,-3.08957128E+00,-3.08659799E+00
+89.08000E-03,-3.08950101E+00,-3.08664041E+00
+89.09000E-03,-3.08964875E+00,-3.08719579E+00
+89.10000E-03,-3.08944513E+00,-3.08752876E+00
+89.11000E-03,-3.08973297E+00,-3.08780222E+00
+89.12000E-03,-3.09003552E+00,-3.08815257E+00
+89.13000E-03,-3.08943046E+00,-3.08854573E+00
+89.14000E-03,-3.08999351E+00,-3.08865679E+00
+89.15000E-03,-3.08986692E+00,-3.08872479E+00
+89.16000E-03,-3.08984557E+00,-3.08945111E+00
+89.17000E-03,-3.09010587E+00,-3.08887026E+00
+89.18000E-03,-3.08955022E+00,-3.08891312E+00
+89.19000E-03,-3.09008485E+00,-3.09010031E+00
+89.20000E-03,-3.08965583E+00,-3.09030538E+00
+89.21000E-03,-3.08971215E+00,-3.08975845E+00
+89.22000E-03,-3.09005699E+00,-3.09051895E+00
+89.23000E-03,-3.08976859E+00,-3.09064734E+00
+89.24000E-03,-3.09033828E+00,-3.09087765E+00
+89.25000E-03,-3.08937438E+00,-3.09094599E+00
+89.26000E-03,-3.08978230E+00,-3.09009182E+00
+89.27000E-03,-3.09050017E+00,-3.09066423E+00
+89.28000E-03,-3.09060549E+00,-3.09042513E+00
+89.29000E-03,-3.09021876E+00,-3.09044202E+00
+89.30000E-03,-3.09113313E+00,-3.09051895E+00
+89.31000E-03,-3.09010616E+00,-3.09008322E+00
+89.32000E-03,-3.09097832E+00,-3.08928870E+00
+89.33000E-03,-3.09065470E+00,-3.08963925E+00
+89.34000E-03,-3.09109076E+00,-3.08895578E+00
+89.35000E-03,-3.09067589E+00,-3.08979277E+00
+89.36000E-03,-3.09059862E+00,-3.09015147E+00
+89.37000E-03,-3.09036663E+00,-3.08923754E+00
+89.38000E-03,-3.08993003E+00,-3.08916940E+00
+89.39000E-03,-3.09021156E+00,-3.08848569E+00
+89.40000E-03,-3.09060549E+00,-3.08791357E+00
+89.41000E-03,-3.09066190E+00,-3.08769151E+00
+89.42000E-03,-3.09038707E+00,-3.08832342E+00
+89.43000E-03,-3.09080252E+00,-3.08798182E+00
+89.44000E-03,-3.09096425E+00,-3.08777654E+00
+89.45000E-03,-3.09116827E+00,-3.08705895E+00
+89.46000E-03,-3.09060549E+00,-3.08684533E+00
+89.47000E-03,-3.09071777E+00,-3.08624760E+00
+89.48000E-03,-3.09079520E+00,-3.08588046E+00
+89.49000E-03,-3.09145671E+00,-3.08553021E+00
+89.50000E-03,-3.09113305E+00,-3.08368493E+00
+89.51000E-03,-3.09102073E+00,-3.08382126E+00
+89.52000E-03,-3.09125993E+00,-3.08396664E+00
+89.53000E-03,-3.09106299E+00,-3.08301815E+00
+89.54000E-03,-3.09083054E+00,-3.08292468E+00
+89.55000E-03,-3.09039460E+00,-3.08270222E+00
+89.56000E-03,-3.09111898E+00,-3.08263413E+00
+89.57000E-03,-3.09144276E+00,-3.08147237E+00
+89.58000E-03,-3.09042961E+00,-3.08127579E+00
+89.59000E-03,-3.09076018E+00,-3.08019051E+00
+89.60000E-03,-3.09134431E+00,-3.08018247E+00
+89.61000E-03,-3.09127363E+00,-3.07978925E+00
+89.62000E-03,-3.09130901E+00,-3.07875558E+00
+89.63000E-03,-3.09111910E+00,-3.07891815E+00
+89.64000E-03,-3.09077417E+00,-3.07706418E+00
+89.65000E-03,-3.09127396E+00,-3.07719212E+00
+89.66000E-03,-3.09138644E+00,-3.07714076E+00
+89.67000E-03,-3.09100654E+00,-3.07580860E+00
+89.68000E-03,-3.09095725E+00,-3.07570573E+00
+89.69000E-03,-3.09097823E+00,-3.07511659E+00
+89.70000E-03,-3.09049988E+00,-3.07403157E+00
+89.71000E-03,-3.09130901E+00,-3.07459513E+00
+89.72000E-03,-3.09079528E+00,-3.07376654E+00
+89.73000E-03,-3.09035256E+00,-3.07343352E+00
+89.74000E-03,-3.09090089E+00,-3.07357865E+00
+89.75000E-03,-3.09060566E+00,-3.07257905E+00
+89.76000E-03,-3.09107693E+00,-3.07082774E+00
+89.77000E-03,-3.09095725E+00,-3.07071674E+00
+89.78000E-03,-3.09017647E+00,-3.07097317E+00
+89.79000E-03,-3.09078137E+00,-3.06937574E+00
+89.80000E-03,-3.08948020E+00,-3.06929021E+00
+89.81000E-03,-3.09058426E+00,-3.06959790E+00
+89.82000E-03,-3.09076031E+00,-3.06980287E+00
+89.83000E-03,-3.09007786E+00,-3.06861554E+00
+89.84000E-03,-3.09066165E+00,-3.06897433E+00
+89.85000E-03,-3.09081646E+00,-3.06809407E+00
+89.86000E-03,-3.09030285E+00,-3.06723172E+00
+89.87000E-03,-3.09022551E+00,-3.06761578E+00
+89.88000E-03,-3.09037350E+00,-3.06741956E+00
+89.89000E-03,-3.09012002E+00,-3.06648820E+00
+89.90000E-03,-3.09042961E+00,-3.06736799E+00
+89.91000E-03,-3.09052806E+00,-3.06745363E+00
+89.92000E-03,-3.09030302E+00,-3.06706051E+00
+89.93000E-03,-3.09026043E+00,-3.06665884E+00
+89.94000E-03,-3.09074641E+00,-3.06739419E+00
+89.95000E-03,-3.09021860E+00,-3.06621462E+00
+89.96000E-03,-3.08985264E+00,-3.06700956E+00
+89.97000E-03,-3.08935349E+00,-3.06673568E+00
+89.98000E-03,-3.08973300E+00,-3.06673614E+00
+89.99000E-03,-3.09019737E+00,-3.06727428E+00
+90.00000E-03,-3.08972614E+00,-3.06681287E+00
+90.01000E-03,-3.08954293E+00,-3.06694940E+00
+90.02000E-03,-3.08962078E+00,-3.06745363E+00
+90.03000E-03,-3.08983184E+00,-3.06757338E+00
+90.04000E-03,-3.08932518E+00,-3.06716312E+00
+90.05000E-03,-3.08972588E+00,-3.06873477E+00
+90.06000E-03,-3.08971194E+00,-3.06727444E+00
+90.07000E-03,-3.08966291E+00,-3.06828232E+00
+90.08000E-03,-3.08995851E+00,-3.06913675E+00
+90.09000E-03,-3.08978225E+00,-3.06902580E+00
+90.10000E-03,-3.08962040E+00,-3.06920504E+00
+90.11000E-03,-3.08928983E+00,-3.06990549E+00
+90.12000E-03,-3.08914200E+00,-3.06953789E+00
+90.13000E-03,-3.08997966E+00,-3.07053791E+00
+90.14000E-03,-3.08941651E+00,-3.06920462E+00
+90.15000E-03,-3.08902258E+00,-3.07159679E+00
+90.16000E-03,-3.08943075E+00,-3.07156246E+00
+90.17000E-03,-3.08884670E+00,-3.07165696E+00
+90.18000E-03,-3.08891015E+00,-3.07271578E+00
+90.19000E-03,-3.08902957E+00,-3.07341654E+00
+90.20000E-03,-3.08923359E+00,-3.07390332E+00
+90.21000E-03,-3.08924779E+00,-3.07483474E+00
+90.22000E-03,-3.08928987E+00,-3.07439880E+00
+90.23000E-03,-3.08942376E+00,-3.07486011E+00
+90.24000E-03,-3.08887488E+00,-3.07571432E+00
+90.25000E-03,-3.08937451E+00,-3.07556915E+00
+90.26000E-03,-3.08934624E+00,-3.07574865E+00
+90.27000E-03,-3.09008502E+00,-3.07585106E+00
+90.28000E-03,-3.08973322E+00,-3.07709012E+00
+90.29000E-03,-3.08967694E+00,-3.07764519E+00
+90.30000E-03,-3.08940956E+00,-3.07817452E+00
+90.31000E-03,-3.09003538E+00,-3.07714154E+00
+90.32000E-03,-3.08908576E+00,-3.07810644E+00
+90.33000E-03,-3.08924766E+00,-3.07926852E+00
+90.34000E-03,-3.08859348E+00,-3.07931951E+00
+90.35000E-03,-3.08919824E+00,-3.07945577E+00
+90.36000E-03,-3.08977521E+00,-3.07936212E+00
+90.37000E-03,-3.08905081E+00,-3.08000271E+00
+90.38000E-03,-3.08841725E+00,-3.08123334E+00
+90.39000E-03,-3.08938155E+00,-3.08117317E+00
+90.40000E-03,-3.08976136E+00,-3.08120734E+00
+90.41000E-03,-3.08929027E+00,-3.08164313E+00
+90.42000E-03,-3.08975411E+00,-3.08185653E+00
+90.43000E-03,-3.08945894E+00,-3.08213844E+00
+90.44000E-03,-3.09009184E+00,-3.08262543E+00
+90.45000E-03,-3.08962048E+00,-3.08372771E+00
+90.46000E-03,-3.08950088E+00,-3.08275368E+00
+90.47000E-03,-3.08955716E+00,-3.08387304E+00
+90.48000E-03,-3.08949389E+00,-3.08353961E+00
+90.49000E-03,-3.08940252E+00,-3.08342877E+00
+90.50000E-03,-3.08955000E+00,-3.08389830E+00
+90.51000E-03,-3.08960641E+00,-3.08465027E+00
+90.52000E-03,-3.09026090E+00,-3.08381265E+00
+90.53000E-03,-3.09006361E+00,-3.08454770E+00
+90.54000E-03,-3.08986702E+00,-3.08541852E+00
+90.55000E-03,-3.09053505E+00,-3.08543609E+00
+90.56000E-03,-3.08905798E+00,-3.08498338E+00
+90.57000E-03,-3.08917001E+00,-3.08619645E+00
+90.58000E-03,-3.08899431E+00,-3.08572638E+00
+90.59000E-03,-3.08966995E+00,-3.08513731E+00
+90.60000E-03,-3.09007808E+00,-3.08616238E+00
+90.61000E-03,-3.08990198E+00,-3.08561522E+00
+90.62000E-03,-3.08969787E+00,-3.08478690E+00
+90.63000E-03,-3.08999370E+00,-3.08534223E+00
+90.64000E-03,-3.08967672E+00,-3.08506859E+00
+90.65000E-03,-3.09014838E+00,-3.08492364E+00
+90.66000E-03,-3.09070394E+00,-3.08582046E+00
+90.67000E-03,-3.09042961E+00,-3.08606804E+00
+90.68000E-03,-3.09049306E+00,-3.08520544E+00
+90.69000E-03,-3.09076040E+00,-3.08519673E+00
+90.70000E-03,-3.09039426E+00,-3.08586312E+00
+90.71000E-03,-3.08990198E+00,-3.08585431E+00
+90.72000E-03,-3.08971915E+00,-3.08528232E+00
+90.73000E-03,-3.09002843E+00,-3.08497457E+00
+90.74000E-03,-3.08978247E+00,-3.08524821E+00
+90.75000E-03,-3.09025351E+00,-3.08432532E+00
+90.76000E-03,-3.08984578E+00,-3.08396658E+00
+90.77000E-03,-3.08949398E+00,-3.08382136E+00
+90.78000E-03,-3.09033811E+00,-3.08472667E+00
+90.79000E-03,-3.09020458E+00,-3.08347121E+00
+90.80000E-03,-3.09014852E+00,-3.08270248E+00
+90.81000E-03,-3.09024665E+00,-3.08365899E+00
+90.82000E-03,-3.09023267E+00,-3.08296736E+00
+90.83000E-03,-3.09050709E+00,-3.08368478E+00
+90.84000E-03,-3.09082376E+00,-3.08209589E+00
+90.85000E-03,-3.09123861E+00,-3.08257434E+00
+90.86000E-03,-3.09038050E+00,-3.08298444E+00
+90.87000E-03,-3.09044373E+00,-3.08274481E+00
+90.88000E-03,-3.09010591E+00,-3.08243744E+00
+90.89000E-03,-3.09092230E+00,-3.08251454E+00
+90.90000E-03,-3.09092199E+00,-3.08184832E+00
+90.91000E-03,-3.09039421E+00,-3.08097691E+00
+90.92000E-03,-3.09038032E+00,-3.08095056E+00
+90.93000E-03,-3.09058434E+00,-3.08059210E+00
+90.94000E-03,-3.09144994E+00,-3.07983207E+00
+90.95000E-03,-3.09102774E+00,-3.08031008E+00
+90.96000E-03,-3.09065483E+00,-3.07960092E+00
+90.97000E-03,-3.09079526E+00,-3.08018199E+00
+90.98000E-03,-3.09043651E+00,-3.07948182E+00
+90.99000E-03,-3.09016918E+00,-3.07878093E+00
+91.00000E-03,-3.09060527E+00,-3.07919997E+00
+91.01000E-03,-3.09084487E+00,-3.07819137E+00
+91.02000E-03,-3.09041527E+00,-3.07834559E+00
+91.03000E-03,-3.09014798E+00,-3.07760242E+00
+91.04000E-03,-3.09071801E+00,-3.07727775E+00
+91.05000E-03,-3.09039439E+00,-3.07685061E+00
+91.06000E-03,-3.09128069E+00,-3.07703838E+00
+91.07000E-03,-3.09007786E+00,-3.07601293E+00
+91.08000E-03,-3.09078137E+00,-3.07590226E+00
+91.09000E-03,-3.09015520E+00,-3.07589338E+00
+91.10000E-03,-3.09081646E+00,-3.07591058E+00
+91.11000E-03,-3.09069686E+00,-3.07599634E+00
+91.12000E-03,-3.09060549E+00,-3.07599634E+00
+91.13000E-03,-3.09022569E+00,-3.07473196E+00
+91.14000E-03,-3.09056333E+00,-3.07487730E+00
+91.15000E-03,-3.09039435E+00,-3.07441599E+00
+91.16000E-03,-3.09003583E+00,-3.07412526E+00
+91.17000E-03,-3.09027502E+00,-3.07407423E+00
+91.18000E-03,-3.09030271E+00,-3.07284419E+00
+91.19000E-03,-3.08974007E+00,-3.07280980E+00
+91.20000E-03,-3.08993711E+00,-3.07343352E+00
+91.21000E-03,-3.08971216E+00,-3.07364709E+00
+91.22000E-03,-3.09025373E+00,-3.07322839E+00
+91.23000E-03,-3.09047215E+00,-3.07257088E+00
+91.24000E-03,-3.09036648E+00,-3.07351019E+00
+91.25000E-03,-3.09095707E+00,-3.07236557E+00
+91.26000E-03,-3.08996548E+00,-3.07279282E+00
+91.27000E-03,-3.09020467E+00,-3.07294681E+00
+91.28000E-03,-3.08998635E+00,-3.07269902E+00
+91.29000E-03,-3.08997955E+00,-3.07275039E+00
+91.30000E-03,-3.08997219E+00,-3.07257953E+00
+91.31000E-03,-3.08990906E+00,-3.07235709E+00
+91.32000E-03,-3.08992304E+00,-3.07241683E+00
+91.33000E-03,-3.08993026E+00,-3.07242543E+00
+91.34000E-03,-3.09030988E+00,-3.07229751E+00
+91.35000E-03,-3.09000769E+00,-3.07249377E+00
+91.36000E-03,-3.08911394E+00,-3.07280114E+00
+91.37000E-03,-3.08976845E+00,-3.07218640E+00
+91.38000E-03,-3.08964838E+00,-3.07315184E+00
+91.39000E-03,-3.09047900E+00,-3.07263045E+00
+91.40000E-03,-3.08986671E+00,-3.07240851E+00
+91.41000E-03,-3.08966968E+00,-3.07264776E+00
+91.42000E-03,-3.09023244E+00,-3.07208412E+00
+91.43000E-03,-3.09049973E+00,-3.07340784E+00
+91.44000E-03,-3.09019783E+00,-3.07423688E+00
+91.45000E-03,-3.08962048E+00,-3.07458696E+00
+91.46000E-03,-3.09035241E+00,-3.07479176E+00
+91.47000E-03,-3.08964163E+00,-3.07398852E+00
+91.48000E-03,-3.08919156E+00,-3.07415937E+00
+91.49000E-03,-3.08934615E+00,-3.07439048E+00
+91.50000E-03,-3.08972591E+00,-3.07514190E+00
+91.51000E-03,-3.08937434E+00,-3.07471493E+00
+91.52000E-03,-3.08926187E+00,-3.07523649E+00
+91.53000E-03,-3.08937434E+00,-3.07524452E+00
+91.54000E-03,-3.08940928E+00,-3.07605602E+00
+91.55000E-03,-3.09018329E+00,-3.07475770E+00
+91.56000E-03,-3.09002828E+00,-3.07601354E+00
+91.57000E-03,-3.08933222E+00,-3.07653476E+00
+91.58000E-03,-3.08919846E+00,-3.07688495E+00
+91.59000E-03,-3.08960636E+00,-3.07694452E+00
+91.60000E-03,-3.08990174E+00,-3.07672281E+00
+91.61000E-03,-3.08914935E+00,-3.07658573E+00
+91.62000E-03,-3.08988786E+00,-3.07686775E+00
+91.63000E-03,-3.08956424E+00,-3.07775597E+00
+91.64000E-03,-3.08892380E+00,-3.07765368E+00
+91.65000E-03,-3.08944488E+00,-3.07736283E+00
+91.66000E-03,-3.08947278E+00,-3.07860215E+00
+91.67000E-03,-3.08909317E+00,-3.07877272E+00
+91.68000E-03,-3.08844598E+00,-3.08007981E+00
+91.69000E-03,-3.08953624E+00,-3.07875575E+00
+91.70000E-03,-3.08958535E+00,-3.07877272E+00
+91.71000E-03,-3.08942368E+00,-3.07863598E+00
+91.72000E-03,-3.08910705E+00,-3.07923357E+00
+91.73000E-03,-3.08925479E+00,-3.07941342E+00
+91.74000E-03,-3.08931796E+00,-3.07942162E+00
+91.75000E-03,-3.08990188E+00,-3.07919986E+00
+91.76000E-03,-3.08999358E+00,-3.07930220E+00
+91.77000E-03,-3.08968422E+00,-3.08084012E+00
+91.78000E-03,-3.08946584E+00,-3.08067752E+00
+91.79000E-03,-3.08966273E+00,-3.08020801E+00
+91.80000E-03,-3.08951499E+00,-3.08069483E+00
+91.81000E-03,-3.08990906E+00,-3.08107896E+00
+91.82000E-03,-3.08961339E+00,-3.08026770E+00
+91.83000E-03,-3.08982449E+00,-3.08063509E+00
+91.84000E-03,-3.08992318E+00,-3.08086598E+00
+91.85000E-03,-3.08958554E+00,-3.08129294E+00
+91.86000E-03,-3.08959932E+00,-3.08091671E+00
+91.87000E-03,-3.09073902E+00,-3.08110482E+00
+91.88000E-03,-3.09059147E+00,-3.08213872E+00
+91.89000E-03,-3.09060549E+00,-3.08138673E+00
+91.90000E-03,-3.08986670E+00,-3.08189116E+00
+91.91000E-03,-3.08993739E+00,-3.08197624E+00
+91.92000E-03,-3.09000056E+00,-3.08255708E+00
+91.93000E-03,-3.09023258E+00,-3.08280482E+00
+91.94000E-03,-3.09059152E+00,-3.08301014E+00
+91.95000E-03,-3.09039449E+00,-3.08231777E+00
+91.96000E-03,-3.09021832E+00,-3.08287351E+00
+91.97000E-03,-3.09106254E+00,-3.08325765E+00
+91.98000E-03,-3.09055605E+00,-3.08209630E+00
+91.99000E-03,-3.09078137E+00,-3.08168602E+00
+92.00000E-03,-3.09060545E+00,-3.08283028E+00
+92.01000E-03,-3.09072519E+00,-3.08261694E+00
+92.02000E-03,-3.09041525E+00,-3.08233509E+00
+92.03000E-03,-3.09042248E+00,-3.08264292E+00
+92.04000E-03,-3.09047876E+00,-3.08131827E+00
+92.05000E-03,-3.09050006E+00,-3.08193347E+00
+92.06000E-03,-3.09109771E+00,-3.08135274E+00
+92.07000E-03,-3.09021162E+00,-3.08254023E+00
+92.08000E-03,-3.09009877E+00,-3.08130119E+00
+92.09000E-03,-3.09064790E+00,-3.08130979E+00
+92.10000E-03,-3.09011293E+00,-3.08240337E+00
+92.11000E-03,-3.09091499E+00,-3.08198455E+00
+92.12000E-03,-3.09088666E+00,-3.08196693E+00
+92.13000E-03,-3.08995806E+00,-3.08194219E+00
+92.14000E-03,-3.09021157E+00,-3.08122436E+00
+92.15000E-03,-3.09004282E+00,-3.08133524E+00
+92.16000E-03,-3.09052806E+00,-3.08133553E+00
+92.17000E-03,-3.09002856E+00,-3.08066897E+00
+92.18000E-03,-3.09080917E+00,-3.08187349E+00
+92.19000E-03,-3.09010580E+00,-3.08154062E+00
+92.20000E-03,-3.08979635E+00,-3.08107931E+00
+92.21000E-03,-3.09066876E+00,-3.08028460E+00
+92.22000E-03,-3.09076056E+00,-3.08037027E+00
+92.23000E-03,-3.09078826E+00,-3.08032773E+00
+92.24000E-03,-3.08972610E+00,-3.08070302E+00
+92.25000E-03,-3.09042952E+00,-3.08112167E+00
+92.26000E-03,-3.09057740E+00,-3.07998590E+00
+92.27000E-03,-3.09013409E+00,-3.07977228E+00
+92.28000E-03,-3.09025373E+00,-3.07993435E+00
+92.29000E-03,-3.08969117E+00,-3.07968667E+00
+92.30000E-03,-3.09000765E+00,-3.07907183E+00
+92.31000E-03,-3.09042253E+00,-3.07919986E+00
+92.32000E-03,-3.09073926E+00,-3.07893515E+00
+92.33000E-03,-3.09030293E+00,-3.07873837E+00
+92.34000E-03,-3.09033107E+00,-3.07902870E+00
+92.35000E-03,-3.09025373E+00,-3.07855886E+00
+92.36000E-03,-3.09026057E+00,-3.07722643E+00
+92.37000E-03,-3.09026785E+00,-3.07855915E+00
+92.38000E-03,-3.08960630E+00,-3.07831153E+00
+92.39000E-03,-3.08994414E+00,-3.07850796E+00
+92.40000E-03,-3.09018368E+00,-3.07808948E+00
+92.41000E-03,-3.09058449E+00,-3.07794396E+00
+92.42000E-03,-3.09050690E+00,-3.07783272E+00
+92.43000E-03,-3.08987418E+00,-3.07706418E+00
+92.44000E-03,-3.09039468E+00,-3.07744890E+00
+92.45000E-03,-3.09014835E+00,-3.07659439E+00
+92.46000E-03,-3.09015504E+00,-3.07677379E+00
+92.47000E-03,-3.08998645E+00,-3.07655974E+00
+92.48000E-03,-3.09025373E+00,-3.07664541E+00
+92.49000E-03,-3.08998655E+00,-3.07681638E+00
+92.50000E-03,-3.09025373E+00,-3.07578289E+00
+92.51000E-03,-3.09066901E+00,-3.07650060E+00
+92.52000E-03,-3.08995821E+00,-3.07593678E+00
+92.53000E-03,-3.09093585E+00,-3.07568898E+00
+92.54000E-03,-3.09066886E+00,-3.07558647E+00
+92.55000E-03,-3.09011333E+00,-3.07561198E+00
+92.56000E-03,-3.09041544E+00,-3.07593612E+00
+92.57000E-03,-3.09049278E+00,-3.07535564E+00
+92.58000E-03,-3.08990198E+00,-3.07446701E+00
+92.59000E-03,-3.09052816E+00,-3.07592818E+00
+92.60000E-03,-3.09092218E+00,-3.07548402E+00
+92.61000E-03,-3.09078137E+00,-3.07579107E+00
+92.62000E-03,-3.09113313E+00,-3.07599634E+00
+92.63000E-03,-3.09078137E+00,-3.07538969E+00
+92.64000E-03,-3.09033806E+00,-3.07609873E+00
+92.65000E-03,-3.09014816E+00,-3.07578277E+00
+92.66000E-03,-3.09085881E+00,-3.07540665E+00
+92.67000E-03,-3.09080936E+00,-3.07511620E+00
+92.68000E-03,-3.09080253E+00,-3.07514207E+00
+92.69000E-03,-3.09040167E+00,-3.07558617E+00
