t,u_1,u_2
+83.06000E-03,-3.09832301E+00,-2.93418730E+00
+83.07000E-03,-3.09757742E+00,-2.93317065E+00
+83.08000E-03,-3.09618441E+00,-2.93088975E+00
+83.09000E-03,-3.09517836E+00,-2.92989025E+00
+83.10000E-03,-3.09436934E+00,-2.92807928E+00
+83.11000E-03,-3.09332815E+00,-2.92714798E+00
+83.12000E-03,-3.09290602E+00,-2.92544813E+00
+83.13000E-03,-3.09173100E+00,-2.92461085E+00
+83.14000E-03,-3.09143557E+00,-2.92356013E+00
+83.15000E-03,-3.09088680E+00,-2.92286805E+00
+83.16000E-03,-3.08997939E+00,-2.92362847E+00
+83.17000E-03,-3.08909992E+00,-2.92399587E+00
+83.18000E-03,-3.08814318E+00,-2.92516613E+00
+83.19000E-03,-3.08796730E+00,-2.92605469E+00
+83.20000E-03,-3.08722851E+00,-2.92731044E+00
+83.21000E-03,-3.08668685E+00,-2.92884810E+00
+83.22000E-03,-3.08622248E+00,-2.92980491E+00
+83.23000E-03,-3.08525888E+00,-2.93168440E+00
+83.24000E-03,-3.08542050E+00,-2.93343563E+00
+83.25000E-03,-3.08532901E+00,-2.93440098E+00
+83.26000E-03,-3.08424572E+00,-2.93689539E+00
+83.27000E-03,-3.08411217E+00,-2.93781795E+00
+83.28000E-03,-3.08292286E+00,-2.94104727E+00
+83.29000E-03,-3.08291600E+00,-2.94367837E+00
+83.30000E-03,-3.08216328E+00,-2.94712975E+00
+83.31000E-03,-3.08217034E+00,-2.95180273E+00
+83.32000E-03,-3.08196632E+00,-2.95890997E+00
+83.33000E-03,-3.08155821E+00,-2.96601766E+00
+83.34000E-03,-3.08163564E+00,-2.97305664E+00
+83.35000E-03,-3.08117838E+00,-2.97912215E+00
+83.36000E-03,-3.08115024E+00,-2.98464059E+00
+83.37000E-03,-3.08071396E+00,-2.98807485E+00
+83.38000E-03,-3.08025670E+00,-2.99109052E+00
+83.39000E-03,-3.08072120E+00,-2.99389250E+00
+83.40000E-03,-3.08065082E+00,-2.99830057E+00
+83.41000E-03,-3.08060142E+00,-3.00399014E+00
+83.42000E-03,-3.08010200E+00,-3.01255003E+00
+83.43000E-03,-3.07950396E+00,-3.02120374E+00
+83.44000E-03,-3.08005273E+00,-3.02978907E+00
+83.45000E-03,-3.08026389E+00,-3.03712730E+00
+83.46000E-03,-3.07998944E+00,-3.04278248E+00
+83.47000E-03,-3.07979240E+00,-3.04660956E+00
+83.48000E-03,-3.07994012E+00,-3.05135076E+00
+83.49000E-03,-3.07979235E+00,-3.05766371E+00
+83.50000E-03,-3.07934919E+00,-3.06531834E+00
+83.51000E-03,-3.07937733E+00,-3.07500551E+00
+83.52000E-03,-3.08016524E+00,-3.08357406E+00
+83.53000E-03,-3.07996125E+00,-3.09086081E+00
+83.54000E-03,-3.08058037E+00,-3.09575585E+00
+83.55000E-03,-3.08079145E+00,-3.09825014E+00
+83.56000E-03,-3.08073507E+00,-3.10142806E+00
+83.57000E-03,-3.08058037E+00,-3.10290589E+00
+83.58000E-03,-3.08090391E+00,-3.10749360E+00
+83.59000E-03,-3.08122768E+00,-3.11231169E+00
+83.60000E-03,-3.08114326E+00,-3.11858211E+00
+83.61000E-03,-3.08172705E+00,-3.12574923E+00
+83.62000E-03,-3.08162155E+00,-3.13194294E+00
+83.63000E-03,-3.08231107E+00,-3.13907598E+00
+83.64000E-03,-3.08202959E+00,-3.14444916E+00
+83.65000E-03,-3.08258550E+00,-3.14890852E+00
+83.66000E-03,-3.08280364E+00,-3.15178736E+00
+83.67000E-03,-3.08354911E+00,-3.15440149E+00
+83.68000E-03,-3.08337331E+00,-3.15616126E+00
+83.69000E-03,-3.08359836E+00,-3.15922821E+00
+83.70000E-03,-3.08399225E+00,-3.16206433E+00
+83.71000E-03,-3.08520253E+00,-3.16390943E+00
+83.72000E-03,-3.08532213E+00,-3.16738641E+00
+83.73000E-03,-3.08568087E+00,-3.17117077E+00
+83.74000E-03,-3.08591308E+00,-3.17423754E+00
+83.75000E-03,-3.08656029E+00,-3.17786823E+00
+83.76000E-03,-3.08661650E+00,-3.17961961E+00
+83.77000E-03,-3.08744678E+00,-3.18248974E+00
+83.78000E-03,-3.08727796E+00,-3.18492454E+00
+83.79000E-03,-3.08812903E+00,-3.18588148E+00
+83.80000E-03,-3.08842467E+00,-3.18833286E+00
+83.81000E-03,-3.08834731E+00,-3.18833302E+00
+83.82000E-03,-3.09006402E+00,-3.18894813E+00
+83.83000E-03,-3.08982454E+00,-3.18998180E+00
+83.84000E-03,-3.09060549E+00,-3.18945224E+00
+83.85000E-03,-3.09148489E+00,-3.18863189E+00
+83.86000E-03,-3.09218841E+00,-3.18790589E+00
+83.87000E-03,-3.09317320E+00,-3.18721383E+00
+83.88000E-03,-3.09287788E+00,-3.18501826E+00
+83.89000E-03,-3.09310999E+00,-3.18346352E+00
+83.90000E-03,-3.09348989E+00,-3.17996094E+00
+83.91000E-03,-3.09424260E+00,-3.17770576E+00
+83.92000E-03,-3.09507981E+00,-3.17487825E+00
+83.93000E-03,-3.09586074E+00,-3.17251163E+00
+83.94000E-03,-3.09587487E+00,-3.17060689E+00
+83.95000E-03,-3.09683157E+00,-3.16646358E+00
+83.96000E-03,-3.09653609E+00,-3.16372985E+00
+83.97000E-03,-3.09736638E+00,-3.16079125E+00
+83.98000E-03,-3.09798547E+00,-3.15879229E+00
+83.99000E-03,-3.09837235E+00,-3.15633205E+00
+84.00000E-03,-3.09799248E+00,-3.15480274E+00
+84.01000E-03,-3.09821734E+00,-3.15194948E+00
+84.02000E-03,-3.09980748E+00,-3.14953198E+00
+84.03000E-03,-3.10020155E+00,-3.14592689E+00
+84.04000E-03,-3.10045474E+00,-3.14226210E+00
+84.05000E-03,-3.10077143E+00,-3.13814442E+00
+84.06000E-03,-3.10150295E+00,-3.13025972E+00
+84.07000E-03,-3.10098238E+00,-3.12456982E+00
+84.08000E-03,-3.10105982E+00,-3.11970921E+00
+84.09000E-03,-3.10127794E+00,-3.11388295E+00
+84.10000E-03,-3.10070086E+00,-3.10888579E+00
+84.11000E-03,-3.10067286E+00,-3.10569068E+00
+84.12000E-03,-3.10087698E+00,-3.10265808E+00
+84.13000E-03,-3.10063062E+00,-3.10162448E+00
+84.14000E-03,-3.10155220E+00,-3.09873698E+00
+84.15000E-03,-3.10147479E+00,-3.09701122E+00
+84.16000E-03,-3.10072908E+00,-3.09420073E+00
+84.17000E-03,-3.10084893E+00,-3.09030538E+00
+84.18000E-03,-3.10074310E+00,-3.08547859E+00
+84.19000E-03,-3.10150301E+00,-3.07964401E+00
+84.20000E-03,-3.10108796E+00,-3.07304874E+00
+84.21000E-03,-3.10056733E+00,-3.06671018E+00
+84.22000E-03,-3.10072205E+00,-3.06042284E+00
+84.23000E-03,-3.10067302E+00,-3.05523722E+00
+84.24000E-03,-3.10065879E+00,-3.05111986E+00
+84.25000E-03,-3.10115809E+00,-3.04759175E+00
+84.26000E-03,-3.10024355E+00,-3.04473842E+00
+84.27000E-03,-3.09945572E+00,-3.04267111E+00
+84.28000E-03,-3.09964556E+00,-3.03945902E+00
+84.29000E-03,-3.09888598E+00,-3.03538408E+00
+84.30000E-03,-3.09869595E+00,-3.03127500E+00
+84.31000E-03,-3.09799949E+00,-3.02726857E+00
+84.32000E-03,-3.09818939E+00,-3.02315949E+00
+84.33000E-03,-3.09786577E+00,-3.01735044E+00
+84.34000E-03,-3.09785887E+00,-3.01334388E+00
+84.35000E-03,-3.09665577E+00,-3.00944847E+00
+84.36000E-03,-3.09761228E+00,-3.00562994E+00
+84.37000E-03,-3.09647261E+00,-3.00149540E+00
+84.38000E-03,-3.09589592E+00,-2.99976967E+00
+84.39000E-03,-3.09557230E+00,-2.99702746E+00
+84.40000E-03,-3.09426359E+00,-2.99578023E+00
+84.41000E-03,-3.09437638E+00,-2.99474656E+00
+84.42000E-03,-3.09382744E+00,-2.99331152E+00
+84.43000E-03,-3.09412308E+00,-2.99281580E+00
+84.44000E-03,-3.09322967E+00,-2.99166257E+00
+84.45000E-03,-3.09271618E+00,-2.99133795E+00
+84.46000E-03,-3.09241359E+00,-2.98998837E+00
+84.47000E-03,-3.09150583E+00,-2.98962086E+00
+84.48000E-03,-3.09185055E+00,-2.98921942E+00
+84.49000E-03,-3.09095725E+00,-2.98892907E+00
+84.50000E-03,-3.09183665E+00,-2.98886066E+00
+84.51000E-03,-3.09057738E+00,-2.98921952E+00
+84.52000E-03,-3.09055636E+00,-2.98914254E+00
+84.53000E-03,-3.08997928E+00,-2.98951859E+00
+84.54000E-03,-3.08982448E+00,-2.98915115E+00
+84.55000E-03,-3.08972610E+00,-2.98928780E+00
+84.56000E-03,-3.08936021E+00,-2.98970636E+00
+84.57000E-03,-3.08816426E+00,-2.99056920E+00
+84.58000E-03,-3.08776320E+00,-2.99185061E+00
+84.59000E-03,-3.08745354E+00,-2.99197024E+00
+84.60000E-03,-3.08750990E+00,-2.99244867E+00
+84.61000E-03,-3.08721462E+00,-2.99344817E+00
+84.62000E-03,-3.08673615E+00,-2.99485768E+00
+84.63000E-03,-3.08708791E+00,-2.99608787E+00
+84.64000E-03,-3.08660960E+00,-2.99735215E+00
+84.65000E-03,-3.08666582E+00,-2.99906931E+00
+84.66000E-03,-3.08568087E+00,-3.00228988E+00
+84.67000E-03,-3.08623656E+00,-3.00499792E+00
+84.68000E-03,-3.08550499E+00,-3.00770596E+00
+84.69000E-03,-3.08547696E+00,-3.01086666E+00
+84.70000E-03,-3.08543455E+00,-3.01534325E+00
+84.71000E-03,-3.08500532E+00,-3.01952060E+00
+84.72000E-03,-3.08541356E+00,-3.02312559E+00
+84.73000E-03,-3.08467495E+00,-3.02795201E+00
+84.74000E-03,-3.08518827E+00,-3.03138653E+00
+84.75000E-03,-3.08462557E+00,-3.03499152E+00
+84.76000E-03,-3.08433006E+00,-3.03827185E+00
+84.77000E-03,-3.08497735E+00,-3.04220161E+00
+84.78000E-03,-3.08373910E+00,-3.04344877E+00
+84.79000E-03,-3.08366198E+00,-3.04611403E+00
+84.80000E-03,-3.08473106E+00,-3.04823252E+00
+84.81000E-03,-3.08428090E+00,-3.05062465E+00
+84.82000E-03,-3.08372512E+00,-3.05458837E+00
+84.83000E-03,-3.08440050E+00,-3.05693782E+00
+84.84000E-03,-3.08462559E+00,-3.06255042E+00
+84.85000E-03,-3.08423872E+00,-3.06659953E+00
+84.86000E-03,-3.08421776E+00,-3.07185365E+00
+84.87000E-03,-3.08377440E+00,-3.07768776E+00
+84.88000E-03,-3.08430192E+00,-3.08236927E+00
+84.89000E-03,-3.08426668E+00,-3.08593158E+00
+84.90000E-03,-3.08423860E+00,-3.08970746E+00
+84.91000E-03,-3.08480147E+00,-3.09186881E+00
+84.92000E-03,-3.08510396E+00,-3.09500388E+00
+84.93000E-03,-3.08491395E+00,-3.09737879E+00
+84.94000E-03,-3.08463260E+00,-3.09819889E+00
+84.95000E-03,-3.08536426E+00,-3.09936059E+00
+84.96000E-03,-3.08492805E+00,-3.10125721E+00
+84.97000E-03,-3.08568785E+00,-3.10236773E+00
+84.98000E-03,-3.08533606E+00,-3.10355503E+00
+84.99000E-03,-3.08579355E+00,-3.10482800E+00
+85.00000E-03,-3.08603263E+00,-3.10717721E+00
+85.01000E-03,-3.08712323E+00,-3.10814268E+00
+85.02000E-03,-3.08603263E+00,-3.11054332E+00
+85.03000E-03,-3.08690493E+00,-3.11326823E+00
+85.04000E-03,-3.08698953E+00,-3.11560050E+00
+85.05000E-03,-3.08736925E+00,-3.11747125E+00
+85.06000E-03,-3.08708084E+00,-3.11940208E+00
+85.07000E-03,-3.08697525E+00,-3.12228937E+00
+85.08000E-03,-3.08774221E+00,-3.12368173E+00
+85.09000E-03,-3.08783375E+00,-3.12521088E+00
+85.10000E-03,-3.08856547E+00,-3.12708187E+00
+85.11000E-03,-3.08853718E+00,-3.12841464E+00
+85.12000E-03,-3.08921256E+00,-3.13073819E+00
+85.13000E-03,-3.08966993E+00,-3.13295075E+00
+85.14000E-03,-3.08963458E+00,-3.13328374E+00
+85.15000E-03,-3.09007800E+00,-3.13353148E+00
+85.16000E-03,-3.08950812E+00,-3.13484706E+00
+85.17000E-03,-3.09065477E+00,-3.13472749E+00
+85.18000E-03,-3.09004992E+00,-3.13509505E+00
+85.19000E-03,-3.09078137E+00,-3.13518866E+00
+85.20000E-03,-3.09081667E+00,-3.13523998E+00
+85.21000E-03,-3.09137230E+00,-3.13515463E+00
+85.22000E-03,-3.09175917E+00,-3.13428342E+00
+85.23000E-03,-3.09248386E+00,-3.13351447E+00
+85.24000E-03,-3.09254702E+00,-3.13408679E+00
+85.25000E-03,-3.09236447E+00,-3.13280509E+00
+85.26000E-03,-3.09339145E+00,-3.13072921E+00
+85.27000E-03,-3.09314543E+00,-3.12953356E+00
+85.28000E-03,-3.09315929E+00,-3.12904641E+00
+85.29000E-03,-3.09403887E+00,-3.12719289E+00
+85.30000E-03,-3.09422855E+00,-3.12481769E+00
+85.31000E-03,-3.09412308E+00,-3.12297268E+00
+85.32000E-03,-3.09460857E+00,-3.12081999E+00
+85.33000E-03,-3.09473541E+00,-3.11916252E+00
+85.34000E-03,-3.09488279E+00,-3.11654853E+00
+85.35000E-03,-3.09503774E+00,-3.11482286E+00
+85.36000E-03,-3.09628970E+00,-3.11251644E+00
+85.37000E-03,-3.09517836E+00,-3.11015007E+00
+85.38000E-03,-3.09633931E+00,-3.10829623E+00
+85.39000E-03,-3.09544575E+00,-3.10637419E+00
+85.40000E-03,-3.09570600E+00,-3.10538331E+00
+85.41000E-03,-3.09564962E+00,-3.10397373E+00
+85.42000E-03,-3.09623363E+00,-3.10247875E+00
+85.43000E-03,-3.09614909E+00,-3.10133392E+00
+85.44000E-03,-3.09590989E+00,-3.10096676E+00
+85.45000E-03,-3.09672613E+00,-3.09983058E+00
+85.46000E-03,-3.09664868E+00,-3.09836109E+00
+85.47000E-03,-3.09640951E+00,-3.09778026E+00
+85.48000E-03,-3.09610018E+00,-3.09650728E+00
+85.49000E-03,-3.09669808E+00,-3.09458506E+00
+85.50000E-03,-3.09658533E+00,-3.09265448E+00
+85.51000E-03,-3.09738046E+00,-3.09029662E+00
+85.52000E-03,-3.09723979E+00,-3.08838327E+00
+85.53000E-03,-3.09648681E+00,-3.08507728E+00
+85.54000E-03,-3.09693715E+00,-3.08160883E+00
+85.55000E-03,-3.09630389E+00,-3.07813183E+00
+85.56000E-03,-3.09555838E+00,-3.07487702E+00
+85.57000E-03,-3.09612098E+00,-3.07116105E+00
+85.58000E-03,-3.09570600E+00,-3.06778672E+00
+85.59000E-03,-3.09650804E+00,-3.06460013E+00
+85.60000E-03,-3.09570600E+00,-3.06130280E+00
+85.61000E-03,-3.09531891E+00,-3.05827860E+00
+85.62000E-03,-3.09585367E+00,-3.05611741E+00
+85.63000E-03,-3.09529808E+00,-3.05362286E+00
+85.64000E-03,-3.09420028E+00,-3.05202552E+00
+85.65000E-03,-3.09461548E+00,-3.05006905E+00
+85.66000E-03,-3.09441171E+00,-3.04849719E+00
+85.67000E-03,-3.09467877E+00,-3.04679738E+00
+85.68000E-03,-3.09387701E+00,-3.04604551E+00
+85.69000E-03,-3.09427795E+00,-3.04440531E+00
+85.70000E-03,-3.09419337E+00,-3.04332027E+00
+85.71000E-03,-3.09385596E+00,-3.04190233E+00
+85.72000E-03,-3.09340562E+00,-3.04118478E+00
+85.73000E-03,-3.09407371E+00,-3.04018532E+00
+85.74000E-03,-3.09356727E+00,-3.03922846E+00
+85.75000E-03,-3.09341938E+00,-3.03798123E+00
+85.76000E-03,-3.09270882E+00,-3.03701582E+00
+85.77000E-03,-3.09230091E+00,-3.03640933E+00
+85.78000E-03,-3.09263166E+00,-3.03509379E+00
+85.79000E-03,-3.09178747E+00,-3.03419677E+00
+85.80000E-03,-3.09222346E+00,-3.03358165E+00
+85.81000E-03,-3.09149902E+00,-3.03282131E+00
+85.82000E-03,-3.09121743E+00,-3.03095912E+00
+85.83000E-03,-3.09130901E+00,-3.03129209E+00
+85.84000E-03,-3.09181548E+00,-3.02969464E+00
+85.85000E-03,-3.09081649E+00,-3.03054903E+00
+85.86000E-03,-3.09068998E+00,-3.02970341E+00
+85.87000E-03,-3.09029604E+00,-3.03011350E+00
+85.88000E-03,-3.09011997E+00,-3.02934431E+00
+85.89000E-03,-3.09016221E+00,-3.03039526E+00
+85.90000E-03,-3.08958546E+00,-3.02982290E+00
+85.91000E-03,-3.08950813E+00,-3.03066886E+00
+85.92000E-03,-3.08942362E+00,-3.03179607E+00
+85.93000E-03,-3.08950794E+00,-3.03245417E+00
+85.94000E-03,-3.08971909E+00,-3.03246252E+00
+85.95000E-03,-3.08874095E+00,-3.03353901E+00
+85.96000E-03,-3.08902258E+00,-3.03476078E+00
+85.97000E-03,-3.08840352E+00,-3.03573457E+00
+85.98000E-03,-3.08825581E+00,-3.03628957E+00
+85.99000E-03,-3.08845992E+00,-3.03698184E+00
+86.00000E-03,-3.08849491E+00,-3.03862204E+00
+86.01000E-03,-3.08808696E+00,-3.04055285E+00
+86.02000E-03,-3.08807267E+00,-3.04026221E+00
+86.03000E-03,-3.08805879E+00,-3.04140697E+00
+86.04000E-03,-3.08761554E+00,-3.04289332E+00
+86.05000E-03,-3.08750992E+00,-3.04336321E+00
+86.06000E-03,-3.08724965E+00,-3.04459329E+00
+86.07000E-03,-3.08710898E+00,-3.04545614E+00
+86.08000E-03,-3.08751712E+00,-3.04631041E+00
+86.09000E-03,-3.08693320E+00,-3.04759182E+00
+86.10000E-03,-3.08663065E+00,-3.04895869E+00
+86.11000E-03,-3.08717239E+00,-3.05020593E+00
+86.12000E-03,-3.08741146E+00,-3.05245250E+00
+86.13000E-03,-3.08755939E+00,-3.05330701E+00
+86.14000E-03,-3.08677833E+00,-3.05496426E+00
+86.15000E-03,-3.08620851E+00,-3.05711698E+00
+86.16000E-03,-3.08691203E+00,-3.05869734E+00
+86.17000E-03,-3.08671491E+00,-3.06126016E+00
+86.18000E-03,-3.08627192E+00,-3.06328494E+00
+86.19000E-03,-3.08637739E+00,-3.06531795E+00
+86.20000E-03,-3.08652512E+00,-3.06967505E+00
+86.21000E-03,-3.08707393E+00,-3.07200740E+00
+86.22000E-03,-3.08684151E+00,-3.07515053E+00
+86.23000E-03,-3.08655333E+00,-3.07810674E+00
+86.24000E-03,-3.08720744E+00,-3.08033612E+00
+86.25000E-03,-3.08691206E+00,-3.08240361E+00
+86.26000E-03,-3.08762277E+00,-3.08576098E+00
+86.27000E-03,-3.08766466E+00,-3.08659777E+00
+86.28000E-03,-3.08751695E+00,-3.08893013E+00
+86.29000E-03,-3.08708791E+00,-3.09109994E+00
+86.30000E-03,-3.08750992E+00,-3.09261188E+00
+86.31000E-03,-3.08729912E+00,-3.09414961E+00
+86.32000E-03,-3.08803782E+00,-3.09447439E+00
+86.33000E-03,-3.08710888E+00,-3.09543101E+00
+86.34000E-03,-3.08763671E+00,-3.09668671E+00
+86.35000E-03,-3.08772087E+00,-3.09743859E+00
+86.36000E-03,-3.08765779E+00,-3.09789123E+00
+86.37000E-03,-3.08812908E+00,-3.09820739E+00
+86.38000E-03,-3.08849494E+00,-3.09879696E+00
+86.39000E-03,-3.08810100E+00,-3.09938637E+00
+86.40000E-03,-3.08835430E+00,-3.10017210E+00
+86.41000E-03,-3.08836114E+00,-3.10074466E+00
+86.42000E-03,-3.08814318E+00,-3.10113750E+00
+86.43000E-03,-3.08822774E+00,-3.10103511E+00
+86.44000E-03,-3.08866382E+00,-3.10140241E+00
+86.45000E-03,-3.08881156E+00,-3.10200894E+00
+86.46000E-03,-3.08905792E+00,-3.10199174E+00
+86.47000E-03,-3.08850888E+00,-3.10227365E+00
+86.48000E-03,-3.08960653E+00,-3.10212000E+00
+86.49000E-03,-3.08893806E+00,-3.10272653E+00
+86.50000E-03,-3.08972606E+00,-3.10354655E+00
+86.51000E-03,-3.08961367E+00,-3.10297415E+00
+86.52000E-03,-3.09025373E+00,-3.10261535E+00
+86.53000E-03,-3.09033102E+00,-3.10321330E+00
+86.54000E-03,-3.09040878E+00,-3.10325610E+00
+86.55000E-03,-3.09085162E+00,-3.10393097E+00
+86.56000E-03,-3.09075310E+00,-3.10293164E+00
+86.57000E-03,-3.09076030E+00,-3.10328185E+00
+86.58000E-03,-3.09111216E+00,-3.10345254E+00
+86.59000E-03,-3.09150606E+00,-3.10253017E+00
+86.60000E-03,-3.09134412E+00,-3.10252138E+00
+86.61000E-03,-3.09147799E+00,-3.10242745E+00
+86.62000E-03,-3.09167487E+00,-3.10242737E+00
+86.63000E-03,-3.09182261E+00,-3.10162448E+00
+86.64000E-03,-3.09152707E+00,-3.10183805E+00
+86.65000E-03,-3.09211809E+00,-3.10162448E+00
+86.66000E-03,-3.09212529E+00,-3.10141091E+00
+86.67000E-03,-3.09233625E+00,-3.10141091E+00
+86.68000E-03,-3.09230087E+00,-3.10119734E+00
+86.69000E-03,-3.09151990E+00,-3.10098378E+00
+86.70000E-03,-3.09254017E+00,-3.10051397E+00
+86.71000E-03,-3.09202650E+00,-3.09939500E+00
+86.72000E-03,-3.09218144E+00,-3.09885656E+00
+86.73000E-03,-3.09252630E+00,-3.09871133E+00
+86.74000E-03,-3.09221658E+00,-3.09820739E+00
+86.75000E-03,-3.09324348E+00,-3.09799383E+00
+86.76000E-03,-3.09339146E+00,-3.09778026E+00
+86.77000E-03,-3.09236429E+00,-3.09685769E+00
+86.78000E-03,-3.09387702E+00,-3.09605446E+00
+86.79000E-03,-3.09300445E+00,-3.09506359E+00
+86.80000E-03,-3.09341956E+00,-3.09402155E+00
+86.81000E-03,-3.09372184E+00,-3.09331250E+00
+86.82000E-03,-3.09332797E+00,-3.09168914E+00
+86.83000E-03,-3.09294114E+00,-3.09127917E+00
+86.84000E-03,-3.09289193E+00,-3.08973290E+00
+86.85000E-03,-3.09348995E+00,-3.08825517E+00
+86.86000E-03,-3.09346181E+00,-3.08679408E+00
+86.87000E-03,-3.09312422E+00,-3.08542758E+00
+86.88000E-03,-3.09337746E+00,-3.08353939E+00
+86.89000E-03,-3.09323651E+00,-3.08265945E+00
+86.90000E-03,-3.09313829E+00,-3.08056644E+00
+86.91000E-03,-3.09296935E+00,-3.07803801E+00
+86.92000E-03,-3.09294121E+00,-3.07609023E+00
+86.93000E-03,-3.09273719E+00,-3.07380932E+00
+86.94000E-03,-3.09340556E+00,-3.07280982E+00
+86.95000E-03,-3.09303249E+00,-3.07040069E+00
+86.96000E-03,-3.09318040E+00,-3.06829889E+00
+86.97000E-03,-3.09318013E+00,-3.06712059E+00
+86.98000E-03,-3.09312412E+00,-3.06553151E+00
+86.99000E-03,-3.09224476E+00,-3.06318227E+00
+87.00000E-03,-3.09236446E+00,-3.06211418E+00
+87.01000E-03,-3.09201253E+00,-3.05993583E+00
+87.02000E-03,-3.09236429E+00,-3.05891091E+00
+87.03000E-03,-3.09201253E+00,-3.05794554E+00
+87.04000E-03,-3.09221676E+00,-3.05668110E+00
+87.05000E-03,-3.09239932E+00,-3.05510945E+00
+87.06000E-03,-3.09218841E+00,-3.05482737E+00
+87.07000E-03,-3.09183665E+00,-3.05402444E+00
+87.08000E-03,-3.09193507E+00,-3.05293101E+00
+87.09000E-03,-3.09118931E+00,-3.05167532E+00
+87.10000E-03,-3.09116824E+00,-3.05182033E+00
+87.11000E-03,-3.09197028E+00,-3.05182025E+00
+87.12000E-03,-3.09110492E+00,-3.05072682E+00
+87.13000E-03,-3.09144278E+00,-3.05033411E+00
+87.14000E-03,-3.09175947E+00,-3.04988114E+00
+87.15000E-03,-3.09148507E+00,-3.04895861E+00
+87.16000E-03,-3.09118952E+00,-3.04947100E+00
+87.17000E-03,-3.09128777E+00,-3.04883918E+00
+87.18000E-03,-3.09034505E+00,-3.04882188E+00
+87.19000E-03,-3.08974010E+00,-3.04905279E+00
+87.20000E-03,-3.08979638E+00,-3.04840342E+00
+87.21000E-03,-3.09014114E+00,-3.04803591E+00
+87.22000E-03,-3.08945879E+00,-3.04749772E+00
+87.23000E-03,-3.08949390E+00,-3.04766020E+00
+87.24000E-03,-3.08996515E+00,-3.04773696E+00
+87.25000E-03,-3.08972599E+00,-3.04780538E+00
+87.26000E-03,-3.08898723E+00,-3.04801895E+00
+87.27000E-03,-3.08943058E+00,-3.04830949E+00
+87.28000E-03,-3.08997926E+00,-3.04834362E+00
+87.29000E-03,-3.08959939E+00,-3.04902708E+00
+87.30000E-03,-3.08930392E+00,-3.04895874E+00
+87.31000E-03,-3.08867789E+00,-3.04930895E+00
+87.32000E-03,-3.08957861E+00,-3.04965074E+00
+87.33000E-03,-3.08970513E+00,-3.04960798E+00
+87.34000E-03,-3.08855112E+00,-3.05034248E+00
+87.35000E-03,-3.08856533E+00,-3.05045367E+00
+87.36000E-03,-3.08880445E+00,-3.05132507E+00
+87.37000E-03,-3.08836138E+00,-3.05261467E+00
+87.38000E-03,-3.08796730E+00,-3.05246979E+00
+87.39000E-03,-3.08796012E+00,-3.05303344E+00
+87.40000E-03,-3.08923371E+00,-3.05408445E+00
+87.41000E-03,-3.08872721E+00,-3.05504115E+00
+87.42000E-03,-3.08854422E+00,-3.05607469E+00
+87.43000E-03,-3.08849494E+00,-3.05626289E+00
+87.44000E-03,-3.08848794E+00,-3.05759551E+00
+87.45000E-03,-3.08800244E+00,-3.05891091E+00
+87.46000E-03,-3.08855822E+00,-3.05939793E+00
+87.47000E-03,-3.08857940E+00,-3.06029488E+00
+87.48000E-03,-3.08849494E+00,-3.06103818E+00
+87.49000E-03,-3.08841041E+00,-3.06310556E+00
+87.50000E-03,-3.08831906E+00,-3.06339610E+00
+87.51000E-03,-3.08782678E+00,-3.06592452E+00
+87.52000E-03,-3.08815033E+00,-3.06766719E+00
+87.53000E-03,-3.08812897E+00,-3.06839311E+00
+87.54000E-03,-3.08779142E+00,-3.07098207E+00
+87.55000E-03,-3.08772118E+00,-3.07236569E+00
+87.56000E-03,-3.08779849E+00,-3.07350222E+00
+87.57000E-03,-3.08819264E+00,-3.07626997E+00
+87.58000E-03,-3.08779142E+00,-3.07657729E+00
+87.59000E-03,-3.08751701E+00,-3.07754275E+00
+87.60000E-03,-3.08803751E+00,-3.07915723E+00
+87.61000E-03,-3.08713704E+00,-3.08090840E+00
+87.62000E-03,-3.08796730E+00,-3.08240337E+00
+87.63000E-03,-3.08783353E+00,-3.08352234E+00
+87.64000E-03,-3.08801666E+00,-3.08400949E+00
+87.65000E-03,-3.08842463E+00,-3.08607683E+00
+87.66000E-03,-3.08834009E+00,-3.08676874E+00
+87.67000E-03,-3.08846691E+00,-3.08816971E+00
+87.68000E-03,-3.08809415E+00,-3.08892129E+00
+87.69000E-03,-3.08884670E+00,-3.08925454E+00
+87.70000E-03,-3.08793198E+00,-3.09017715E+00
+87.71000E-03,-3.08841770E+00,-3.09103988E+00
+87.72000E-03,-3.08841744E+00,-3.09115120E+00
+87.73000E-03,-3.08819950E+00,-3.09250104E+00
+87.74000E-03,-3.08890305E+00,-3.09197144E+00
+87.75000E-03,-3.08884670E+00,-3.09201419E+00
+87.76000E-03,-3.08958558E+00,-3.09386778E+00
+87.77000E-03,-3.08954307E+00,-3.09386774E+00
+87.78000E-03,-3.08885381E+00,-3.09435454E+00
+87.79000E-03,-3.08926181E+00,-3.09485002E+00
+87.80000E-03,-3.08905779E+00,-3.09598620E+00
+87.81000E-03,-3.08920553E+00,-3.09543960E+00
+87.82000E-03,-3.08919846E+00,-3.09578140E+00
+87.83000E-03,-3.08947276E+00,-3.09576409E+00
+87.84000E-03,-3.08955022E+00,-3.09590958E+00
+87.85000E-03,-3.08951511E+00,-3.09628528E+00
+87.86000E-03,-3.08933209E+00,-3.09628528E+00
+87.87000E-03,-3.09004964E+00,-3.09635380E+00
